,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,testGetClassification.0,System.0,out.0,println.0,"""getClassification"".0",SystemClient_DBImpl.0,instance.0,=.0,new.0,SystemClient_DBImpl.1,Set.0,expResult.0,=.1,nan.0,Set.1,result.0,=.2,instance.1,getClassification.0,assertEquals.0,expResult.1,result.1,// TODO review the generated test code and remove the default call to fail..200,fail.0,"""The test case is a prototype. "".100",prewritten,accurate,missing,unnecessary,readable,code
0,136,testGetClassification,33719607,1210538295017,19052690606,1,1,"(0.05402179807424545, 0.13091285526752472)","(0.06241021305322647, 0.1260170340538025)",1,1,2.549179077148437,2.54974365234375,Fixation,POINT (0.058216005563736 0.1284649446606636),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538303350,19052698939,1,1,"(0.05668725445866585, 0.13460886478424072)","(0.060051288455724716, 0.12653757631778717)",1,1,2.55255126953125,2.580596923828125,Fixation,POINT (0.0583692714571953 0.130573220551014),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538311684,19052707273,1,1,"(0.05736258625984192, 0.1430424302816391)","(0.059894490987062454, 0.12546472251415253)",1,1,2.5629425048828125,2.5620880126953125,Fixation,POINT (0.0586285386234522 0.1342535763978958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538320017,19052715606,1,1,"(0.06365518271923065, 0.1326434314250946)","(0.06605185568332672, 0.12456748634576797)",1,1,2.554107666015625,2.5569305419921875,Fixation,POINT (0.0648535192012787 0.1286054588854313),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538336684,19052732273,1,1,"(0.07565052807331085, 0.12802936136722565)","(0.07827235758304596, 0.12228042632341385)",1,1,2.575302124023437,2.55499267578125,Fixation,POINT (0.0769614428281784 0.1251548938453198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538345026,19052740615,1,1,"(0.07281187176704407, 0.1305510550737381)","(0.08017347753047943, 0.12435176223516464)",1,1,2.5611114501953125,2.559783935546875,Fixation,POINT (0.0764926746487618 0.1274514086544514),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538353359,19052748948,1,1,"(0.07936796545982361, 0.12829391658306122)","(0.07653124630451202, 0.11784370243549347)",1,1,2.5726470947265625,2.5567779541015625,Fixation,POINT (0.0779496058821678 0.1230688095092773),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538361693,19052757282,1,1,"(0.07742325216531754, 0.12768685817718506)","(0.0824020728468895, 0.1173580214381218)",1,1,2.57623291015625,2.5406036376953125,Fixation,POINT (0.0799126625061035 0.1225224398076534),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538370026,19052765615,1,1,"(0.07844249904155731, 0.12185424566268921)","(0.0831017941236496, 0.11434576660394669)",1,1,2.585845947265625,2.573516845703125,Fixation,POINT (0.0807721465826034 0.118100006133318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538378359,19052773948,1,1,"(0.07571838051080704, 0.12252411246299744)","(0.07848689705133438, 0.12281913310289383)",1,1,2.579696655273437,2.583740234375,Fixation,POINT (0.0771026387810707 0.1226716227829456),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538386692,19052782281,1,1,"(0.07444391399621964, 0.13122133910655975)","(0.07292522490024567, 0.12651343643665314)",1,1,2.60235595703125,2.56805419921875,Fixation,POINT (0.0736845694482326 0.1288673877716064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538395026,19052790615,1,1,"(0.07386866211891174, 0.1255151778459549)","(0.07703356444835663, 0.11519836634397507)",1,1,2.582733154296875,2.567962646484375,Fixation,POINT (0.0754511132836342 0.120356772094965),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538403360,19052798949,1,1,"(0.0822940319776535, 0.1245223730802536)","(0.0781179815530777, 0.1270969957113266)",1,1,2.59747314453125,2.576156616210937,Fixation,POINT (0.0802060067653656 0.1258096843957901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538411692,19052807281,1,1,"(0.08492806553840637, 0.12772414088249207)","(0.07591395080089569, 0.11058318614959717)",1,1,2.5738983154296875,2.5728912353515625,Fixation,POINT (0.080421008169651 0.1191536635160446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538420026,19052815615,1,1,"(0.07450931519269943, 0.13040770590305328)","(0.07844744622707367, 0.12662909924983978)",1,1,2.5826416015625,2.568817138671875,Fixation,POINT (0.0764783807098866 0.1285184025764465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538428359,19052823948,1,1,"(0.08314782381057739, 0.1196865439414978)","(0.07427845895290375, 0.11638304591178894)",1,1,2.5835723876953125,2.578353881835937,Fixation,POINT (0.0787131413817406 0.1180347949266434),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538436693,19052832281,1,1,"(0.07888084650039673, 0.13453972339630127)","(0.07782935351133347, 0.12031874060630798)",1,1,2.5747833251953125,2.569610595703125,Fixation,POINT (0.0783551000058651 0.1274292320013046),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538445027,19052840615,1,1,"(0.07532859593629837, 0.13035762310028076)","(0.06876775622367859, 0.13264787197113037)",1,1,2.5919952392578125,2.5729522705078125,Fixation,POINT (0.0720481760799885 0.1315027475357056),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538453360,19052848948,1,1,"(0.08532984554767609, 0.1416672021150589)","(0.07040781527757645, 0.14528422057628632)",1,1,2.603424072265625,2.568588256835937,Fixation,POINT (0.0778688304126263 0.1434757113456726),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538570028,19052965616,1,1,"(0.06732407212257385, 0.14241550862789154)","(0.040745675563812256, 0.42507973313331604)",1,1,2.601837158203125,1.88824462890625,,POINT (0.0540348738431931 0.2837476208806038),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testGetClassification,33719607,1210538595026,19052990614,1,1,"(0.06866880506277084, 0.16745105385780334)","(0.07465967535972595, 0.18222999572753906)",1,1,2.5719757080078125,2.4549560546875,,POINT (0.0716642402112484 0.1748405247926712),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538603363,19052998951,1,1,"(0.072673499584198, 0.16863995790481567)","(0.0818910077214241, 0.1426641196012497)",1,1,2.56158447265625,2.569686889648437,Fixation,POINT (0.077282253652811 0.1556520387530327),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538611697,19053007285,1,1,"(0.0696328654885292, 0.16313400864601135)","(0.07784724980592728, 0.11911574006080627)",1,1,2.5863037109375,2.6368408203125,Fixation,POINT (0.0737400576472282 0.1411248743534088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538620032,19053015620,1,1,"(0.07185975462198257, 0.1541808843612671)","(0.08124090731143951, 0.12226732075214386)",1,1,2.585906982421875,2.6280517578125,Fixation,POINT (0.076550330966711 0.1382241025567055),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538628365,19053023953,1,1,"(0.0723922997713089, 0.1693240851163864)","(0.07456842064857483, 0.14227662980556488)",1,1,2.578948974609375,2.5986328125,Fixation,POINT (0.0734803602099419 0.1558003574609756),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538636699,19053032287,1,1,"(0.07258961349725723, 0.15609712898731232)","(0.07972971349954605, 0.14477181434631348)",1,1,2.580062866210937,2.573348999023437,Fixation,POINT (0.0761596634984016 0.1504344716668129),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538645032,19053040620,1,1,"(0.07504600286483765, 0.152554452419281)","(0.079749695956707, 0.1551179736852646)",1,1,2.59368896484375,2.554061889648437,Fixation,POINT (0.0773978494107723 0.1538362130522728),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538653363,19053048951,1,1,"(0.07271171361207962, 0.15681998431682587)","(0.08196771889925003, 0.15369285643100739)",1,1,2.59210205078125,2.5614776611328125,Fixation,POINT (0.0773397162556648 0.1552564203739166),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538661698,19053057286,1,1,"(0.0720474049448967, 0.15368932485580444)","(0.07762439548969269, 0.16310328245162964)",1,1,2.58685302734375,2.54278564453125,Fixation,POINT (0.0748359002172947 0.158396303653717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538670032,19053065620,1,1,"(0.07746917754411697, 0.1591300070285797)","(0.07741894572973251, 0.16488930583000183)",1,1,2.60040283203125,2.55035400390625,Fixation,POINT (0.0774440616369247 0.1620096564292908),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538678365,19053073953,1,1,"(0.07390400767326355, 0.15160542726516724)","(0.07934962958097458, 0.15682591497898102)",1,1,2.6185302734375,2.5393829345703125,Fixation,POINT (0.0766268186271191 0.1542156711220741),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538686696,19053082284,1,1,"(0.08068209886550903, 0.15006616711616516)","(0.07690602540969849, 0.16357581317424774)",1,1,2.6068115234375,2.5412750244140625,Fixation,POINT (0.0787940621376038 0.1568209901452064),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538695030,19053090618,1,1,"(0.07595119625329971, 0.14350169897079468)","(0.0822877511382103, 0.16631697118282318)",1,1,2.6243896484375,2.542221069335937,Fixation,POINT (0.079119473695755 0.1549093350768089),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538703363,19053098951,1,1,"(0.08258278667926788, 0.1478753685951233)","(0.0792030394077301, 0.17011474072933197)",1,1,2.626495361328125,2.559356689453125,Fixation,POINT (0.080892913043499 0.1589950546622276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538711696,19053107284,1,1,"(0.08371750265359879, 0.1501884162425995)","(0.07981889694929123, 0.1665002554655075)",1,1,2.6256103515625,2.555404663085937,Fixation,POINT (0.081768199801445 0.1583443358540535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538720029,19053115617,1,1,"(0.07849182188510895, 0.15673641860485077)","(0.08299550414085388, 0.16534842550754547)",1,1,2.632659912109375,2.554794311523437,Fixation,POINT (0.0807436630129814 0.1610424220561981),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538728364,19053123951,1,1,"(0.07792355865240097, 0.14757180213928223)","(0.07942192256450653, 0.1607789397239685)",1,1,2.6208648681640625,2.5528564453125,Fixation,POINT (0.0786727406084538 0.1541753709316254),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538736702,19053132289,1,1,"(0.07385510951280594, 0.15207991003990173)","(0.08262620866298676, 0.1635744273662567)",1,1,2.639556884765625,2.5620880126953125,Fixation,POINT (0.0782406590878964 0.1578271687030792),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538745036,19053140623,1,1,"(0.07336612045764923, 0.14845030009746552)","(0.07602392137050629, 0.1677504926919937)",1,1,2.621612548828125,2.5736846923828125,Fixation,POINT (0.0746950209140778 0.1581003963947296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538753369,19053148956,1,1,"(0.07197995483875275, 0.14653509855270386)","(0.07810500264167786, 0.16130712628364563)",1,1,2.630157470703125,2.574951171875,Fixation,POINT (0.0750424787402153 0.1539211124181747),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538761703,19053157290,1,1,"(0.07510098814964294, 0.1428714543581009)","(0.0784015879034996, 0.15665975213050842)",1,1,2.618499755859375,2.579986572265625,Fixation,POINT (0.0767512880265713 0.1497656032443047),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538770036,19053165623,1,1,"(0.07589346915483475, 0.1502166986465454)","(0.0782390907406807, 0.15823639929294586)",1,1,2.620758056640625,2.572479248046875,Fixation,POINT (0.0770662799477577 0.1542265489697456),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538778369,19053173956,1,1,"(0.07737144082784653, 0.14700154960155487)","(0.07746473699808121, 0.1477811187505722)",1,1,2.631072998046875,2.5850982666015625,Fixation,POINT (0.0774180889129639 0.1473913341760635),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538786703,19053182290,1,1,"(0.08210138231515884, 0.1474563032388687)","(0.08468605577945709, 0.15297886729240417)",1,1,2.6293487548828125,2.59796142578125,Fixation,POINT (0.083393719047308 0.1502175852656364),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538803369,19053198956,1,1,"(0.13959664106369019, 0.14079688489437103)","(0.1410306990146637, 0.14224492013454437)",1,1,2.65618896484375,2.605575561523437,Fixation,POINT (0.1403136700391769 0.1415209025144577),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538811703,19053207290,1,1,"(0.1437940001487732, 0.13888415694236755)","(0.14771553874015808, 0.14437314867973328)",1,1,2.6551055908203125,2.600921630859375,Fixation,POINT (0.1457547694444656 0.1416286528110504),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538820035,19053215622,1,1,"(0.14250734448432922, 0.14229919016361237)","(0.13607318699359894, 0.13460798561573029)",1,1,2.651107788085937,2.600677490234375,Fixation,POINT (0.1392902657389641 0.1384535878896713),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538828369,19053223956,1,1,"(0.14617684483528137, 0.14244435727596283)","(0.14548170566558838, 0.14075914025306702)",1,1,2.651702880859375,2.600448608398437,Fixation,POINT (0.1458292752504349 0.1416017487645149),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538836703,19053232290,1,1,"(0.14278683066368103, 0.14214874804019928)","(0.1390741914510727, 0.14355018734931946)",1,1,2.672027587890625,2.6085968017578125,Fixation,POINT (0.1409305110573769 0.1428494676947594),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538845036,19053240623,1,1,"(0.1433003693819046, 0.1403152346611023)","(0.1453002691268921, 0.14198575913906097)",1,1,2.6740875244140625,2.595947265625,Fixation,POINT (0.1443003192543984 0.1411504969000816),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538853369,19053248956,1,1,"(0.14453238248825073, 0.1437222808599472)","(0.1433955430984497, 0.13829852640628815)",1,1,2.6662750244140625,2.62030029296875,Fixation,POINT (0.1439639627933502 0.1410104036331177),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538861703,19053257290,1,1,"(0.1426427960395813, 0.14147402346134186)","(0.14603741466999054, 0.1425054520368576)",1,1,2.656524658203125,2.622802734375,Fixation,POINT (0.1443401053547859 0.1419897377490997),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538870043,19053265630,1,1,"(0.14652086794376373, 0.14395634829998016)","(0.1430472582578659, 0.14053115248680115)",1,1,2.65283203125,2.6107940673828125,Fixation,POINT (0.1447840631008148 0.1422437503933907),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538878376,19053273963,1,1,"(0.14819099009037018, 0.14774391055107117)","(0.14428433775901794, 0.1396341472864151)",1,1,2.670394897460937,2.6256561279296875,Fixation,POINT (0.1462376639246941 0.1436890289187431),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538886709,19053282296,1,1,"(0.1495543122291565, 0.14752519130706787)","(0.14298509061336517, 0.14433912932872772)",1,1,2.6755523681640625,2.625335693359375,Fixation,POINT (0.1462697014212608 0.1459321603178978),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538895043,19053290630,1,1,"(0.148329496383667, 0.14313197135925293)","(0.1432911902666092, 0.14019957184791565)",1,1,2.6707000732421875,2.630035400390625,Fixation,POINT (0.1458103433251381 0.1416657716035843),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538903376,19053298963,1,1,"(0.14974305033683777, 0.14522816240787506)","(0.14231742918491364, 0.1368509978055954)",1,1,2.6786346435546875,2.64154052734375,Fixation,POINT (0.1460302397608757 0.1410395801067352),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538911709,19053307296,1,1,"(0.14376546442508698, 0.14498302340507507)","(0.14190220832824707, 0.136002317070961)",1,1,2.68109130859375,2.638885498046875,Fixation,POINT (0.142833836376667 0.140492670238018),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538920043,19053315630,1,1,"(0.14641740918159485, 0.14116476476192474)","(0.1426490992307663, 0.13863696157932281)",1,1,2.688262939453125,2.635360717773437,Fixation,POINT (0.1445332542061806 0.1399008631706238),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538928376,19053323963,1,1,"(0.1435437947511673, 0.1410522311925888)","(0.14192211627960205, 0.14730271697044373)",1,1,2.6893463134765625,2.6476593017578125,Fixation,POINT (0.1427329555153847 0.1441774740815163),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538936709,19053332296,1,1,"(0.14720958471298218, 0.14899006485939026)","(0.14292000234127045, 0.140412837266922)",1,1,2.699920654296875,2.6361541748046875,Fixation,POINT (0.1450647935271263 0.1447014510631561),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538945043,19053340630,1,1,"(0.14440900087356567, 0.14546513557434082)","(0.1426074206829071, 0.14310626685619354)",1,1,2.694671630859375,2.651702880859375,Fixation,POINT (0.1435082107782364 0.1442857012152672),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538953376,19053348963,1,1,"(0.14799244701862335, 0.13753893971443176)","(0.14302486181259155, 0.13804586231708527)",1,1,2.7025299072265625,2.6381988525390625,Fixation,POINT (0.1455086544156074 0.1377924010157585),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538961709,19053357296,1,1,"(0.1453290432691574, 0.14496523141860962)","(0.14156222343444824, 0.13763098418712616)",1,1,2.695785522460937,2.6514129638671875,Fixation,POINT (0.1434456333518028 0.1412981078028679),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538970042,19053365629,1,1,"(0.14609846472740173, 0.14062947034835815)","(0.14218349754810333, 0.1382037103176117)",1,1,2.707504272460937,2.6491241455078125,Fixation,POINT (0.1441409811377525 0.1394165903329849),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538978376,19053373963,1,1,"(0.14269599318504333, 0.14164535701274872)","(0.13802357017993927, 0.14450131356716156)",1,1,2.717681884765625,2.652450561523437,Fixation,POINT (0.1403597816824913 0.1430733352899551),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538986709,19053382296,1,1,"(0.1459847092628479, 0.1431518942117691)","(0.13739250600337982, 0.14473389089107513)",1,1,2.7018280029296875,2.6580352783203125,Fixation,POINT (0.1416886076331139 0.1439428925514221),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210538995043,19053390630,1,1,"(0.1412535011768341, 0.14075520634651184)","(0.14203085005283356, 0.14229059219360352)",1,1,2.70416259765625,2.652984619140625,Fixation,POINT (0.1416421756148338 0.1415228992700577),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539003380,19053398967,1,1,"(0.14652955532073975, 0.14145374298095703)","(0.1376584768295288, 0.14499838650226593)",1,1,2.705596923828125,2.650909423828125,Fixation,POINT (0.1420940160751343 0.1432260647416115),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539011713,19053407300,1,1,"(0.1415136754512787, 0.1431291550397873)","(0.1454898566007614, 0.1480286866426468)",1,1,2.7053985595703125,2.6545867919921875,Fixation,POINT (0.14350176602602 0.145578920841217),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539028381,19053423967,1,1,"(0.18268662691116333, 0.14497286081314087)","(0.18835312128067017, 0.14671769738197327)",1,1,2.7388916015625,2.654891967773437,Fixation,POINT (0.1855198740959168 0.1458452790975571),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539036714,19053432300,1,1,"(0.1713634431362152, 0.1430874615907669)","(0.16993987560272217, 0.14182884991168976)",1,1,2.7367095947265625,2.667221069335937,Fixation,POINT (0.1706516593694687 0.1424581557512283),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539045047,19053440633,1,1,"(0.17863298952579498, 0.13846838474273682)","(0.17626799643039703, 0.13799408078193665)",1,1,2.719390869140625,2.6512603759765625,Fixation,POINT (0.177450492978096 0.1382312327623367),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539053381,19053448967,1,1,"(0.18066023290157318, 0.14827163517475128)","(0.1754964143037796, 0.13986681401729584)",1,1,2.7127838134765625,2.640167236328125,Fixation,POINT (0.1780783236026764 0.1440692245960236),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539061713,19053457299,1,1,"(0.18185198307037354, 0.13969705998897552)","(0.17575329542160034, 0.14168444275856018)",1,1,2.7010498046875,2.6466217041015625,Fixation,POINT (0.1788026392459869 0.1406907513737678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539070045,19053465631,1,1,"(0.17813347280025482, 0.14476196467876434)","(0.17606189846992493, 0.13844142854213715)",1,1,2.687530517578125,2.634979248046875,Fixation,POINT (0.1770976856350899 0.1416016966104507),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539078379,19053473965,1,1,"(0.1792163848876953, 0.14149412512779236)","(0.17557363212108612, 0.13978414237499237)",1,1,2.692962646484375,2.64007568359375,Fixation,POINT (0.1773950085043907 0.1406391337513924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539086713,19053482299,1,1,"(0.17786458134651184, 0.14216580986976624)","(0.17413322627544403, 0.14460361003875732)",1,1,2.6907958984375,2.6425933837890625,Fixation,POINT (0.1759989038109779 0.1433847099542618),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539095046,19053490632,1,1,"(0.18022799491882324, 0.14193549752235413)","(0.17806430160999298, 0.14424297213554382)",1,1,2.6816864013671875,2.62969970703125,Fixation,POINT (0.1791461482644081 0.143089234828949),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539103379,19053498965,1,1,"(0.17634378373622894, 0.1423279196023941)","(0.17463891208171844, 0.13992439210414886)",1,1,2.68865966796875,2.626449584960937,Fixation,POINT (0.1754913479089737 0.1411261558532715),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539111712,19053507298,1,1,"(0.17901059985160828, 0.14651928842067719)","(0.17659324407577515, 0.14161062240600586)",1,1,2.69207763671875,2.615875244140625,Fixation,POINT (0.1778019219636917 0.1440649554133415),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539120046,19053515632,1,1,"(0.18083901703357697, 0.14166878163814545)","(0.17323791980743408, 0.14268600940704346)",1,1,2.6831817626953125,2.6233062744140625,Fixation,POINT (0.1770384684205055 0.1421773955225944),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539128383,19053523969,1,1,"(0.17653939127922058, 0.14386478066444397)","(0.17700640857219696, 0.14506898820400238)",1,1,2.665679931640625,2.62152099609375,Fixation,POINT (0.1767728999257088 0.1444668844342232),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539136716,19053532302,1,1,"(0.17600804567337036, 0.13660477101802826)","(0.1744854748249054, 0.14521242678165436)",1,1,2.6627349853515625,2.6179351806640625,Fixation,POINT (0.1752467602491379 0.1409085988998413),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539145049,19053540635,1,1,"(0.17728416621685028, 0.13663452863693237)","(0.17538349330425262, 0.14197610318660736)",1,1,2.66497802734375,2.612060546875,Fixation,POINT (0.1763338297605514 0.1393053159117699),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539153383,19053548969,1,1,"(0.17801138758659363, 0.1346600502729416)","(0.17506982386112213, 0.13867314159870148)",1,1,2.636566162109375,2.595321655273437,Fixation,POINT (0.1765406057238579 0.1366665959358215),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539161719,19053557305,1,1,"(0.17807430028915405, 0.13769635558128357)","(0.1745525449514389, 0.14310291409492493)",1,1,2.634368896484375,2.614044189453125,Fixation,POINT (0.1763134226202965 0.1403996348381042),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetClassification,33719607,1210539170051,19053565637,1,1,"(0.17934882640838623, 0.1345394402742386)","(0.17572422325611115, 0.1379939466714859)",1,1,2.6470947265625,2.587615966796875,Fixation,POINT (0.1775365248322487 0.1362666934728622),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
