,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,protected.0,void.0,createNewServerProcess.0,Socket.0,socket.0,logger.0,info.0,"""Received connection on port "".100",+.0,getPort.0,+.1,""" from ["".101",+.2,socket.1,getInetAddress.0,+.3,""":"".0",+.4,socket.2,getPort.1,+.5,"""]."".0",Thread.0,t.0,=.0,new.0,Thread.1,getNewServerProcess.0,socket.3,t.1,start.0,getServerProcesses.0,add.0,t.2,new.1,Thread.2,new.2,Monitor.0,t.3,)).0,start.1,prewritten,accurate,missing,unnecessary,readable,code
0,136,createNewServerProcess,3457090,1210098294770,18612691979,1,1,"(0.3148260712623596, 0.1671914905309677)","(0.31611883640289307, 0.15001247823238373)",1,1,2.663818359375,2.6111297607421875,Fixation,POINT (0.3154724538326263 0.1586019843816757),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098303103,18612700312,1,1,"(0.31439581513404846, 0.16189506649971008)","(0.3148394525051117, 0.1728510707616806)",1,1,2.67523193359375,2.585723876953125,Fixation,POINT (0.3146176338195801 0.1673730686306953),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098311437,18612708646,1,1,"(0.314622163772583, 0.15259955823421478)","(0.3143502175807953, 0.1707027554512024)",1,1,2.6723785400390625,2.5765838623046875,Fixation,POINT (0.3144861906766892 0.1616511568427086),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098319774,18612716983,1,1,"(0.314649760723114, 0.1505311280488968)","(0.3134455382823944, 0.1717626452445984)",1,1,2.6807098388671875,2.5888671875,Fixation,POINT (0.3140476495027542 0.1611468866467476),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098328108,18612725317,1,1,"(0.31486421823501587, 0.15225082635879517)","(0.3128841817378998, 0.17034722864627838)",1,1,2.68212890625,2.577667236328125,Fixation,POINT (0.3138741999864578 0.1612990275025368),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098336443,18612733651,1,1,"(0.31456246972084045, 0.15340588986873627)","(0.3127072751522064, 0.17953546345233917)",1,1,2.686920166015625,2.5760955810546875,Fixation,POINT (0.3136348724365234 0.1664706766605377),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098344775,18612741983,1,1,"(0.3164674639701843, 0.15587320923805237)","(0.31412601470947266, 0.17378966510295868)",1,1,2.6864013671875,2.5898590087890625,Fixation,POINT (0.3152967393398285 0.1648314371705055),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098353109,18612750317,1,1,"(0.31687554717063904, 0.15522810816764832)","(0.3135177493095398, 0.17266440391540527)",1,1,2.6974334716796875,2.5882110595703125,Fixation,POINT (0.3151966482400894 0.1639462560415268),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098361443,18612758651,1,1,"(0.3174113929271698, 0.1520928144454956)","(0.31062474846839905, 0.17546185851097107)",1,1,2.6828765869140625,2.58795166015625,Fixation,POINT (0.3140180706977844 0.1637773364782333),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098369775,18612766983,1,1,"(0.3175338804721832, 0.1527012437582016)","(0.3099408745765686, 0.17202094197273254)",1,1,2.6964263916015625,2.5969696044921875,Fixation,POINT (0.3137373775243759 0.1623610928654671),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098378109,18612775317,1,1,"(0.3160127103328705, 0.15664853155612946)","(0.3087140619754791, 0.17301876842975616)",1,1,2.68426513671875,2.600830078125,Fixation,POINT (0.3123633861541748 0.1648336499929428),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098386443,18612783651,1,1,"(0.315891832113266, 0.15394610166549683)","(0.3091142773628235, 0.17548441886901855)",1,1,2.692291259765625,2.60845947265625,Fixation,POINT (0.3125030547380447 0.1647152602672577),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098394775,18612791983,1,1,"(0.3123261332511902, 0.15759436786174774)","(0.31362029910087585, 0.1681053787469864)",1,1,2.700469970703125,2.618011474609375,Fixation,POINT (0.312973216176033 0.1628498733043671),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098403109,18612800317,1,1,"(0.3127034604549408, 0.15520067512989044)","(0.31323328614234924, 0.16361179947853088)",1,1,2.694610595703125,2.622177124023437,Fixation,POINT (0.312968373298645 0.1594062373042107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098411443,18612808651,1,1,"(0.31636279821395874, 0.1576797366142273)","(0.3119843006134033, 0.16518469154834747)",1,1,2.700164794921875,2.61322021484375,Fixation,POINT (0.314173549413681 0.1614322140812874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098419776,18612816984,1,1,"(0.32060307264328003, 0.15814441442489624)","(0.3139605224132538, 0.16650208830833435)",1,1,2.6958160400390625,2.628768920898437,Fixation,POINT (0.3172817975282669 0.1623232513666153),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098428109,18612825317,1,1,"(0.3200729787349701, 0.15659093856811523)","(0.31073740124702454, 0.1628846824169159)",1,1,2.694549560546875,2.625244140625,Fixation,POINT (0.3154051899909973 0.1597378104925156),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098469779,18612866987,1,1,"(0.4325169026851654, 0.17146442830562592)","(0.4390313923358917, 0.18630404770374298)",1,1,2.694320678710937,2.6162567138671875,Fixation,POINT (0.4357741475105286 0.1788842380046844),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098478105,18612875313,1,1,"(0.4390513598918915, 0.1699785739183426)","(0.43653398752212524, 0.18623223900794983)",1,1,2.698638916015625,2.62237548828125,Fixation,POINT (0.4377926737070084 0.1781054064631462),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098486446,18612883654,1,1,"(0.44086185097694397, 0.1727515608072281)","(0.44111546874046326, 0.18318909406661987)",1,1,2.6951446533203125,2.616195678710937,Fixation,POINT (0.4409886598587036 0.177970327436924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098494780,18612891988,1,1,"(0.4402461051940918, 0.1696883887052536)","(0.4418947994709015, 0.1817110776901245)",1,1,2.6852569580078125,2.631210327148437,Fixation,POINT (0.4410704523324966 0.1756997331976891),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098503113,18612900321,1,1,"(0.4391118884086609, 0.16701658070087433)","(0.4416384696960449, 0.180106982588768)",1,1,2.68182373046875,2.6121826171875,Fixation,POINT (0.4403751790523529 0.1735617816448212),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098511438,18612908646,1,1,"(0.44016173481941223, 0.17253121733665466)","(0.4354299008846283, 0.18088480830192566)",1,1,2.6819000244140625,2.621002197265625,Fixation,POINT (0.4377958178520203 0.1767080128192902),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098519771,18612916979,1,1,"(0.43977662920951843, 0.1703152060508728)","(0.43862393498420715, 0.1832345873117447)",1,1,2.68670654296875,2.6164093017578125,Fixation,POINT (0.4392002820968628 0.1767748966813088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098528105,18612925313,1,1,"(0.438739150762558, 0.16937954723834991)","(0.44058436155319214, 0.18059863150119781)",1,1,2.6841583251953125,2.632415771484375,Fixation,POINT (0.4396617561578751 0.1749890893697739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098536438,18612933646,1,1,"(0.4378615617752075, 0.16883797943592072)","(0.43802610039711, 0.17525051534175873)",1,1,2.6927490234375,2.6336669921875,Fixation,POINT (0.4379438310861588 0.1720442473888397),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098544771,18612941979,1,1,"(0.4399556815624237, 0.1663793921470642)","(0.43330520391464233, 0.17277616262435913)",1,1,2.6911773681640625,2.633941650390625,Fixation,POINT (0.436630442738533 0.1695777773857117),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098553104,18612950312,1,1,"(0.43909481167793274, 0.16781096160411835)","(0.43817466497421265, 0.1778554469347)",1,1,2.702743530273437,2.645751953125,Fixation,POINT (0.4386347383260727 0.1728332042694092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098561438,18612958646,1,1,"(0.43939971923828125, 0.16769614815711975)","(0.43900883197784424, 0.1819199025630951)",1,1,2.691802978515625,2.6357879638671875,Fixation,POINT (0.4392042756080627 0.1748080253601074),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098569771,18612966979,1,1,"(0.4378716051578522, 0.17144812643527985)","(0.4374653697013855, 0.178121417760849)",1,1,2.6982574462890625,2.6378173828125,Fixation,POINT (0.4376684874296188 0.1747847720980644),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098578109,18612975317,1,1,"(0.43690580129623413, 0.1699587106704712)","(0.4358685314655304, 0.17903932929039001)",1,1,2.6995849609375,2.6369781494140625,Fixation,POINT (0.4363871663808823 0.1744990199804306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098586442,18612983650,1,1,"(0.4379194378852844, 0.16868285834789276)","(0.4378109276294708, 0.17671723663806915)",1,1,2.7042999267578125,2.6422882080078125,Fixation,POINT (0.4378651827573776 0.172700047492981),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098594775,18612991983,1,1,"(0.44021111726760864, 0.17401190102100372)","(0.43795526027679443, 0.17953675985336304)",1,1,2.707061767578125,2.64569091796875,Fixation,POINT (0.4390831887722015 0.1767743304371834),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098603108,18613000316,1,1,"(0.4387431740760803, 0.16791144013404846)","(0.4358160197734833, 0.172088623046875)",1,1,2.707916259765625,2.64056396484375,Fixation,POINT (0.4372795969247818 0.1700000315904617),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098611443,18613008650,1,1,"(0.43953970074653625, 0.1752217561006546)","(0.4326499104499817, 0.16991499066352844)",1,1,2.7125244140625,2.622222900390625,Fixation,POINT (0.436094805598259 0.1725683733820915),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098619776,18613016983,1,1,"(0.4370189309120178, 0.17104488611221313)","(0.4375337064266205, 0.17247143387794495)",1,1,2.7086181640625,2.654525756835937,Fixation,POINT (0.4372763186693192 0.171758159995079),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098628109,18613025316,1,1,"(0.43806666135787964, 0.16761542856693268)","(0.43769994378089905, 0.17814889550209045)",1,1,2.713836669921875,2.641830444335937,Fixation,POINT (0.4378833025693893 0.1728821620345116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098636442,18613033649,1,1,"(0.4403006434440613, 0.17275355756282806)","(0.4339652955532074, 0.17743635177612305)",1,1,2.706283569335937,2.651641845703125,Fixation,POINT (0.4371329694986343 0.1750949546694756),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098644776,18613041983,1,1,"(0.438270628452301, 0.17270135879516602)","(0.4337657392024994, 0.1763131469488144)",1,1,2.715545654296875,2.638778686523437,Fixation,POINT (0.4360181838274002 0.1745072528719902),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098653109,18613050316,1,1,"(0.44004571437835693, 0.16781842708587646)","(0.43450790643692017, 0.17472612857818604)",1,1,2.705291748046875,2.6505889892578125,Fixation,POINT (0.4372768104076386 0.1712722778320312),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098661443,18613058650,1,1,"(0.4385042190551758, 0.16800539195537567)","(0.4374990463256836, 0.17696253955364227)",1,1,2.7108612060546875,2.6491851806640625,Fixation,POINT (0.4380016326904297 0.172483965754509),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098669776,18613066983,1,1,"(0.43895524740219116, 0.16395755112171173)","(0.43614599108695984, 0.17567813396453857)",1,1,2.702117919921875,2.645248413085937,Fixation,POINT (0.4375506192445755 0.1698178425431252),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098678110,18613075317,1,1,"(0.4414807856082916, 0.17347872257232666)","(0.4351438283920288, 0.17507615685462952)",1,1,2.703857421875,2.6456451416015625,Fixation,POINT (0.4383123070001602 0.1742774397134781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098686442,18613083649,1,1,"(0.44018059968948364, 0.17123058438301086)","(0.43143805861473083, 0.1764737367630005)",1,1,2.7034912109375,2.6305694580078125,Fixation,POINT (0.4358093291521072 0.1738521605730057),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098694776,18613091983,1,1,"(0.44077008962631226, 0.17351141571998596)","(0.4343695640563965, 0.1759001761674881)",1,1,2.693115234375,2.638900756835937,Fixation,POINT (0.4375698268413544 0.174705795943737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098703109,18613100316,1,1,"(0.43596574664115906, 0.1683661788702011)","(0.4370969533920288, 0.17983315885066986)",1,1,2.695343017578125,2.6531982421875,Fixation,POINT (0.4365313500165939 0.1740996688604355),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098711446,18613108653,1,1,"(0.4370407164096832, 0.16644850373268127)","(0.4381994605064392, 0.1776345670223236)",1,1,2.6840057373046875,2.6363525390625,Fixation,POINT (0.4376200884580612 0.1720415353775024),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098719780,18613116987,1,1,"(0.4391653835773468, 0.16755695641040802)","(0.4341506361961365, 0.1752491593360901)",1,1,2.70233154296875,2.6365203857421875,Fixation,POINT (0.4366580098867416 0.171403057873249),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098728114,18613125321,1,1,"(0.44070422649383545, 0.1753450483083725)","(0.4322624206542969, 0.17766371369361877)",1,1,2.7042694091796875,2.6364288330078125,Fixation,POINT (0.4364833235740662 0.1765043810009956),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098736446,18613133653,1,1,"(0.4386378228664398, 0.1746911257505417)","(0.43314430117607117, 0.17302143573760986)",1,1,2.696533203125,2.6454010009765625,Fixation,POINT (0.4358910620212555 0.1738562807440758),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098744780,18613141987,1,1,"(0.43781861662864685, 0.17048922181129456)","(0.43551990389823914, 0.1753167361021042)",1,1,2.699081420898437,2.64361572265625,Fixation,POINT (0.436669260263443 0.1729029789566994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098753114,18613150321,1,1,"(0.43868574500083923, 0.17448270320892334)","(0.43534281849861145, 0.1747579723596573)",1,1,2.6943359375,2.6455535888671875,Fixation,POINT (0.4370142817497253 0.1746203377842903),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098761447,18613158654,1,1,"(0.4366043210029602, 0.16967324912548065)","(0.43507468700408936, 0.1804044097661972)",1,1,2.67974853515625,2.6515350341796875,Fixation,POINT (0.4358395040035248 0.1750388294458389),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098769780,18613166987,1,1,"(0.4375189244747162, 0.16577324271202087)","(0.43836766481399536, 0.1800677329301834)",1,1,2.6736297607421875,2.6480255126953125,Fixation,POINT (0.4379432946443558 0.1729204878211021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098778114,18613175321,1,1,"(0.43859371542930603, 0.16651426255702972)","(0.4350220561027527, 0.17913609743118286)",1,1,2.6890869140625,2.6458740234375,Fixation,POINT (0.4368078857660294 0.1728251799941063),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098786446,18613183653,1,1,"(0.4407206177711487, 0.1687745749950409)","(0.43442755937576294, 0.17888398468494415)",1,1,2.671478271484375,2.631622314453125,Fixation,POINT (0.4375740885734558 0.1738292798399925),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098794780,18613191987,1,1,"(0.4433104991912842, 0.17727988958358765)","(0.4333675801753998, 0.17483468353748322)",1,1,2.679656982421875,2.6322174072265625,Fixation,POINT (0.438339039683342 0.1760572865605354),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098803113,18613200320,1,1,"(0.4421198070049286, 0.16869622468948364)","(0.4337758421897888, 0.1822918802499771)",1,1,2.6869659423828125,2.6368865966796875,Fixation,POINT (0.4379478245973587 0.1754940524697304),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098811447,18613208654,1,1,"(0.4418727159500122, 0.1716351956129074)","(0.4345889687538147, 0.1819656640291214)",1,1,2.6833648681640625,2.647125244140625,Fixation,POINT (0.4382308423519134 0.1768004298210144),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098819780,18613216987,1,1,"(0.4376703202724457, 0.17243117094039917)","(0.43387895822525024, 0.17854399979114532)",1,1,2.690155029296875,2.647735595703125,Fixation,POINT (0.435774639248848 0.1754875853657722),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098828114,18613225321,1,1,"(0.4394567310810089, 0.16820992529392242)","(0.43376609683036804, 0.17651574313640594)",1,1,2.6771697998046875,2.6510162353515625,Fixation,POINT (0.4366114139556885 0.1723628342151642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098836447,18613233654,1,1,"(0.4403611421585083, 0.1735873967409134)","(0.43440449237823486, 0.1780221313238144)",1,1,2.6844024658203125,2.63995361328125,Fixation,POINT (0.4373828172683716 0.1758047640323639),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098844787,18613241994,1,1,"(0.43778836727142334, 0.17234477400779724)","(0.4325321614742279, 0.17464931309223175)",1,1,2.69024658203125,2.62353515625,Fixation,POINT (0.4351602643728256 0.1734970435500145),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098853120,18613250327,1,1,"(0.4405512511730194, 0.16908538341522217)","(0.43201619386672974, 0.17430105805397034)",1,1,2.6974029541015625,2.611663818359375,Fixation,POINT (0.4362837225198746 0.1716932207345962),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098861454,18613258661,1,1,"(0.4385102689266205, 0.16922223567962646)","(0.43368205428123474, 0.1707155555486679)",1,1,2.7024078369140625,2.632919311523437,Fixation,POINT (0.4360961616039276 0.1699688956141472),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098869787,18613266994,1,1,"(0.43708929419517517, 0.16481555998325348)","(0.4355907738208771, 0.17219579219818115)",1,1,2.690460205078125,2.6372528076171875,Fixation,POINT (0.4363400340080261 0.1685056760907173),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098878120,18613275327,1,1,"(0.4407373070716858, 0.1723046898841858)","(0.43275943398475647, 0.17725148797035217)",1,1,2.6823272705078125,2.625106811523437,Fixation,POINT (0.4367483705282211 0.174778088927269),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098886454,18613283660,1,1,"(0.43677452206611633, 0.16773609817028046)","(0.4313489496707916, 0.17636500298976898)",1,1,2.6866607666015625,2.6480255126953125,Fixation,POINT (0.434061735868454 0.1720505505800247),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098894788,18613291994,1,1,"(0.4423843324184418, 0.17124371230602264)","(0.4364749789237976, 0.17521801590919495)",1,1,2.6849517822265625,2.622955322265625,Fixation,POINT (0.4394296556711197 0.1732308641076088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098903121,18613300327,1,1,"(0.44036242365837097, 0.17242413759231567)","(0.4317421317100525, 0.17655816674232483)",1,1,2.699432373046875,2.652801513671875,Fixation,POINT (0.4360522776842117 0.1744911521673202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098911456,18613308662,1,1,"(0.4401790201663971, 0.16692329943180084)","(0.43229904770851135, 0.17656904458999634)",1,1,2.674102783203125,2.6467742919921875,Fixation,POINT (0.4362390339374542 0.1717461720108986),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098919789,18613316995,1,1,"(0.44094306230545044, 0.171406552195549)","(0.4331018626689911, 0.17449337244033813)",1,1,2.697174072265625,2.6427764892578125,Fixation,POINT (0.4370224624872208 0.1729499623179436),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098978125,18613375331,1,1,"(0.12207137048244476, 0.19367164373397827)","(0.12670321762561798, 0.20400454103946686)",1,1,2.67205810546875,2.689849853515625,Fixation,POINT (0.1243872940540314 0.1988380923867226),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098986458,18613383664,1,1,"(0.11995220184326172, 0.19803959131240845)","(0.12037478387355804, 0.20387260615825653)",1,1,2.685394287109375,2.6881866455078125,Fixation,POINT (0.1201634928584099 0.2009560987353325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210098994792,18613391998,1,1,"(0.11773456633090973, 0.19940094649791718)","(0.1271209418773651, 0.2077655792236328)",1,1,2.684326171875,2.6875152587890625,Fixation,POINT (0.1224277541041374 0.203583262860775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210099003125,18613400331,1,1,"(0.12246561050415039, 0.20277436077594757)","(0.1253606081008911, 0.20831093192100525)",1,1,2.701889038085937,2.678375244140625,Fixation,POINT (0.1239131093025208 0.2055426463484764),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210099011458,18613408664,1,1,"(0.1245938315987587, 0.19995611906051636)","(0.12597134709358215, 0.20494328439235687)",1,1,2.6848907470703125,2.667388916015625,Fixation,POINT (0.1252825893461704 0.2024497017264366),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210099019792,18613416998,1,1,"(0.12236479669809341, 0.20588785409927368)","(0.12098325788974762, 0.20108693838119507)",1,1,2.67706298828125,2.664520263671875,Fixation,POINT (0.1216740272939205 0.2034873962402344),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210099028125,18613425331,1,1,"(0.122112937271595, 0.19463635981082916)","(0.11926798522472382, 0.21012669801712036)",1,1,2.662994384765625,2.6930694580078125,Fixation,POINT (0.1206904612481594 0.2023815289139748),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,createNewServerProcess,3457090,1210099036458,18613433664,1,1,"(0.12445943802595139, 0.2028069943189621)","(0.12021613866090775, 0.20105524361133575)",1,1,2.6688232421875,2.688720703125,Fixation,POINT (0.1223377883434296 0.2019311189651489),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
