,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,private.0,List.0,getStatusFlagFields.0,List.1,list.0,=.0,new.0,ArrayList.0,String.0,statusFlagPath.0,=.1,"""/collectionConfigRecord/statusFlags/statusFlag/status"".0",for.0,Iterator.0,i.0,=.2,im.0,getInputFields.0,iterator.0,i.1,hasNext.0,InputField.0,field.0,=.3,InputField.1,i.2,next.0,// prtln ( field toString() );.200,if.0,field.1,getNormalizedXPath.0,startsWith.0,statusFlagPath.1,list.1,add.0,field.2,return.0,list.2,prewritten,accurate,missing,unnecessary,readable,code
0,136,getStatusFlagFields,22622479,1210050701282,18565098656,1,1,"(0.6858522295951843, 0.6090922951698303)","(0.7049855589866638, 0.6120175719261169)",1,1,2.7657928466796875,2.5545806884765625,Fixation,POINT (0.6954188942909241 0.6105549335479736),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050709615,18565106989,1,1,"(0.6927811503410339, 0.5925689935684204)","(0.7068554162979126, 0.6201939582824707)",1,1,2.715179443359375,2.55975341796875,Fixation,POINT (0.6998182833194733 0.6063814759254456),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050717949,18565115323,1,1,"(0.6951970458030701, 0.5993905067443848)","(0.7041698694229126, 0.6207454800605774)",1,1,2.7411651611328125,2.5553741455078125,Fixation,POINT (0.6996834576129913 0.6100679934024811),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210050726282,18565123656,1,1,"(0.6933318972587585, 0.5992557406425476)","(0.7065494060516357, 0.620090901851654)",1,1,2.723373413085937,2.5747528076171875,Fixation,POINT (0.6999406516551971 0.6096733212471008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210050734618,18565131992,1,1,"(0.6913240551948547, 0.6024141907691956)","(0.7055554389953613, 0.6105811595916748)",1,1,2.73431396484375,2.54327392578125,Fixation,POINT (0.698439747095108 0.6064976751804352),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050742952,18565140326,1,1,"(0.6929885149002075, 0.6040616035461426)","(0.7065674662590027, 0.6028763055801392)",1,1,2.7269287109375,2.5269012451171875,Fixation,POINT (0.6997779905796051 0.6034689545631409),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050751285,18565148659,1,1,"(0.6912975907325745, 0.5988358855247498)","(0.7052607536315918, 0.6114652752876282)",1,1,2.7110595703125,2.5405426025390625,Fixation,POINT (0.6982791721820831 0.605150580406189),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050759618,18565156992,1,1,"(0.6903908848762512, 0.6078773140907288)","(0.7124739289283752, 0.614490270614624)",1,1,2.7313385009765625,2.53839111328125,Fixation,POINT (0.7014324069023132 0.6111837923526764),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210050767951,18565165325,1,1,"(0.6889707446098328, 0.5893376469612122)","(0.705788791179657, 0.6082943677902222)",1,1,2.690643310546875,2.543975830078125,Fixation,POINT (0.6973797678947449 0.5988160073757172),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050776285,18565173659,1,1,"(0.6890931129455566, 0.6039463877677917)","(0.7089375853538513, 0.6129897236824036)",1,1,2.71075439453125,2.545684814453125,Fixation,POINT (0.699015349149704 0.6084680557250977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050784618,18565181992,1,1,"(0.6902617812156677, 0.595947265625)","(0.7051972150802612, 0.6145232319831848)",1,1,2.703643798828125,2.540435791015625,Fixation,POINT (0.6977294981479645 0.6052352488040924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050792951,18565190325,1,1,"(0.6897810101509094, 0.5987913012504578)","(0.7097653746604919, 0.604447066783905)",1,1,2.7216339111328125,2.521835327148437,Fixation,POINT (0.6997731924057007 0.6016191840171814),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050801285,18565198659,1,1,"(0.6878153085708618, 0.5969644784927368)","(0.7073054909706116, 0.6041460633277893)",1,1,2.691253662109375,2.52203369140625,Fixation,POINT (0.6975603997707367 0.6005552709102631),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050809618,18565206992,1,1,"(0.6891253590583801, 0.6052576899528503)","(0.7100232839584351, 0.6049119234085083)",1,1,2.705474853515625,2.5140533447265625,Fixation,POINT (0.6995743215084076 0.6050848066806793),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050817951,18565215325,1,1,"(0.6891865134239197, 0.6011033058166504)","(0.7102221250534058, 0.6001824140548706)",1,1,2.705169677734375,2.5202789306640625,Fixation,POINT (0.6997043192386627 0.6006428599357605),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050826285,18565223659,1,1,"(0.6895669102668762, 0.5985947251319885)","(0.709081768989563, 0.6151398420333862)",1,1,2.7001495361328125,2.538803100585937,Fixation,POINT (0.6993243396282196 0.6068672835826874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050834618,18565231992,1,1,"(0.6893259286880493, 0.6020494699478149)","(0.7105289101600647, 0.6012241840362549)",1,1,2.698638916015625,2.5135040283203125,Fixation,POINT (0.699927419424057 0.6016368269920349),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050842952,18565240326,1,1,"(0.6895573139190674, 0.5941598415374756)","(0.7085621356964111, 0.6115313768386841)",1,1,2.683258056640625,2.5125885009765625,Fixation,POINT (0.6990597248077393 0.6028456091880798),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050851284,18565248658,1,1,"(0.692330002784729, 0.6049904227256775)","(0.7095596790313721, 0.6030467748641968)",1,1,2.702133178710937,2.489990234375,Fixation,POINT (0.7009448409080505 0.6040185987949371),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050859618,18565256992,1,1,"(0.6907644867897034, 0.5984792113304138)","(0.7086305618286133, 0.6081022024154663)",1,1,2.692840576171875,2.5069580078125,Fixation,POINT (0.6996975243091583 0.6032907068729401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050867956,18565265330,1,1,"(0.6932263970375061, 0.5976306796073914)","(0.7093871831893921, 0.6014716029167175)",1,1,2.676422119140625,2.50457763671875,Fixation,POINT (0.7013067901134491 0.5995511412620544),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050876289,18565273663,1,1,"(0.6890876293182373, 0.5960353016853333)","(0.7090743184089661, 0.6116083264350891)",1,1,2.697113037109375,2.519744873046875,Fixation,POINT (0.6990809738636017 0.6038218140602112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050884622,18565281996,1,1,"(0.6897275447845459, 0.6141647100448608)","(0.7070165872573853, 0.6059324741363525)",1,1,2.7132720947265625,2.51971435546875,Fixation,POINT (0.6983720660209656 0.6100485920906067),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210050892955,18565290329,1,1,"(0.6906144618988037, 0.5969775319099426)","(0.7087805867195129, 0.6084805130958557)",1,1,2.673324584960937,2.52508544921875,Fixation,POINT (0.6996975243091583 0.6027290225028992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050901289,18565298663,1,1,"(0.6899644732475281, 0.593601405620575)","(0.7073196768760681, 0.6263509392738342)",1,1,2.67437744140625,2.5389556884765625,Fixation,POINT (0.6986420750617981 0.6099761724472046),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210050909622,18565306996,1,1,"(0.6887899041175842, 0.5934545397758484)","(0.7063245177268982, 0.6176471710205078)",1,1,2.6648406982421875,2.524566650390625,Fixation,POINT (0.6975572109222412 0.6055508553981781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050917956,18565315330,1,1,"(0.687978982925415, 0.5943815112113953)","(0.7071554660797119, 0.6118051409721375)",1,1,2.678939819335937,2.5181121826171875,Fixation,POINT (0.6975672245025635 0.6030933260917664),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050926290,18565323663,1,1,"(0.6897239089012146, 0.5983269214630127)","(0.7062462568283081, 0.6108532547950745)",1,1,2.67352294921875,2.5114288330078125,Fixation,POINT (0.6979850828647614 0.6045900881290436),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050934623,18565331996,1,1,"(0.688839316368103, 0.5921221971511841)","(0.706524133682251, 0.613366961479187)",1,1,2.676910400390625,2.522216796875,Fixation,POINT (0.697681725025177 0.6027445793151855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050942957,18565340330,1,1,"(0.6876700520515442, 0.6079250574111938)","(0.7034946084022522, 0.6191164255142212)",1,1,2.677825927734375,2.5355377197265625,Fixation,POINT (0.6955823302268982 0.6135207414627075),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210050951290,18565348663,1,1,"(0.6888546347618103, 0.5919947624206543)","(0.7030736804008484, 0.6236224174499512)",1,1,2.6532745361328125,2.542465209960937,Fixation,POINT (0.6959641575813293 0.6078085899353027),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050959623,18565356996,1,1,"(0.6899169683456421, 0.5982832312583923)","(0.7080169916152954, 0.6094915866851807)",1,1,2.6819610595703125,2.52532958984375,Fixation,POINT (0.6989669799804688 0.6038874089717865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050967957,18565365330,1,1,"(0.6886003017425537, 0.5983313918113708)","(0.7079519033432007, 0.6158785223960876)",1,1,2.66607666015625,2.547348022460937,Fixation,POINT (0.6982761025428772 0.6071049571037292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050976289,18565373662,1,1,"(0.6876651048660278, 0.6064403653144836)","(0.705004870891571, 0.6272916197776794)",1,1,2.7020263671875,2.5491485595703125,Fixation,POINT (0.6963349878787994 0.6168659925460815),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210050984623,18565381996,1,1,"(0.688458263874054, 0.6034848690032959)","(0.707464873790741, 0.6126874685287476)",1,1,2.68011474609375,2.5260772705078125,Fixation,POINT (0.6979615688323975 0.6080861687660217),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210050992957,18565390330,1,1,"(0.6860556602478027, 0.603829562664032)","(0.7071142196655273, 0.6255097985267639)",1,1,2.687042236328125,2.542327880859375,Fixation,POINT (0.696584939956665 0.614669680595398),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210051001296,18565398669,1,1,"(0.6892582774162292, 0.6031014919281006)","(0.7049200534820557, 0.622637927532196)",1,1,2.679306030273437,2.5341796875,Fixation,POINT (0.6970891654491425 0.6128697097301483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210051009629,18565407002,1,1,"(0.690185546875, 0.6013620495796204)","(0.7084916830062866, 0.6210705041885376)",1,1,2.6923828125,2.524261474609375,Fixation,POINT (0.6993386149406433 0.611216276884079),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210051017962,18565415335,1,1,"(0.6908475160598755, 0.601165235042572)","(0.7053852081298828, 0.6242227554321289)",1,1,2.6974334716796875,2.552734375,Fixation,POINT (0.6981163620948792 0.6126939952373505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210051026296,18565423669,1,1,"(0.6910973191261292, 0.6022109985351562)","(0.7086564898490906, 0.6179723143577576)",1,1,2.6821441650390625,2.535507202148437,Fixation,POINT (0.6998769044876099 0.6100916564464569),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210051034629,18565432002,1,1,"(0.6917163133621216, 0.6016606092453003)","(0.705964982509613, 0.6202109456062317)",1,1,2.6963043212890625,2.526107788085937,Fixation,POINT (0.6988406479358673 0.610935777425766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210051042963,18565440336,1,1,"(0.6913139820098877, 0.6100435256958008)","(0.7072627544403076, 0.6218513250350952)",1,1,2.711181640625,2.5314483642578125,Fixation,POINT (0.6992883682250977 0.615947425365448),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210051051296,18565448669,1,1,"(0.692098081111908, 0.5962687134742737)","(0.7104952335357666, 0.6240006685256958)",1,1,2.677001953125,2.535873413085937,Fixation,POINT (0.7012966573238373 0.6101346909999847),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210051059629,18565457002,1,1,"(0.6891167759895325, 0.5976842641830444)","(0.7077075242996216, 0.6224629282951355)",1,1,2.6617584228515625,2.542083740234375,Fixation,POINT (0.698412150144577 0.61007359623909),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210051067963,18565465336,1,1,"(0.6869624853134155, 0.5992053747177124)","(0.7080528736114502, 0.6193965673446655)",1,1,2.694976806640625,2.543426513671875,Fixation,POINT (0.6975076794624329 0.609300971031189),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051076296,18565473669,1,1,"(0.6899762153625488, 0.5948498845100403)","(0.7042056322097778, 0.6308569312095642)",1,1,2.664947509765625,2.556732177734375,Fixation,POINT (0.6970909237861633 0.6128534078598022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210051084629,18565482002,1,1,"(0.6941400170326233, 0.5981638431549072)","(0.705753743648529, 0.6334629058837891)",1,1,2.675750732421875,2.582855224609375,Fixation,POINT (0.6999468803405762 0.6158133745193481),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210051092963,18565490336,1,1,"(0.6916550397872925, 0.6067469716072083)","(0.7129489183425903, 0.6267212629318237)",1,1,2.6922149658203125,2.552963256835937,Fixation,POINT (0.7023019790649414 0.616734117269516),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210051101296,18565498669,1,1,"(0.6901729106903076, 0.5930790305137634)","(0.7099688053131104, 0.6260005235671997)",1,1,2.6757354736328125,2.5753173828125,Fixation,POINT (0.700070858001709 0.6095397770404816),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,getStatusFlagFields,22622479,1210051109629,18565507002,1,1,"(0.6920169591903687, 0.5960156917572021)","(0.71219402551651, 0.6154762506484985)",1,1,2.6916961669921875,2.543731689453125,Fixation,POINT (0.7021054923534393 0.6057459712028503),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051117963,18565515336,1,1,"(0.6899683475494385, 0.5956147909164429)","(0.7092551589012146, 0.6212677359580994)",1,1,2.6878814697265625,2.54522705078125,Fixation,POINT (0.6996117532253265 0.6084412634372711),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051126296,18565523669,1,1,"(0.6898959279060364, 0.5957399010658264)","(0.7064586281776428, 0.6205587983131409)",1,1,2.692001342773437,2.522979736328125,Fixation,POINT (0.6981772780418396 0.6081493496894836),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051134634,18565532007,1,1,"(0.6916922926902771, 0.5979349613189697)","(0.7097949981689453, 0.6171596646308899)",1,1,2.6911163330078125,2.543685913085937,Fixation,POINT (0.7007436454296112 0.6075473129749298),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051142967,18565540340,1,1,"(0.6882857084274292, 0.6048554182052612)","(0.7050824761390686, 0.6122660636901855)",1,1,2.7068634033203125,2.5569305419921875,Fixation,POINT (0.6966840922832489 0.6085607409477234),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051151301,18565548674,1,1,"(0.6865357756614685, 0.59544837474823)","(0.7036081552505493, 0.6178345680236816)",1,1,2.702728271484375,2.54443359375,Fixation,POINT (0.6950719654560089 0.6066414713859558),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051159634,18565557007,1,1,"(0.6859331727027893, 0.590067446231842)","(0.7056550979614258, 0.6134076118469238)",1,1,2.6831207275390625,2.5320587158203125,Fixation,POINT (0.6957941353321075 0.6017375290393829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051167967,18565565340,1,1,"(0.6866934299468994, 0.5922736525535583)","(0.7079593539237976, 0.6125267744064331)",1,1,2.68939208984375,2.538421630859375,Fixation,POINT (0.6973263919353485 0.6024002134799957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051176301,18565573674,1,1,"(0.6878381371498108, 0.6052659153938293)","(0.7111930847167969, 0.6041624546051025)",1,1,2.718017578125,2.54022216796875,Fixation,POINT (0.6995156109333038 0.6047141849994659),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051184635,18565582007,1,1,"(0.6899195313453674, 0.6035182476043701)","(0.7123726010322571, 0.6064745783805847)",1,1,2.7122344970703125,2.548858642578125,Fixation,POINT (0.7011460661888123 0.6049964129924774),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051192968,18565590340,1,1,"(0.6887336373329163, 0.5990003943443298)","(0.7070311903953552, 0.6153253316879272)",1,1,2.70111083984375,2.554794311523437,Fixation,POINT (0.6978824138641357 0.6071628630161285),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051201302,18565598674,1,1,"(0.6889368891716003, 0.5994852781295776)","(0.7028822898864746, 0.6119216680526733)",1,1,2.6993560791015625,2.5459747314453125,Fixation,POINT (0.6959095895290375 0.6057034730911255),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051209635,18565607007,1,1,"(0.6843370199203491, 0.5983216762542725)","(0.706110417842865, 0.6218085885047913)",1,1,2.713836669921875,2.5579986572265625,Fixation,POINT (0.6952237188816071 0.6100651323795319),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051217968,18565615340,1,1,"(0.6881440281867981, 0.5948178172111511)","(0.7066982984542847, 0.6199180483818054)",1,1,2.701766967773437,2.5540313720703125,Fixation,POINT (0.6974211633205414 0.6073679327964783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051226302,18565623674,1,1,"(0.6839115619659424, 0.5961910486221313)","(0.7138803601264954, 0.6145694255828857)",1,1,2.70159912109375,2.540802001953125,Fixation,POINT (0.6988959610462189 0.6053802371025085),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051234635,18565632007,1,1,"(0.6819681525230408, 0.5702807307243347)","(0.7023090124130249, 0.5954486727714539)",1,1,2.7045135498046875,2.5448150634765625,Fixation,POINT (0.6921385824680328 0.5828647017478943),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051276307,18565673679,1,1,"(0.6917365193367004, 0.21496516466140747)","(0.7075900435447693, 0.2320571392774582)",1,1,2.7668914794921875,2.615509033203125,Fixation,POINT (0.6996632814407349 0.2235111519694328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051284640,18565682012,1,1,"(0.6919957995414734, 0.19865329563617706)","(0.7044907808303833, 0.23412944376468658)",1,1,2.7173614501953125,2.607650756835937,Fixation,POINT (0.6982432901859283 0.2163913697004318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051292973,18565690345,1,1,"(0.6921689510345459, 0.21210555732250214)","(0.6984071135520935, 0.2508033514022827)",1,1,2.73345947265625,2.6102752685546875,Fixation,POINT (0.6952880322933197 0.2314544543623924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051301306,18565698678,1,1,"(0.6918487548828125, 0.21512657403945923)","(0.6984524130821228, 0.2413713037967682)",1,1,2.729583740234375,2.605712890625,Fixation,POINT (0.6951505839824677 0.2282489389181137),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051309639,18565707011,1,1,"(0.6936743259429932, 0.21713420748710632)","(0.7007589936256409, 0.24684570729732513)",1,1,2.720367431640625,2.61566162109375,Fixation,POINT (0.697216659784317 0.2319899573922157),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051317973,18565715345,1,1,"(0.693858802318573, 0.2285175323486328)","(0.6991409063339233, 0.2411193698644638)",1,1,2.727294921875,2.611724853515625,Fixation,POINT (0.6964998543262482 0.2348184511065483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051326307,18565723679,1,1,"(0.695425808429718, 0.21792064607143402)","(0.6957741379737854, 0.24328699707984924)",1,1,2.720245361328125,2.610931396484375,Fixation,POINT (0.6955999732017517 0.2306038215756416),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051334639,18565732011,1,1,"(0.6950367093086243, 0.22496330738067627)","(0.6970115900039673, 0.2398574948310852)",1,1,2.7378692626953125,2.622406005859375,Fixation,POINT (0.6960241496562958 0.2324104011058807),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051342973,18565740345,1,1,"(0.6923327445983887, 0.2303447425365448)","(0.696229875087738, 0.24038276076316833)",1,1,2.7178955078125,2.6175079345703125,Fixation,POINT (0.6942813098430634 0.2353637516498566),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051351307,18565748679,1,1,"(0.6916454434394836, 0.22697144746780396)","(0.6968222856521606, 0.2302638441324234)",1,1,2.711334228515625,2.613800048828125,Fixation,POINT (0.6942338645458221 0.2286176458001137),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051359640,18565757012,1,1,"(0.6909898519515991, 0.20910416543483734)","(0.6969946026802063, 0.23094043135643005)",1,1,2.70843505859375,2.601318359375,Fixation,POINT (0.6939922273159027 0.2200222983956337),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051367973,18565765345,1,1,"(0.6955922842025757, 0.21695533394813538)","(0.6972931027412415, 0.2301177829504013)",1,1,2.7087860107421875,2.62646484375,Fixation,POINT (0.6964426934719086 0.2235365584492683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051376307,18565773679,1,1,"(0.6941637396812439, 0.21049708127975464)","(0.6959632635116577, 0.23141057789325714)",1,1,2.698883056640625,2.6341705322265625,Fixation,POINT (0.6950635015964508 0.2209538295865059),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051384639,18565782011,1,1,"(0.6942471861839294, 0.2222142070531845)","(0.6956419944763184, 0.228750541806221)",1,1,2.7154541015625,2.602157592773437,Fixation,POINT (0.6949445903301239 0.2254823744297028),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051392976,18565790348,1,1,"(0.6944609880447388, 0.22962959110736847)","(0.6952081322669983, 0.2264721691608429)",1,1,2.732574462890625,2.613143920898437,Fixation,POINT (0.6948345601558685 0.2280508801341057),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getStatusFlagFields,22622479,1210051401309,18565798681,1,1,"(0.6937239766120911, 0.22558334469795227)","(0.6956692337989807, 0.22471925616264343)",1,1,2.736663818359375,2.6288604736328125,Fixation,POINT (0.6946966052055359 0.2251513004302978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
