,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,testAddCountryWithSequenceGenerator.0,throws.0,Exception.0,CountryWithSequence.0,country1.0,=.0,new.0,CountryWithSequence.1,country1.1,setCountryId.0,"""KR"".0",country1.2,setCountryName.0,"""Korea"".0",Integer.0,countryCode.0,=.1,Integer.1,session.0,save.0,country1.3,assertEquals.0,"""fail to generate a new countryCode."".100",0.0,countryCode.1,intValue.0,assertNotNull.0,"""fail to add a new country with sequence generator. "".101",countryCode.2,prewritten,accurate,missing,unnecessary,readable,code
0,136,testAddCountryWithSequenceGenerator,1046788,1208425397538,16939800380,1,1,"(0.6629217267036438, 0.22606509923934937)","(0.6773172616958618, 0.24124859273433685)",1,1,2.4194488525390625,2.4535369873046875,Fixation,POINT (0.6701194941997528 0.2336568459868431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425405872,16939808714,1,1,"(0.6660475134849548, 0.22466211020946503)","(0.6738629937171936, 0.23704040050506592)",1,1,2.443603515625,2.45111083984375,Fixation,POINT (0.6699552536010742 0.2308512553572655),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425414205,16939817047,1,1,"(0.6632347702980042, 0.22621023654937744)","(0.6733115315437317, 0.23763391375541687)",1,1,2.4229278564453125,2.4482879638671875,Fixation,POINT (0.6682731509208679 0.2319220751523972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425422538,16939825380,1,1,"(0.6654016375541687, 0.21501456201076508)","(0.6729035377502441, 0.23674307763576508)",1,1,2.4375,2.43701171875,Fixation,POINT (0.6691525876522064 0.2258788198232651),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425430872,16939833714,1,1,"(0.6661412119865417, 0.2313704937696457)","(0.6703026294708252, 0.24011607468128204)",1,1,2.458724975585937,2.45623779296875,Fixation,POINT (0.6682219207286835 0.2357432842254639),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425439205,16939842047,1,1,"(0.6683902144432068, 0.22169166803359985)","(0.6687229871749878, 0.24459712207317352)",1,1,2.4279327392578125,2.474472045898437,Fixation,POINT (0.6685566008090973 0.2331443950533867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425447539,16939850380,1,1,"(0.6689924597740173, 0.21607348322868347)","(0.6667590737342834, 0.24189390242099762)",1,1,2.4409332275390625,2.4464263916015625,Fixation,POINT (0.6678757667541504 0.2289836928248406),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425455872,16939858713,1,1,"(0.6645636558532715, 0.22368019819259644)","(0.6679472923278809, 0.23974387347698212)",1,1,2.4559783935546875,2.457122802734375,Fixation,POINT (0.6662554740905762 0.2317120358347893),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425464206,16939867047,1,1,"(0.6681780815124512, 0.22176949679851532)","(0.669431746006012, 0.23269180953502655)",1,1,2.43731689453125,2.452255249023437,Fixation,POINT (0.6688049137592316 0.2272306531667709),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425472539,16939875380,1,1,"(0.6693722605705261, 0.21625883877277374)","(0.6682259440422058, 0.23216290771961212)",1,1,2.44903564453125,2.4872589111328125,Fixation,POINT (0.668799102306366 0.2242108732461929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425480872,16939883713,1,1,"(0.6716458797454834, 0.21048730611801147)","(0.6695091724395752, 0.2355002909898758)",1,1,2.4293212890625,2.470306396484375,Fixation,POINT (0.6705775260925293 0.2229937985539436),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425489206,16939892047,1,1,"(0.6722576022148132, 0.21360011398792267)","(0.6765540838241577, 0.23777012526988983)",1,1,2.444427490234375,2.48345947265625,Fixation,POINT (0.6744058430194855 0.2256851196289062),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425497540,16939900380,1,1,"(0.6681715250015259, 0.21829265356063843)","(0.676784873008728, 0.2453373819589615)",1,1,2.4497528076171875,2.440460205078125,Fixation,POINT (0.672478199005127 0.2318150177598),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425505873,16939908713,1,1,"(0.6743875741958618, 0.21364212036132812)","(0.672762930393219, 0.24570438265800476)",1,1,2.4586181640625,2.461639404296875,Fixation,POINT (0.6735752522945404 0.2296732515096664),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425514209,16939917049,1,1,"(0.6686102747917175, 0.22820328176021576)","(0.672950267791748, 0.24337905645370483)",1,1,2.4600067138671875,2.4632720947265625,Fixation,POINT (0.6707802712917328 0.2357911691069603),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425522542,16939925382,1,1,"(0.6693970561027527, 0.2145841419696808)","(0.6726350784301758, 0.2524295449256897)",1,1,2.461654663085937,2.4619140625,Fixation,POINT (0.6710160672664642 0.2335068434476852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425530875,16939933715,1,1,"(0.6684226989746094, 0.2171177715063095)","(0.6716660261154175, 0.24350611865520477)",1,1,2.46173095703125,2.4531707763671875,Fixation,POINT (0.6700443625450134 0.2303119450807571),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425539210,16939942049,1,1,"(0.6698113679885864, 0.2197803556919098)","(0.6705551147460938, 0.24603822827339172)",1,1,2.455230712890625,2.4679718017578125,Fixation,POINT (0.6701832413673401 0.2329092919826508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425547543,16939950382,1,1,"(0.6643617153167725, 0.21851545572280884)","(0.6704670190811157, 0.24765042960643768)",1,1,2.436248779296875,2.472198486328125,Fixation,POINT (0.6674143671989441 0.2330829426646233),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425555876,16939958715,1,1,"(0.6692652106285095, 0.21672548353672028)","(0.6689825654029846, 0.25191938877105713)",1,1,2.4559783935546875,2.453125,Fixation,POINT (0.6691238880157471 0.2343224361538887),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425564210,16939967049,1,1,"(0.6685193777084351, 0.22281792759895325)","(0.6669405698776245, 0.251198410987854)",1,1,2.443634033203125,2.4688720703125,Fixation,POINT (0.6677299737930298 0.2370081692934036),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425572543,16939975382,1,1,"(0.663847804069519, 0.2192973792552948)","(0.6726864576339722, 0.24589018523693085)",1,1,2.4333038330078125,2.4492950439453125,Fixation,POINT (0.6682671308517456 0.2325937822461128),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425580876,16939983715,1,1,"(0.668073296546936, 0.22198981046676636)","(0.6718958020210266, 0.24689051508903503)",1,1,2.439910888671875,2.4603424072265625,Fixation,POINT (0.6699845492839813 0.2344401627779007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425589210,16939992049,1,1,"(0.6668696403503418, 0.2258368283510208)","(0.6735484600067139, 0.24724511802196503)",1,1,2.4362030029296875,2.468124389648437,Fixation,POINT (0.6702090501785278 0.2365409731864929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425597543,16940000382,1,1,"(0.672919511795044, 0.22418594360351562)","(0.672810971736908, 0.24697226285934448)",1,1,2.443878173828125,2.4634552001953125,Fixation,POINT (0.672865241765976 0.23557910323143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425605876,16940008715,1,1,"(0.6738664507865906, 0.22211520373821259)","(0.6750040054321289, 0.24059633910655975)",1,1,2.4364166259765625,2.444442749023437,Fixation,POINT (0.6744352281093597 0.2313557714223862),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425614211,16940017049,1,1,"(0.6696239113807678, 0.22864080965518951)","(0.6752704381942749, 0.24443618953227997)",1,1,2.449859619140625,2.465179443359375,Fixation,POINT (0.6724471747875214 0.2365384995937347),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425622544,16940025382,1,1,"(0.6675708889961243, 0.22800536453723907)","(0.6712018251419067, 0.24139150977134705)",1,1,2.436279296875,2.477767944335937,Fixation,POINT (0.6693863570690155 0.2346984371542931),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425630877,16940033715,1,1,"(0.6698448657989502, 0.22985990345478058)","(0.6712095141410828, 0.23687247931957245)",1,1,2.451934814453125,2.4619598388671875,Fixation,POINT (0.6705271899700165 0.2333661913871765),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425639215,16940042053,1,1,"(0.6688737273216248, 0.21905867755413055)","(0.668297290802002, 0.2484247237443924)",1,1,2.4458770751953125,2.459625244140625,Fixation,POINT (0.6685855090618134 0.2337417006492615),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425647548,16940050386,1,1,"(0.6671732664108276, 0.2204456776380539)","(0.6671355962753296, 0.24206288158893585)",1,1,2.453704833984375,2.454345703125,Fixation,POINT (0.6671544313430786 0.2312542796134949),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425655881,16940058719,1,1,"(0.6638205051422119, 0.2244388908147812)","(0.6679040789604187, 0.2360452562570572)",1,1,2.4253387451171875,2.4611053466796875,Fixation,POINT (0.6658622920513153 0.2302420735359192),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425664215,16940067053,1,1,"(0.6668668985366821, 0.2220509797334671)","(0.6649084091186523, 0.23732241988182068)",1,1,2.435821533203125,2.464080810546875,Fixation,POINT (0.6658876538276672 0.2296866998076439),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425672548,16940075386,1,1,"(0.6674706935882568, 0.2192380130290985)","(0.6697878837585449, 0.23232842981815338)",1,1,2.4627227783203125,2.439559936523437,Fixation,POINT (0.6686292886734009 0.225783221423626),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425680881,16940083719,1,1,"(0.6644021272659302, 0.22278852760791779)","(0.6692160964012146, 0.2331937849521637)",1,1,2.4340362548828125,2.4419403076171875,Fixation,POINT (0.6668091118335724 0.2279911562800407),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425689216,16940092053,1,1,"(0.666644811630249, 0.22918269038200378)","(0.6681567430496216, 0.23776432871818542)",1,1,2.449951171875,2.4675445556640625,Fixation,POINT (0.6674007773399353 0.2334735095500946),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425697549,16940100386,1,1,"(0.6674883961677551, 0.22163733839988708)","(0.6677455306053162, 0.2406034767627716)",1,1,2.4630584716796875,2.4411773681640625,Fixation,POINT (0.6676169633865356 0.2311204075813294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425705882,16940108719,1,1,"(0.6678249835968018, 0.21860648691654205)","(0.6649394631385803, 0.2444923222064972)",1,1,2.456878662109375,2.46270751953125,Fixation,POINT (0.666382223367691 0.2315494045615196),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425714216,16940117053,1,1,"(0.6699979305267334, 0.21628542244434357)","(0.6659494638442993, 0.25027185678482056)",1,1,2.426422119140625,2.4629669189453125,Fixation,POINT (0.6679736971855164 0.2332786396145821),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425722549,16940125386,1,1,"(0.6733549237251282, 0.21513737738132477)","(0.6717216372489929, 0.24387101829051971)",1,1,2.45684814453125,2.4431610107421875,Fixation,POINT (0.6725382804870605 0.2295041978359222),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425730882,16940133719,1,1,"(0.6707929968833923, 0.22123976051807404)","(0.6716848611831665, 0.24428939819335938)",1,1,2.448226928710937,2.435302734375,Fixation,POINT (0.6712389290332794 0.2327645793557167),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425739216,16940142053,1,1,"(0.6692282557487488, 0.22673334181308746)","(0.6777893304824829, 0.24536511301994324)",1,1,2.4722900390625,2.449310302734375,Fixation,POINT (0.6735087931156158 0.2360492274165154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425755882,16940158719,1,1,"(0.6987555027008057, 0.214700847864151)","(0.7088541388511658, 0.24357052147388458)",1,1,2.43939208984375,2.454452514648437,Fixation,POINT (0.7038048207759857 0.2291356846690178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425764217,16940167053,1,1,"(0.7156253457069397, 0.21364451944828033)","(0.7167717218399048, 0.23773397505283356)",1,1,2.461212158203125,2.447723388671875,Fixation,POINT (0.7161985337734222 0.225689247250557),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425772558,16940175394,1,1,"(0.7155299782752991, 0.21278704702854156)","(0.716049313545227, 0.2296261340379715)",1,1,2.4423065185546875,2.4488983154296875,Fixation,POINT (0.7157896459102631 0.2212065905332565),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425780891,16940183727,1,1,"(0.7196556925773621, 0.21422339975833893)","(0.7109712958335876, 0.24138128757476807)",1,1,2.441925048828125,2.4483642578125,Fixation,POINT (0.7153134942054749 0.2278023436665535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425789225,16940192061,1,1,"(0.7251055836677551, 0.21152415871620178)","(0.7134138345718384, 0.24642613530158997)",1,1,2.4302520751953125,2.468856811523437,Fixation,POINT (0.7192597091197968 0.2289751470088959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425797558,16940200394,1,1,"(0.7207287549972534, 0.2173549085855484)","(0.7151334881782532, 0.2376420944929123)",1,1,2.4691314697265625,2.4644012451171875,Fixation,POINT (0.7179311215877533 0.2274985015392304),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425805891,16940208727,1,1,"(0.7144792675971985, 0.2105204313993454)","(0.7108688950538635, 0.24516844749450684)",1,1,2.439178466796875,2.4539794921875,Fixation,POINT (0.712674081325531 0.2278444394469261),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425814225,16940217061,1,1,"(0.7191247344017029, 0.21454115211963654)","(0.7144981026649475, 0.24325798451900482)",1,1,2.46063232421875,2.483184814453125,Fixation,POINT (0.7168114185333252 0.2288995683193207),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425822558,16940225394,1,1,"(0.7176057696342468, 0.21364033222198486)","(0.7140464186668396, 0.24378782510757446)",1,1,2.4464569091796875,2.475921630859375,Fixation,POINT (0.7158260941505432 0.2287140786647797),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425830891,16940233727,1,1,"(0.7181366086006165, 0.21974731981754303)","(0.7148445844650269, 0.2467302531003952)",1,1,2.475814819335937,2.482635498046875,Fixation,POINT (0.7164905965328217 0.2332387864589691),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425839226,16940242061,1,1,"(0.7195401191711426, 0.21985027194023132)","(0.716702938079834, 0.2551853060722351)",1,1,2.460418701171875,2.472015380859375,Fixation,POINT (0.7181215286254883 0.2375177890062332),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425847559,16940250394,1,1,"(0.7196334600448608, 0.21490006148815155)","(0.7160423994064331, 0.24883465468883514)",1,1,2.4559326171875,2.48577880859375,Fixation,POINT (0.717837929725647 0.2318673580884934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425855892,16940258727,1,1,"(0.7251078486442566, 0.22621354460716248)","(0.7174198031425476, 0.24475128948688507)",1,1,2.4835968017578125,2.4640045166015625,Fixation,POINT (0.7212638258934021 0.2354824170470238),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425864226,16940267061,1,1,"(0.7205068469047546, 0.21613802015781403)","(0.7124214172363281, 0.2469763606786728)",1,1,2.4605712890625,2.4684600830078125,Fixation,POINT (0.7164641320705414 0.2315571904182434),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425872559,16940275394,1,1,"(0.7115357518196106, 0.21748681366443634)","(0.714111328125, 0.2516079246997833)",1,1,2.4617462158203125,2.49969482421875,Fixation,POINT (0.7128235399723053 0.2345473691821098),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425880892,16940283727,1,1,"(0.7087666392326355, 0.21932031214237213)","(0.7099641561508179, 0.24955233931541443)",1,1,2.4730224609375,2.470184326171875,Fixation,POINT (0.7093653976917267 0.2344363257288933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425889225,16940292060,1,1,"(0.714866042137146, 0.21682250499725342)","(0.7127087116241455, 0.2508243918418884)",1,1,2.469833374023437,2.49896240234375,Fixation,POINT (0.7137873768806458 0.2338234484195709),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425897559,16940300394,1,1,"(0.7118735313415527, 0.22084133327007294)","(0.7115342617034912, 0.2495783418416977)",1,1,2.48736572265625,2.507232666015625,Fixation,POINT (0.711703896522522 0.2352098375558853),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425905895,16940308730,1,1,"(0.7128978967666626, 0.21050727367401123)","(0.7107309699058533, 0.2458961009979248)",1,1,2.488143920898437,2.500152587890625,Fixation,POINT (0.7118144333362579 0.228201687335968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425914230,16940317064,1,1,"(0.7114375829696655, 0.2148822844028473)","(0.7106291651725769, 0.2521318793296814)",1,1,2.511215209960937,2.50823974609375,Fixation,POINT (0.7110333740711212 0.2335070818662643),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425922563,16940325397,1,1,"(0.7126985788345337, 0.21607421338558197)","(0.7130823731422424, 0.24080851674079895)",1,1,2.4989013671875,2.50274658203125,Fixation,POINT (0.7128904759883881 0.2284413650631905),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425930896,16940333730,1,1,"(0.7122464776039124, 0.22314494848251343)","(0.7081990242004395, 0.24810880422592163)",1,1,2.5142822265625,2.544769287109375,Fixation,POINT (0.7102227509021759 0.2356268763542175),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425939229,16940342063,1,1,"(0.7172514200210571, 0.21769745647907257)","(0.712262749671936, 0.24234241247177124)",1,1,2.518646240234375,2.5183563232421875,Fixation,POINT (0.7147570848464966 0.2300199344754219),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425947563,16940350397,1,1,"(0.7142000794410706, 0.2259024828672409)","(0.7146908044815063, 0.24245138466358185)",1,1,2.5244293212890625,2.531723022460937,Fixation,POINT (0.7144454419612885 0.2341769337654114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425955896,16940358730,1,1,"(0.7231349945068359, 0.21002858877182007)","(0.7157379984855652, 0.24884313344955444)",1,1,2.510528564453125,2.5302734375,Fixation,POINT (0.7194364964962006 0.2294358611106873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425964229,16940367063,1,1,"(0.7220996022224426, 0.21926985681056976)","(0.7155411839485168, 0.24986422061920166)",1,1,2.551544189453125,2.5538787841796875,Fixation,POINT (0.7188203930854797 0.2345670387148857),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425972563,16940375397,1,1,"(0.7223013639450073, 0.21435238420963287)","(0.7148789167404175, 0.24633967876434326)",1,1,2.545639038085937,2.5430450439453125,Fixation,POINT (0.7185901403427124 0.2303460314869881),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425989230,16940392063,1,1,"(0.7529546022415161, 0.21216559410095215)","(0.7448291182518005, 0.23651045560836792)",1,1,2.537322998046875,2.526336669921875,Fixation,POINT (0.7488918602466583 0.22433802485466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208425997564,16940400397,1,1,"(0.7531628012657166, 0.21509933471679688)","(0.7498331665992737, 0.2321593463420868)",1,1,2.53350830078125,2.5610809326171875,Fixation,POINT (0.7514979839324951 0.2236293405294418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208426005897,16940408730,1,1,"(0.7520089149475098, 0.21639493107795715)","(0.7537063360214233, 0.23390595614910126)",1,1,2.5518951416015625,2.5594635009765625,Fixation,POINT (0.7528576254844666 0.2251504436135292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208426014231,16940417064,1,1,"(0.756076991558075, 0.21642231941223145)","(0.748497486114502, 0.23271247744560242)",1,1,2.5442657470703125,2.564300537109375,Fixation,POINT (0.7522872388362885 0.2245673984289169),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208426022564,16940425397,1,1,"(0.754572331905365, 0.21797145903110504)","(0.7503504157066345, 0.23540431261062622)",1,1,2.541412353515625,2.578369140625,Fixation,POINT (0.7524613738059998 0.2266878858208656),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208426030897,16940433730,1,1,"(0.7561537027359009, 0.21799086034297943)","(0.7486375570297241, 0.23512205481529236)",1,1,2.54840087890625,2.5735626220703125,Fixation,POINT (0.7523956298828125 0.2265564575791359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208426039234,16940442067,1,1,"(0.7574533224105835, 0.2177749127149582)","(0.7479101419448853, 0.23665538430213928)",1,1,2.576751708984375,2.576400756835937,Fixation,POINT (0.7526817321777344 0.2272151485085487),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208426047568,16940450401,1,1,"(0.7584795355796814, 0.21440140902996063)","(0.7468748092651367, 0.239716038107872)",1,1,2.5694580078125,2.574859619140625,Fixation,POINT (0.7526771724224091 0.2270587235689163),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208426055901,16940458734,1,1,"(0.7579140663146973, 0.21717916429042816)","(0.7422692179679871, 0.23006777465343475)",1,1,2.586456298828125,2.5952911376953125,Fixation,POINT (0.7500916421413422 0.2236234694719315),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208426064235,16940467067,1,1,"(0.760910153388977, 0.21260115504264832)","(0.7454075813293457, 0.23504973948001862)",1,1,2.596542358398437,2.5884552001953125,Fixation,POINT (0.7531588673591614 0.2238254472613335),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208426072569,16940475401,1,1,"(0.7587718367576599, 0.2173883616924286)","(0.7438119649887085, 0.23822838068008423)",1,1,2.591171264648437,2.59564208984375,Fixation,POINT (0.7512919008731842 0.2278083711862564),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208426080902,16940483734,1,1,"(0.7612249255180359, 0.20919112861156464)","(0.7428961992263794, 0.23569168150424957)",1,1,2.569793701171875,2.59814453125,Fixation,POINT (0.7520605623722076 0.2224414050579071),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
