,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,setCombo_Value.0,String.0,val.0,If.0,val.1,==.0,nan.0,||.0,""""".0",equals.0,val.2,&&.0,Combo_Value.0,==.1,nan.1,||.1,""""".1",equals.1,Combo_Value.1,return;.0,if.0,val.3,==.2,nan.2,||.2,val.4,equals.2,Combo_Value.2,||.3,updateStatus.0,==.3,NULL_INT_VALUE.0,Combo_Value.3,=.0,val.5,updateStatus.1,=.1,UPDATED.0,prewritten,accurate,missing,unnecessary,readable,code
0,136,setCombo_Value,19344536,1210573354686,19087750156,1,1,"(0.08701253682374954, 0.1181991770863533)","(0.09160447865724564, 0.12568995356559753)",1,1,2.417724609375,2.46240234375,Fixation,POINT (0.0893085077404976 0.1219445653259754),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573363019,19087758489,1,1,"(0.08411751687526703, 0.11582547426223755)","(0.08662818372249603, 0.12625166773796082)",1,1,2.44232177734375,2.4619598388671875,Fixation,POINT (0.0853728502988815 0.1210385710000992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573371351,19087766821,1,1,"(0.0861232727766037, 0.1208268404006958)","(0.09219881147146225, 0.12244444340467453)",1,1,2.428619384765625,2.480072021484375,Fixation,POINT (0.089161042124033 0.1216356419026852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573379685,19087775155,1,1,"(0.08445045351982117, 0.12120302021503448)","(0.09361372888088226, 0.12752358615398407)",1,1,2.44677734375,2.4816131591796875,Fixation,POINT (0.0890320912003517 0.1243633031845093),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573388019,19087783489,1,1,"(0.08604244887828827, 0.12272241711616516)","(0.0896986797451973, 0.12256721407175064)",1,1,2.436126708984375,2.4765167236328125,Fixation,POINT (0.0878705643117428 0.1226448155939579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573396353,19087791823,1,1,"(0.08269788324832916, 0.12196441739797592)","(0.09186239540576935, 0.1222471073269844)",1,1,2.425445556640625,2.4834136962890625,Fixation,POINT (0.0872801393270493 0.1221057623624802),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573404687,19087800156,1,1,"(0.08419451862573624, 0.11236472427845001)","(0.09403857588768005, 0.12089534848928452)",1,1,2.450927734375,2.46771240234375,Fixation,POINT (0.0891165472567082 0.1166300363838673),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573413020,19087808489,1,1,"(0.08798139542341232, 0.11925843358039856)","(0.0919327661395073, 0.12291347235441208)",1,1,2.4620513916015625,2.475311279296875,Fixation,POINT (0.0899570807814598 0.1210859529674053),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573421354,19087816823,1,1,"(0.08971469104290009, 0.11939141899347305)","(0.09235654026269913, 0.12258540838956833)",1,1,2.45831298828125,2.49371337890625,Fixation,POINT (0.0910356156527996 0.1209884136915207),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573429687,19087825156,1,1,"(0.08642727881669998, 0.11952730268239975)","(0.08787515014410019, 0.11967647075653076)",1,1,2.457305908203125,2.50238037109375,Fixation,POINT (0.0871512144804001 0.1196018867194653),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573438021,19087833490,1,1,"(0.08684739470481873, 0.1251710206270218)","(0.0922289490699768, 0.12455663830041885)",1,1,2.468734741210937,2.496673583984375,Fixation,POINT (0.0895381718873978 0.1248638294637203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573446354,19087841823,1,1,"(0.08384060114622116, 0.11632329225540161)","(0.08920333534479141, 0.12574508786201477)",1,1,2.46502685546875,2.5,Fixation,POINT (0.0865219682455063 0.1210341900587082),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573454687,19087850156,1,1,"(0.07531705498695374, 0.12388507276773453)","(0.09309783577919006, 0.12687738239765167)",1,1,2.466705322265625,2.490097045898437,Fixation,POINT (0.0842074453830719 0.1253812275826931),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573463020,19087858489,1,1,"(0.0828239843249321, 0.12342660129070282)","(0.09307314455509186, 0.1220029965043068)",1,1,2.4864044189453125,2.481796264648437,Fixation,POINT (0.087948564440012 0.1227147988975048),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573471358,19087866827,1,1,"(0.08934713900089264, 0.11748312413692474)","(0.09061190485954285, 0.12788788974285126)",1,1,2.4748687744140625,2.505111694335937,Fixation,POINT (0.0899795219302177 0.122685506939888),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573479691,19087875160,1,1,"(0.08795930445194244, 0.12478546053171158)","(0.09198638051748276, 0.1290108859539032)",1,1,2.48699951171875,2.509979248046875,Fixation,POINT (0.0899728424847126 0.1268981732428074),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573488024,19087883493,1,1,"(0.08705458045005798, 0.1155729666352272)","(0.09569156169891357, 0.12734507024288177)",1,1,2.4886474609375,2.5001373291015625,Fixation,POINT (0.0913730710744858 0.1214590184390545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573496358,19087891827,1,1,"(0.089036725461483, 0.11944650113582611)","(0.09457435458898544, 0.12530767917633057)",1,1,2.4799957275390625,2.506820678710937,Fixation,POINT (0.0918055400252342 0.1223770901560783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573504691,19087900160,1,1,"(0.08761471509933472, 0.12017504870891571)","(0.09269466996192932, 0.12070146948099136)",1,1,2.483123779296875,2.4998779296875,Fixation,POINT (0.090154692530632 0.1204382590949535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573513025,19087908494,1,1,"(0.08530481159687042, 0.12027110904455185)","(0.09369442611932755, 0.12122804671525955)",1,1,2.493392944335937,2.5022125244140625,Fixation,POINT (0.089499618858099 0.1207495778799057),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573521357,19087916826,1,1,"(0.08767124265432358, 0.1223982647061348)","(0.096854068338871, 0.12890133261680603)",1,1,2.4820556640625,2.506942749023437,Fixation,POINT (0.0922626554965973 0.1256497986614704),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573529691,19087925160,1,1,"(0.09077787399291992, 0.12432685494422913)","(0.09143316000699997, 0.12738466262817383)",1,1,2.502410888671875,2.508285522460937,Fixation,POINT (0.09110551699996 0.1258557587862015),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573538024,19087933493,1,1,"(0.09051502496004105, 0.12449044734239578)","(0.09406887739896774, 0.12861549854278564)",1,1,2.497528076171875,2.518539428710937,Fixation,POINT (0.0922919511795044 0.1265529729425907),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573546358,19087941827,1,1,"(0.08547468483448029, 0.129842609167099)","(0.0905417650938034, 0.121956005692482)",1,1,2.468536376953125,2.51397705078125,Fixation,POINT (0.0880082249641418 0.1258993074297905),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573554690,19087950159,1,1,"(0.08853905647993088, 0.12742237746715546)","(0.0927518755197525, 0.1321570873260498)",1,1,2.4749755859375,2.5064697265625,Fixation,POINT (0.0906454659998417 0.1297897323966026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573563024,19087958493,1,1,"(0.08706396073102951, 0.12487205117940903)","(0.09218355268239975, 0.12503427267074585)",1,1,2.4876708984375,2.5,Fixation,POINT (0.0896237567067146 0.1249531619250774),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573571357,19087966826,1,1,"(0.0820937380194664, 0.12504923343658447)","(0.09611894190311432, 0.1202746331691742)",1,1,2.48309326171875,2.50213623046875,Fixation,POINT (0.0891063399612904 0.1226619333028793),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573579691,19087975160,1,1,"(0.08751901239156723, 0.12250127643346786)","(0.09257864952087402, 0.13085214793682098)",1,1,2.4790191650390625,2.49969482421875,Fixation,POINT (0.0900488309562206 0.1266767121851444),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573588024,19087983493,1,1,"(0.0931764543056488, 0.12238916754722595)","(0.09328462928533554, 0.12817391753196716)",1,1,2.47705078125,2.512237548828125,Fixation,POINT (0.0932305417954922 0.1252815425395966),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573596358,19087991827,1,1,"(0.09023895114660263, 0.12373492121696472)","(0.09473763406276703, 0.1226719543337822)",1,1,2.480224609375,2.5144805908203125,Fixation,POINT (0.0924882926046848 0.1232034377753735),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573604696,19088000165,1,1,"(0.0868086889386177, 0.11955846846103668)","(0.0922507792711258, 0.12214566767215729)",1,1,2.4713897705078125,2.5109100341796875,Fixation,POINT (0.0895297341048718 0.120852068066597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573613028,19088008497,1,1,"(0.08708644658327103, 0.12728634476661682)","(0.09010691195726395, 0.12959440052509308)",1,1,2.4766845703125,2.52642822265625,Fixation,POINT (0.0885966792702675 0.128440372645855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573621361,19088016830,1,1,"(0.09023776650428772, 0.1293964385986328)","(0.0921982079744339, 0.12880149483680725)",1,1,2.48394775390625,2.515228271484375,Fixation,POINT (0.0912179872393608 0.12909896671772),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573629695,19088025164,1,1,"(0.09147217869758606, 0.12179654091596603)","(0.09372511506080627, 0.12928760051727295)",1,1,2.489837646484375,2.51422119140625,Fixation,POINT (0.0925986468791962 0.1255420707166195),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573638028,19088033497,1,1,"(0.09233418107032776, 0.12423381209373474)","(0.09068074077367783, 0.12739349901676178)",1,1,2.489486694335937,2.507720947265625,Fixation,POINT (0.0915074609220028 0.1258136555552483),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573646362,19088041831,1,1,"(0.08836337924003601, 0.1279156655073166)","(0.09384811669588089, 0.12462803721427917)",1,1,2.486236572265625,2.505645751953125,Fixation,POINT (0.0911057479679584 0.1262718513607979),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573654695,19088050164,1,1,"(0.09102955460548401, 0.12370642274618149)","(0.09466253221035004, 0.12680219113826752)",1,1,2.4735260009765625,2.5110626220703125,Fixation,POINT (0.092846043407917 0.1252543069422245),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573663028,19088058497,1,1,"(0.09053361415863037, 0.13007839024066925)","(0.09333737939596176, 0.1280648559331894)",1,1,2.483856201171875,2.518951416015625,Fixation,POINT (0.0919354967772961 0.1290716230869293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573671362,19088066831,1,1,"(0.08680225908756256, 0.1273927390575409)","(0.09213798493146896, 0.12951365113258362)",1,1,2.492401123046875,2.5119171142578125,Fixation,POINT (0.0894701220095158 0.1284531950950623),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573679695,19088075164,1,1,"(0.09933669120073318, 0.12373518198728561)","(0.1111084446310997, 0.12927430868148804)",1,1,2.475692749023437,2.524078369140625,Fixation,POINT (0.1052225679159164 0.1265047453343868),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573696363,19088091832,1,1,"(0.14261163771152496, 0.10455253720283508)","(0.14962400496006012, 0.1172104999423027)",1,1,2.50531005859375,2.547088623046875,Fixation,POINT (0.1461178213357925 0.1108815185725689),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573704697,19088100165,1,1,"(0.14862212538719177, 0.106999970972538)","(0.15138202905654907, 0.11454656720161438)",1,1,2.521209716796875,2.55767822265625,Fixation,POINT (0.1500020772218704 0.1107732690870762),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573713030,19088108498,1,1,"(0.14655159413814545, 0.112159863114357)","(0.1516733169555664, 0.11827049404382706)",1,1,2.511199951171875,2.5421295166015625,Fixation,POINT (0.1491124555468559 0.115215178579092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573721363,19088116831,1,1,"(0.1485174000263214, 0.1063389703631401)","(0.15315650403499603, 0.12117424607276917)",1,1,2.5197296142578125,2.5438690185546875,Fixation,POINT (0.1508369520306587 0.1137566082179546),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573729696,19088125164,1,1,"(0.1472683846950531, 0.10933654755353928)","(0.15475377440452576, 0.11979130655527115)",1,1,2.5098419189453125,2.53741455078125,Fixation,POINT (0.1510110795497894 0.1145639270544052),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573738036,19088133504,1,1,"(0.1489678919315338, 0.11250606924295425)","(0.15389424562454224, 0.11777454614639282)",1,1,2.511703491210937,2.5476226806640625,Fixation,POINT (0.151431068778038 0.1151403076946735),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573746369,19088141837,1,1,"(0.15520694851875305, 0.11291691660881042)","(0.15088307857513428, 0.12006153166294098)",1,1,2.508331298828125,2.544403076171875,Fixation,POINT (0.1530450135469437 0.1164892241358757),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573754702,19088150170,1,1,"(0.15473051369190216, 0.11415097117424011)","(0.15504002571105957, 0.1192745640873909)",1,1,2.5171051025390625,2.5510711669921875,Fixation,POINT (0.1548852697014809 0.1167127676308155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573763036,19088158504,1,1,"(0.15121324360370636, 0.11303187161684036)","(0.1555318683385849, 0.11952822655439377)",1,1,2.518798828125,2.55242919921875,Fixation,POINT (0.1533725559711456 0.1162800490856171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573771370,19088166838,1,1,"(0.1489647924900055, 0.11867082118988037)","(0.15291474759578705, 0.12311474978923798)",1,1,2.523773193359375,2.54998779296875,Fixation,POINT (0.1509397700428963 0.1208927854895592),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573779703,19088175171,1,1,"(0.15312735736370087, 0.11389129608869553)","(0.15430848300457, 0.12379928678274155)",1,1,2.5211944580078125,2.557464599609375,Fixation,POINT (0.1537179201841354 0.1188452914357185),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573788036,19088183504,1,1,"(0.15087784826755524, 0.10889356583356857)","(0.15617993474006653, 0.12038841843605042)",1,1,2.5174102783203125,2.5676422119140625,Fixation,POINT (0.1535288915038109 0.1146409921348095),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573796369,19088191837,1,1,"(0.15128043293952942, 0.11673187464475632)","(0.15555764734745026, 0.12404825538396835)",1,1,2.532470703125,2.5554962158203125,Fixation,POINT (0.1534190401434898 0.1203900650143623),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573804703,19088200171,1,1,"(0.15242071449756622, 0.10284431278705597)","(0.15401586890220642, 0.12295671552419662)",1,1,2.531585693359375,2.564422607421875,Fixation,POINT (0.1532182916998863 0.1129005141556263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573813036,19088208504,1,1,"(0.1538189798593521, 0.11082033067941666)","(0.15873584151268005, 0.11762890219688416)",1,1,2.550201416015625,2.551254272460937,Fixation,POINT (0.1562774106860161 0.1142246164381504),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573821369,19088216837,1,1,"(0.15442298352718353, 0.11172321438789368)","(0.14954537153244019, 0.11827834695577621)",1,1,2.5509490966796875,2.5725250244140625,Fixation,POINT (0.1519841775298119 0.115000780671835),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573829702,19088225170,1,1,"(0.15582312643527985, 0.11471852660179138)","(0.15763075649738312, 0.11844615638256073)",1,1,2.554046630859375,2.560516357421875,Fixation,POINT (0.1567269414663315 0.1165823414921761),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573838036,19088233504,1,1,"(0.15185177326202393, 0.11571044474840164)","(0.1551796793937683, 0.12018591910600662)",1,1,2.5472564697265625,2.569061279296875,Fixation,POINT (0.1535157263278961 0.1179481819272041),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573846370,19088241838,1,1,"(0.15795397758483887, 0.11665703356266022)","(0.15664345026016235, 0.1261049062013626)",1,1,2.5398101806640625,2.553314208984375,Fixation,POINT (0.1572987139225006 0.1213809698820114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573854703,19088250171,1,1,"(0.15666905045509338, 0.11299680918455124)","(0.15512649714946747, 0.1200389415025711)",1,1,2.5586090087890625,2.5777740478515625,Fixation,POINT (0.1558977738022804 0.1165178753435612),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573863039,19088258507,1,1,"(0.1590307354927063, 0.10744106769561768)","(0.15472592413425446, 0.1193290427327156)",1,1,2.5410919189453125,2.568267822265625,Fixation,POINT (0.1568783298134804 0.1133850552141666),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573871372,19088266840,1,1,"(0.15655280649662018, 0.11425723880529404)","(0.15338483452796936, 0.1220419779419899)",1,1,2.554428100585937,2.58099365234375,Fixation,POINT (0.1549688205122948 0.118149608373642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573879705,19088275173,1,1,"(0.15439139306545258, 0.10909522324800491)","(0.15449091792106628, 0.12029899656772614)",1,1,2.5386505126953125,2.5692901611328125,Fixation,POINT (0.1544411554932594 0.1146971099078655),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573888039,19088283507,1,1,"(0.15807491540908813, 0.11309082061052322)","(0.15486428141593933, 0.12209708243608475)",1,1,2.5484771728515625,2.573226928710937,Fixation,POINT (0.1564695984125137 0.117593951523304),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573896373,19088291841,1,1,"(0.15500018000602722, 0.10721509903669357)","(0.15483398735523224, 0.11642514914274216)",1,1,2.5520782470703125,2.578582763671875,Fixation,POINT (0.1549170836806297 0.1118201240897179),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573904706,19088300174,1,1,"(0.1543431580066681, 0.10483507812023163)","(0.15847547352313995, 0.11944378167390823)",1,1,2.5548858642578125,2.5867919921875,Fixation,POINT (0.156409315764904 0.1121394298970699),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573913039,19088308507,1,1,"(0.1532934308052063, 0.1060459315776825)","(0.1540156453847885, 0.11871244758367538)",1,1,2.5571746826171875,2.6002197265625,Fixation,POINT (0.1536545380949974 0.1123791895806789),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573921372,19088316840,1,1,"(0.15486229956150055, 0.1162116751074791)","(0.15448659658432007, 0.11556447297334671)",1,1,2.548812866210937,2.5915679931640625,Fixation,POINT (0.1546744480729103 0.1158880740404129),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573929706,19088325174,1,1,"(0.15156161785125732, 0.11335133761167526)","(0.15513072907924652, 0.11575912684202194)",1,1,2.5477294921875,2.58343505859375,Fixation,POINT (0.1533461734652519 0.1145552322268486),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573938039,19088333507,1,1,"(0.15351134538650513, 0.11369850486516953)","(0.1559286117553711, 0.11834900081157684)",1,1,2.558837890625,2.598907470703125,Fixation,POINT (0.1547199785709381 0.1160237528383732),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573946373,19088341841,1,1,"(0.1498854160308838, 0.11430517584085464)","(0.1579342633485794, 0.12114063650369644)",1,1,2.548065185546875,2.5901641845703125,Fixation,POINT (0.1539098396897316 0.1177229061722755),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573954706,19088350174,1,1,"(0.15241838991641998, 0.11207365989685059)","(0.15290482342243195, 0.1186780333518982)",1,1,2.5617828369140625,2.5980682373046875,Fixation,POINT (0.152661606669426 0.1153758466243744),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573963039,19088358507,1,1,"(0.15246230363845825, 0.10039621591567993)","(0.155011847615242, 0.11866919696331024)",1,1,2.5577392578125,2.59796142578125,Fixation,POINT (0.1537370756268501 0.1095327064394951),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573971372,19088366840,1,1,"(0.15198040008544922, 0.10952229052782059)","(0.1490563601255417, 0.11786693334579468)",1,1,2.564361572265625,2.6058807373046875,Fixation,POINT (0.1505183801054954 0.1136946119368076),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573979706,19088375174,1,1,"(0.149427130818367, 0.10902281105518341)","(0.1532205045223236, 0.12049340456724167)",1,1,2.54754638671875,2.5990447998046875,Fixation,POINT (0.1513238176703453 0.1147581078112125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573988039,19088383507,1,1,"(0.15710550546646118, 0.1081908568739891)","(0.1529008448123932, 0.11962375789880753)",1,1,2.5550689697265625,2.601287841796875,Fixation,POINT (0.1550031751394272 0.1139073073863983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210573996378,19088391845,1,1,"(0.15593494474887848, 0.09971186518669128)","(0.15459264814853668, 0.11644314229488373)",1,1,2.55059814453125,2.603424072265625,Fixation,POINT (0.1552637964487076 0.1080775037407875),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210574004712,19088400179,1,1,"(0.15551558136940002, 0.10227468609809875)","(0.15596218407154083, 0.12107770144939423)",1,1,2.568450927734375,2.6097869873046875,Fixation,POINT (0.1557388827204704 0.1116761937737465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210574013045,19088408512,1,1,"(0.15843677520751953, 0.10811857879161835)","(0.15318159759044647, 0.11752567440271378)",1,1,2.5584869384765625,2.6084747314453125,Fixation,POINT (0.155809186398983 0.1128221265971661),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210574021378,19088416845,1,1,"(0.15402008593082428, 0.11518944054841995)","(0.15132668614387512, 0.12041185051202774)",1,1,2.556137084960937,2.603485107421875,Fixation,POINT (0.1526733860373497 0.1178006455302238),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,setCombo_Value,19344536,1210574029711,19088425178,1,1,"(0.1499253660440445, 0.11045722663402557)","(0.15214557945728302, 0.1193595603108406)",1,1,2.560272216796875,2.594833374023437,Fixation,POINT (0.1510354727506638 0.1149083934724331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
