,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,protected.0,void.0,tellAgain.0,final.0,QName.0,message.0,throws.0,RemoteException.0,final.1,AbstractCoordParticipantProxy.0,proxy.0,=.0,this.0,getParticipantProxy.0,if.0,State.0,MESSAGE_CANCEL.0,equals.0,message.1,proxy.1,cancelOperation.0,nan.0,else if.0,State.1,MESSAGE_COMPENSATE.0,equals.1,message.2,proxy.2,compensateOperation.0,nan.1,else if.1,State.2,MESSAGE_CLOSE.0,equals.2,message.3,proxy.3,closeOperation.0,nan.2,else if.2,State.3,MESSAGE_EXITED.0,equals.3,message.4,proxy.4,exitedOperation.0,nan.3,else if.3,State.4,MESSAGE_FAULTED.0,equals.4,message.5,proxy.5,faultedOperation.0,nan.4,else if.4,State.5,MESSAGE_GETSTATUS.0,equals.5,message.6,proxy.6,getStatusOperation.0,nan.5,else.0,throw.0,new.0,IllegalArgumentException.0,"""Sorry cannot tell a participant "".100",+.0,message.7,prewritten,accurate,missing,unnecessary,readable,code
0,136,tellAgain,18912425,1208037900360,16552303760,1,1,"(0.15996049344539642, 0.10823410004377365)","(0.1685219556093216, 0.13298048079013824)",1,1,2.583740234375,2.6187286376953125,Fixation,POINT (0.164241224527359 0.120607290416956),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208037908693,16552312093,1,1,"(0.16985081136226654, 0.11777365952730179)","(0.17222322523593903, 0.13265754282474518)",1,1,2.5980377197265625,2.6211090087890625,Fixation,POINT (0.1710370182991028 0.1252156011760235),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208037917033,16552320433,1,1,"(0.16374307870864868, 0.10348790884017944)","(0.17260129749774933, 0.13409215211868286)",1,1,2.5859527587890625,2.623031616210937,Fixation,POINT (0.168172188103199 0.1187900304794312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208037925366,16552328766,1,1,"(0.16922850906848907, 0.10596133023500443)","(0.1738579273223877, 0.1339273303747177)",1,1,2.5976104736328125,2.6112213134765625,Fixation,POINT (0.1715432181954384 0.1199443303048611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208037933699,16552337099,1,1,"(0.16774477064609528, 0.10408364236354828)","(0.17769896984100342, 0.13479360938072205)",1,1,2.5972442626953125,2.6268768310546875,Fixation,POINT (0.1727218702435494 0.1194386258721352),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208037942033,16552345433,1,1,"(0.17109815776348114, 0.11329284310340881)","(0.17678026854991913, 0.14033737778663635)",1,1,2.6089324951171875,2.6317901611328125,Fixation,POINT (0.1739392131567001 0.1268151104450226),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208037950366,16552353766,1,1,"(0.17417727410793304, 0.10249706357717514)","(0.17853815853595734, 0.12627780437469482)",1,1,2.597640991210937,2.6198883056640625,Fixation,POINT (0.1763577163219452 0.114387433975935),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208037958699,16552362099,1,1,"(0.17164194583892822, 0.1046210378408432)","(0.18102209270000458, 0.13104718923568726)",1,1,2.59893798828125,2.619903564453125,Fixation,POINT (0.1763320192694664 0.1178341135382652),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208037967033,16552370433,1,1,"(0.1684667319059372, 0.10635051131248474)","(0.17719990015029907, 0.14063487946987152)",1,1,2.6046295166015625,2.639312744140625,Fixation,POINT (0.1728333160281181 0.1234926953911781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208037975366,16552378766,1,1,"(0.1706048548221588, 0.10358327627182007)","(0.18010491132736206, 0.14238253235816956)",1,1,2.6045379638671875,2.62030029296875,Fixation,POINT (0.1753548830747604 0.1229829043149948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208037983699,16552387099,1,1,"(0.18296854197978973, 0.10540137439966202)","(0.1901264488697052, 0.14919035136699677)",1,1,2.6206512451171875,2.66546630859375,Fixation,POINT (0.1865474954247475 0.1272958628833294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208037992033,16552395433,1,1,"(0.193990558385849, 0.11963523924350739)","(0.2073872834444046, 0.14815275371074677)",1,1,2.594696044921875,2.675888061523437,Fixation,POINT (0.2006889209151268 0.1338939964771271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038008699,16552412099,1,1,"(0.21534955501556396, 0.12619513273239136)","(0.22553282976150513, 0.15249794721603394)",1,1,2.6431121826171875,2.678573608398437,Fixation,POINT (0.2204411923885346 0.1393465399742126),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038017033,16552420433,1,1,"(0.21547113358974457, 0.12573477625846863)","(0.2271692305803299, 0.15862227976322174)",1,1,2.6247100830078125,2.6704559326171875,Fixation,POINT (0.2213201820850372 0.1421785280108452),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038025366,16552428766,1,1,"(0.2185841202735901, 0.13306471705436707)","(0.22832170128822327, 0.15665005147457123)",1,1,2.62200927734375,2.6736602783203125,Fixation,POINT (0.2234529107809067 0.1448573842644692),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038033699,16552437099,1,1,"(0.2154150754213333, 0.13527794182300568)","(0.22635836899280548, 0.14250439405441284)",1,1,2.6302032470703125,2.6774139404296875,Fixation,POINT (0.2208867222070694 0.1388911679387093),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038042033,16552445433,1,1,"(0.2166871428489685, 0.12903857231140137)","(0.22472639381885529, 0.14778265357017517)",1,1,2.6196441650390625,2.67779541015625,Fixation,POINT (0.2207067683339119 0.1384106129407883),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038050370,16552453770,1,1,"(0.2107686549425125, 0.12170881778001785)","(0.22622670233249664, 0.15377512574195862)",1,1,2.613525390625,2.6898651123046875,Fixation,POINT (0.2184976786375046 0.1377419717609882),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038058705,16552462105,1,1,"(0.21254923939704895, 0.12821809947490692)","(0.22187715768814087, 0.14854416251182556)",1,1,2.638778686523437,2.6774444580078125,Fixation,POINT (0.2172131985425949 0.1383811309933662),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038067038,16552470438,1,1,"(0.21535047888755798, 0.12463005632162094)","(0.21954494714736938, 0.14667829871177673)",1,1,2.629135131835937,2.68731689453125,Fixation,POINT (0.2174477130174637 0.1356541775166988),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038075372,16552478772,1,1,"(0.21288426220417023, 0.13108326494693756)","(0.21711117029190063, 0.1394483894109726)",1,1,2.628280639648437,2.676376342773437,Fixation,POINT (0.2149977162480354 0.1352658271789551),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038083705,16552487105,1,1,"(0.21016710996627808, 0.12529130280017853)","(0.21514494717121124, 0.13981932401657104)",1,1,2.62896728515625,2.696197509765625,Fixation,POINT (0.2126560285687447 0.1325553134083748),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038092039,16552495439,1,1,"(0.21048997342586517, 0.13230587542057037)","(0.21448229253292084, 0.14631815254688263)",1,1,2.6245269775390625,2.68096923828125,Fixation,POINT (0.212486132979393 0.1393120139837265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038100372,16552503772,1,1,"(0.2115412801504135, 0.12926696240901947)","(0.2194972187280655, 0.13719019293785095)",1,1,2.6319732666015625,2.6811981201171875,Fixation,POINT (0.2155192494392395 0.1332285776734352),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038108705,16552512105,1,1,"(0.21701329946517944, 0.12888137996196747)","(0.22148165106773376, 0.13586942851543427)",1,1,2.622161865234375,2.6787109375,Fixation,POINT (0.2192474752664566 0.1323754042387009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038117038,16552520438,1,1,"(0.21833322942256927, 0.12543734908103943)","(0.22342297434806824, 0.13732333481311798)",1,1,2.626800537109375,2.67584228515625,Fixation,POINT (0.2208781018853188 0.1313803419470787),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038125372,16552528772,1,1,"(0.220856711268425, 0.12888334691524506)","(0.22590821981430054, 0.1363416612148285)",1,1,2.6212310791015625,2.6998443603515625,Fixation,POINT (0.2233824655413628 0.1326125040650368),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038133705,16552537105,1,1,"(0.2204066962003708, 0.12176060676574707)","(0.2264476716518402, 0.14163774251937866)",1,1,2.639389038085937,2.685897827148437,Fixation,POINT (0.2234271839261055 0.1316991746425629),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038142039,16552545439,1,1,"(0.21904687583446503, 0.11941580474376678)","(0.2272786796092987, 0.14530639350414276)",1,1,2.62152099609375,2.679168701171875,Fixation,POINT (0.2231627777218819 0.1323610991239548),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038150372,16552553772,1,1,"(0.21630214154720306, 0.12380815297365189)","(0.2245216965675354, 0.14706909656524658)",1,1,2.619979858398437,2.678680419921875,Fixation,POINT (0.2204119190573692 0.1354386247694492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038167037,16552570437,1,1,"(0.18320916593074799, 0.10786037892103195)","(0.19103378057479858, 0.14144596457481384)",1,1,2.63671875,2.68841552734375,Fixation,POINT (0.1871214732527733 0.1246531717479229),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038175370,16552578770,1,1,"(0.18488265573978424, 0.10901672393083572)","(0.1941821277141571, 0.14307501912117004)",1,1,2.6307830810546875,2.686309814453125,Fixation,POINT (0.1895323917269707 0.1260458715260029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038183708,16552587108,1,1,"(0.18283167481422424, 0.1058979332447052)","(0.1907818764448166, 0.14555837213993073)",1,1,2.6438446044921875,2.659210205078125,Fixation,POINT (0.1868067756295204 0.125728152692318),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038192042,16552595442,1,1,"(0.18509624898433685, 0.1039845272898674)","(0.18703903257846832, 0.14873787760734558)",1,1,2.628326416015625,2.673980712890625,Fixation,POINT (0.1860676407814026 0.1263612024486065),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038200375,16552603775,1,1,"(0.18384750187397003, 0.09875946491956711)","(0.18659308552742004, 0.14542196691036224)",1,1,2.61212158203125,2.6669921875,Fixation,POINT (0.185220293700695 0.1220907159149647),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038208708,16552612108,1,1,"(0.1879124641418457, 0.10411093384027481)","(0.19059614837169647, 0.14908917248249054)",1,1,2.642318725585937,2.679931640625,Fixation,POINT (0.1892543062567711 0.1266000531613827),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038217041,16552620441,1,1,"(0.18773490190505981, 0.10324115306138992)","(0.1911633461713791, 0.14341957867145538)",1,1,2.6302032470703125,2.691635131835937,Fixation,POINT (0.1894491240382194 0.1233303658664226),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038225375,16552628775,1,1,"(0.19224408268928528, 0.10228168219327927)","(0.19222214818000793, 0.14820876717567444)",1,1,2.648681640625,2.6850128173828125,Fixation,POINT (0.1922331154346466 0.1252452246844768),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038233708,16552637108,1,1,"(0.18857595324516296, 0.11574070155620575)","(0.19375872611999512, 0.14733488857746124)",1,1,2.6692047119140625,2.6748504638671875,Fixation,POINT (0.191167339682579 0.1315377950668335),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038242041,16552645441,1,1,"(0.18582382798194885, 0.1074201762676239)","(0.1960412561893463, 0.14510926604270935)",1,1,2.632232666015625,2.69464111328125,Fixation,POINT (0.1909325420856476 0.1262647211551666),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038250375,16552653775,1,1,"(0.18883627653121948, 0.1165434941649437)","(0.1962711066007614, 0.15096515417099)",1,1,2.642074584960937,2.6789703369140625,Fixation,POINT (0.1925536915659904 0.1337543241679668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038258708,16552662108,1,1,"(0.18913519382476807, 0.10946992039680481)","(0.19855281710624695, 0.1560419797897339)",1,1,2.64227294921875,2.6765899658203125,Fixation,POINT (0.1938440054655075 0.1327559500932694),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038267041,16552670441,1,1,"(0.18522296845912933, 0.10947702825069427)","(0.19833096861839294, 0.1582326740026474)",1,1,2.6470947265625,2.6922760009765625,Fixation,POINT (0.1917769685387611 0.1338548511266708),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038275375,16552678775,1,1,"(0.1852358877658844, 0.11312002688646317)","(0.19971713423728943, 0.16343754529953003)",1,1,2.6475372314453125,2.678817749023437,Fixation,POINT (0.1924765110015869 0.1382787860929966),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038283708,16552687108,1,1,"(0.187329962849617, 0.10630481690168381)","(0.1951027512550354, 0.15296709537506104)",1,1,2.669097900390625,2.6875,Fixation,POINT (0.1912163570523262 0.1296359561383724),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038292041,16552695441,1,1,"(0.18994061648845673, 0.110064797103405)","(0.19635136425495148, 0.15020568668842316)",1,1,2.6721649169921875,2.6871337890625,Fixation,POINT (0.1931459903717041 0.1301352418959141),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038300375,16552703775,1,1,"(0.18531088531017303, 0.1086919978260994)","(0.1955185979604721, 0.1419232040643692)",1,1,2.6740264892578125,2.686859130859375,Fixation,POINT (0.1904147416353226 0.1253076009452343),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038308711,16552712111,1,1,"(0.1877293586730957, 0.10280762612819672)","(0.19365538656711578, 0.1532272845506668)",1,1,2.659698486328125,2.69293212890625,Fixation,POINT (0.1906923726201057 0.1280174553394318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038317044,16552720444,1,1,"(0.18470962345600128, 0.11154354363679886)","(0.19699403643608093, 0.14925289154052734)",1,1,2.660247802734375,2.6856231689453125,Fixation,POINT (0.1908518299460411 0.1303982175886631),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038325378,16552728778,1,1,"(0.1850188821554184, 0.10948063433170319)","(0.19517385959625244, 0.15518523752689362)",1,1,2.6484832763671875,2.69171142578125,Fixation,POINT (0.1900963708758354 0.1323329359292984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038333711,16552737111,1,1,"(0.18394069373607635, 0.10698075592517853)","(0.19338087737560272, 0.1483917534351349)",1,1,2.65106201171875,2.6869354248046875,Fixation,POINT (0.1886607855558395 0.1276862546801567),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038342044,16552745444,1,1,"(0.18649162352085114, 0.10717026889324188)","(0.19237834215164185, 0.15612667798995972)",1,1,2.667266845703125,2.6964263916015625,Fixation,POINT (0.1894349828362465 0.1316484734416008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038350378,16552753778,1,1,"(0.18979161977767944, 0.10839927196502686)","(0.1950383186340332, 0.14645972847938538)",1,1,2.643585205078125,2.6881561279296875,Fixation,POINT (0.1924149692058563 0.1274295002222061),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038358711,16552762111,1,1,"(0.19161851704120636, 0.11574661731719971)","(0.19423946738243103, 0.14388646185398102)",1,1,2.655731201171875,2.691268920898437,Fixation,POINT (0.1929289922118187 0.1298165395855904),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038367044,16552770444,1,1,"(0.18792900443077087, 0.11381056159734726)","(0.1967490017414093, 0.15557433664798737)",1,1,2.6568603515625,2.7028350830078125,Fixation,POINT (0.1923390030860901 0.1346924491226673),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038375378,16552778778,1,1,"(0.18467633426189423, 0.1101127490401268)","(0.19724810123443604, 0.1554683893918991)",1,1,2.66070556640625,2.7042999267578125,Fixation,POINT (0.1909622177481651 0.132790569216013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038383711,16552787111,1,1,"(0.18654577434062958, 0.11279833316802979)","(0.1922798752784729, 0.15623268485069275)",1,1,2.639495849609375,2.68792724609375,Fixation,POINT (0.1894128248095512 0.1345155090093613),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038392044,16552795444,1,1,"(0.18046283721923828, 0.11052093654870987)","(0.18944315612316132, 0.15064415335655212)",1,1,2.672119140625,2.706573486328125,Fixation,POINT (0.1849529966711998 0.130582544952631),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038400378,16552803778,1,1,"(0.18363456428050995, 0.10870993137359619)","(0.1864987313747406, 0.15542420744895935)",1,1,2.671493530273437,2.6967315673828125,Fixation,POINT (0.1850666478276253 0.1320670694112778),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038408711,16552812111,1,1,"(0.1904778629541397, 0.11284848302602768)","(0.19784118235111237, 0.15976592898368835)",1,1,2.6521759033203125,2.7078857421875,Fixation,POINT (0.194159522652626 0.136307206004858),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038425378,16552828778,1,1,"(0.23483088612556458, 0.10894451290369034)","(0.2441841959953308, 0.1422933042049408)",1,1,2.6776885986328125,2.717864990234375,Fixation,POINT (0.2395075410604477 0.1256189085543156),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038433711,16552837111,1,1,"(0.23983150720596313, 0.11623800545930862)","(0.2458200752735138, 0.1430945098400116)",1,1,2.6826324462890625,2.714385986328125,Fixation,POINT (0.2428257912397385 0.1296662576496601),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038442050,16552845450,1,1,"(0.22927016019821167, 0.11106808483600616)","(0.23908989131450653, 0.147874653339386)",1,1,2.659759521484375,2.719970703125,Fixation,POINT (0.2341800257563591 0.1294713690876961),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038450384,16552853784,1,1,"(0.22970668971538544, 0.10374558717012405)","(0.23665571212768555, 0.14637212455272675)",1,1,2.6351470947265625,2.7176666259765625,Fixation,POINT (0.2331812009215355 0.1250588558614254),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038458717,16552862117,1,1,"(0.23956581950187683, 0.11868283897638321)","(0.23778574168682098, 0.14550182223320007)",1,1,2.668609619140625,2.7163543701171875,Fixation,POINT (0.2386757805943489 0.1320923306047916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038467050,16552870450,1,1,"(0.23673097789287567, 0.10912899672985077)","(0.2383253127336502, 0.144933819770813)",1,1,2.6377105712890625,2.7120513916015625,Fixation,POINT (0.2375281453132629 0.1270314082503319),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038475384,16552878784,1,1,"(0.24226373434066772, 0.11629661917686462)","(0.2442011833190918, 0.14758403599262238)",1,1,2.667236328125,2.7035369873046875,Fixation,POINT (0.2432324588298798 0.1319403275847435),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,tellAgain,18912425,1208038483717,16552887117,1,1,"(0.23253722488880157, 0.11712796241044998)","(0.2436245083808899, 0.1488095074892044)",1,1,2.636093139648437,2.717041015625,Fixation,POINT (0.2380808666348457 0.1329687349498272),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
