,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,private.0,void.0,addLimit.0,JPopupMenu.0,popup.0,JMenuItem.0,limit.0,=.0,makeMenuItem.0,"""Write option: Limit days..."".100","""Specify a limit for the written output in days"".101",new.0,ActionListener.0,SuppressWarnings.0,"""synthetic-access"".0",Override.0,public.0,void.1,actionPerformed.0,ActionEvent.0,e.0,actionLimit.0,popup.1,add.0,limit.1,prewritten,accurate,missing,unnecessary,readable,code
0,136,addLimit,34426334,1208761310121,17275712019,1,1,"(0.1544370949268341, 0.1296337991952896)","(0.15444840490818024, 0.16552145779132843)",1,1,2.4783477783203125,2.4376220703125,Fixation,POINT (0.1544427499175072 0.147577628493309),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761318455,17275720353,1,1,"(0.15595245361328125, 0.13180947303771973)","(0.15555118024349213, 0.1672363579273224)",1,1,2.463165283203125,2.447052001953125,Fixation,POINT (0.1557518169283867 0.1495229154825211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761326788,17275728686,1,1,"(0.15616703033447266, 0.12621860206127167)","(0.15199591219425201, 0.16499246656894684)",1,1,2.4542694091796875,2.42877197265625,Fixation,POINT (0.1540814712643623 0.1456055343151092),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761335124,17275737022,1,1,"(0.1571265012025833, 0.12395361810922623)","(0.15478113293647766, 0.15651917457580566)",1,1,2.46954345703125,2.44573974609375,Fixation,POINT (0.1559538170695305 0.140236396342516),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761343458,17275745356,1,1,"(0.1559615433216095, 0.13071878254413605)","(0.15332747995853424, 0.15115460753440857)",1,1,2.484283447265625,2.4530792236328125,Fixation,POINT (0.1546445116400719 0.1409366950392723),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761351791,17275753689,1,1,"(0.15613484382629395, 0.1386747509241104)","(0.1534176468849182, 0.15173937380313873)",1,1,2.4650115966796875,2.45068359375,Fixation,POINT (0.1547762453556061 0.1452070623636246),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761360124,17275762022,1,1,"(0.15741939842700958, 0.13424323499202728)","(0.15318582952022552, 0.1546603888273239)",1,1,2.443588256835937,2.45599365234375,Fixation,POINT (0.1553026139736176 0.1444518119096756),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761368457,17275770355,1,1,"(0.15830905735492706, 0.13503655791282654)","(0.15578746795654297, 0.15998482704162598)",1,1,2.4672088623046875,2.463485717773437,Fixation,POINT (0.157048262655735 0.1475106924772263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761376791,17275778689,1,1,"(0.15832363069057465, 0.13133415579795837)","(0.1567462682723999, 0.16000975668430328)",1,1,2.449462890625,2.4438934326171875,Fixation,POINT (0.1575349494814873 0.1456719562411308),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761385124,17275787022,1,1,"(0.15666694939136505, 0.13149188458919525)","(0.1576661318540573, 0.16168420016765594)",1,1,2.46142578125,2.449951171875,Fixation,POINT (0.1571665406227112 0.1465880423784256),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761393458,17275795356,1,1,"(0.1619674414396286, 0.1327097862958908)","(0.1630537062883377, 0.1673871874809265)",1,1,2.460433959960937,2.453521728515625,Fixation,POINT (0.1625105738639832 0.1500484868884087),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761401791,17275803689,1,1,"(0.16120143234729767, 0.13496994972229004)","(0.16174821555614471, 0.1587243229150772)",1,1,2.456161499023437,2.47265625,Fixation,POINT (0.1614748239517212 0.1468471363186836),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761410124,17275812022,1,1,"(0.16102944314479828, 0.1414611041545868)","(0.1543729305267334, 0.15609554946422577)",1,1,2.450790405273437,2.444198608398437,Fixation,POINT (0.1577011868357658 0.1487783268094063),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761418458,17275820356,1,1,"(0.15189571678638458, 0.12443707883358002)","(0.15177412331104279, 0.16684257984161377)",1,1,2.4488067626953125,2.44061279296875,Fixation,POINT (0.1518349200487137 0.1456398293375969),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761426791,17275828689,1,1,"(0.15647248923778534, 0.12525123357772827)","(0.1513437181711197, 0.16292347013950348)",1,1,2.4751129150390625,2.466796875,Fixation,POINT (0.1539081037044525 0.1440873518586159),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761435124,17275837022,1,1,"(0.16384489834308624, 0.13209298253059387)","(0.154656320810318, 0.15837128460407257)",1,1,2.4726104736328125,2.461212158203125,Fixation,POINT (0.1592506095767021 0.1452321335673332),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761443459,17275845356,1,1,"(0.15867754817008972, 0.1338656097650528)","(0.15539804100990295, 0.1628897488117218)",1,1,2.4664459228515625,2.4626007080078125,Fixation,POINT (0.1570377945899963 0.1483776792883873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761451792,17275853689,1,1,"(0.15923552215099335, 0.13200204074382782)","(0.1520249992609024, 0.17277860641479492)",1,1,2.5068817138671875,2.4691314697265625,Fixation,POINT (0.1556302607059479 0.1523903235793114),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761460128,17275862025,1,1,"(0.159817174077034, 0.12044218182563782)","(0.15579447150230408, 0.16502457857131958)",1,1,2.509872436523437,2.4768218994140625,Fixation,POINT (0.157805822789669 0.1427333801984787),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761476795,17275878692,1,1,"(0.14555363357067108, 0.09957962483167648)","(0.14295156300067902, 0.15229161083698273)",1,1,2.4769287109375,2.4915924072265625,Fixation,POINT (0.144252598285675 0.1259356178343296),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761485128,17275887025,1,1,"(0.14182771742343903, 0.09894448518753052)","(0.12828756868839264, 0.14219288527965546)",1,1,2.495086669921875,2.49444580078125,Fixation,POINT (0.1350576430559158 0.120568685233593),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761493461,17275895358,1,1,"(0.14637799561023712, 0.10289430618286133)","(0.1394268423318863, 0.1349935084581375)",1,1,2.4937286376953125,2.502914428710937,Fixation,POINT (0.1429024189710617 0.1189439073204994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761501795,17275903692,1,1,"(0.1447296142578125, 0.10166797786951065)","(0.14408127963542938, 0.14503256976604462)",1,1,2.5045318603515625,2.494537353515625,Fixation,POINT (0.1444054469466209 0.1233502738177776),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761510128,17275912025,1,1,"(0.1425728052854538, 0.10128370672464371)","(0.14580267667770386, 0.14513017237186432)",1,1,2.5252685546875,2.508758544921875,Fixation,POINT (0.1441877409815788 0.123206939548254),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761518461,17275920358,1,1,"(0.14486341178417206, 0.1035972386598587)","(0.13785913586616516, 0.14937201142311096)",1,1,2.50750732421875,2.4973907470703125,Fixation,POINT (0.1413612738251686 0.1264846250414848),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761526795,17275928692,1,1,"(0.1424202024936676, 0.10448484867811203)","(0.1399661898612976, 0.15121836960315704)",1,1,2.514434814453125,2.506744384765625,Fixation,POINT (0.1411931961774826 0.1278516091406345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761535128,17275937025,1,1,"(0.13906079530715942, 0.100396066904068)","(0.14457565546035767, 0.14531578123569489)",1,1,2.5239410400390625,2.504608154296875,Fixation,POINT (0.1418182253837585 0.1228559240698814),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761543461,17275945358,1,1,"(0.1370282918214798, 0.10557927191257477)","(0.1444767266511917, 0.14200174808502197)",1,1,2.5279693603515625,2.508544921875,Fixation,POINT (0.1407525092363358 0.1237905099987984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761551795,17275953692,1,1,"(0.13944077491760254, 0.10328508913516998)","(0.1444399505853653, 0.14379702508449554)",1,1,2.5267333984375,2.487640380859375,Fixation,POINT (0.1419403627514839 0.1235410571098328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761560128,17275962025,1,1,"(0.1440872997045517, 0.09100973606109619)","(0.14112962782382965, 0.14520594477653503)",1,1,2.5286102294921875,2.5100555419921875,Fixation,POINT (0.1426084637641907 0.1181078404188156),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761568461,17275970358,1,1,"(0.1448379009962082, 0.09545986354351044)","(0.1321040838956833, 0.15512679517269135)",1,1,2.5291900634765625,2.497406005859375,Fixation,POINT (0.1384709924459457 0.1252933293581009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761576795,17275978692,1,1,"(0.1459292769432068, 0.09751950204372406)","(0.1382874846458435, 0.15389691293239594)",1,1,2.53546142578125,2.5145263671875,Fixation,POINT (0.1421083807945252 0.12570820748806),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761585128,17275987025,1,1,"(0.14281444251537323, 0.10107989609241486)","(0.13920556008815765, 0.1438814252614975)",1,1,2.5370025634765625,2.5105743408203125,Fixation,POINT (0.1410100013017654 0.1224806606769562),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761593466,17275995363,1,1,"(0.14553484320640564, 0.10828761011362076)","(0.13433311879634857, 0.14436867833137512)",1,1,2.5298614501953125,2.5125274658203125,Fixation,POINT (0.1399339810013771 0.1263281442224979),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761601802,17276003699,1,1,"(0.14243997633457184, 0.1050075814127922)","(0.13882368803024292, 0.14023911952972412)",1,1,2.542953491210937,2.5050506591796875,Fixation,POINT (0.1406318321824074 0.1226233504712582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761610135,17276012032,1,1,"(0.1412827968597412, 0.0900004655122757)","(0.13435819745063782, 0.1430174857378006)",1,1,2.5336456298828125,2.5164947509765625,Fixation,POINT (0.1378204971551895 0.1165089756250382),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761618468,17276020365,1,1,"(0.14670810103416443, 0.10032164305448532)","(0.13318763673305511, 0.14387278258800507)",1,1,2.5143585205078125,2.510589599609375,Fixation,POINT (0.1399478688836098 0.1220972128212452),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761626802,17276028699,1,1,"(0.1423342227935791, 0.10061344504356384)","(0.1387593150138855, 0.15150834619998932)",1,1,2.526123046875,2.4962921142578125,Fixation,POINT (0.1405467689037323 0.1260608956217766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761635133,17276037030,1,1,"(0.14510759711265564, 0.10126020014286041)","(0.13536101579666138, 0.1478813737630844)",1,1,2.539947509765625,2.4790191650390625,Fixation,POINT (0.1402343064546585 0.1245707869529724),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761643466,17276045363,1,1,"(0.1403280645608902, 0.1100468710064888)","(0.14110559225082397, 0.1548420488834381)",1,1,2.5066375732421875,2.4734344482421875,Fixation,POINT (0.1407168284058571 0.1324444599449635),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761651800,17276053697,1,1,"(0.1476447433233261, 0.10260128229856491)","(0.13431648910045624, 0.1595677137374878)",1,1,2.511871337890625,2.477767944335937,Fixation,POINT (0.1409806162118912 0.1310844980180264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761660133,17276062030,1,1,"(0.14164325594902039, 0.09948115050792694)","(0.14617091417312622, 0.15971747040748596)",1,1,2.5200958251953125,2.4779205322265625,Fixation,POINT (0.1439070850610733 0.1295993104577064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761676801,17276078697,1,1,"(0.18446959555149078, 0.10522317886352539)","(0.18721431493759155, 0.13828079402446747)",1,1,2.519805908203125,2.485458374023437,Fixation,POINT (0.1858419552445412 0.1217519864439964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761685134,17276087030,1,1,"(0.1809501200914383, 0.10999239981174469)","(0.16700434684753418, 0.15009985864162445)",1,1,2.496551513671875,2.4725341796875,Fixation,POINT (0.1739772334694862 0.1300461292266846),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761693467,17276095363,1,1,"(0.1719217449426651, 0.10576220601797104)","(0.17109115421772003, 0.1433214247226715)",1,1,2.488021850585937,2.463851928710937,Fixation,POINT (0.1715064495801926 0.1245418153703213),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761701803,17276103699,1,1,"(0.18216060101985931, 0.10892681777477264)","(0.169460728764534, 0.14618653059005737)",1,1,2.485458374023437,2.4825439453125,Fixation,POINT (0.1758106648921967 0.127556674182415),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761710136,17276112032,1,1,"(0.1775054782629013, 0.10579439997673035)","(0.17305783927440643, 0.137503519654274)",1,1,2.4816436767578125,2.476898193359375,Fixation,POINT (0.1752816587686539 0.1216489598155022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761718467,17276120363,1,1,"(0.17944753170013428, 0.10249154269695282)","(0.1754092574119568, 0.1432306170463562)",1,1,2.506988525390625,2.48614501953125,Fixation,POINT (0.1774283945560455 0.1228610798716545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761726807,17276128703,1,1,"(0.178010955452919, 0.11457715928554535)","(0.17240820825099945, 0.134840726852417)",1,1,2.492431640625,2.4713287353515625,Fixation,POINT (0.1752095818519592 0.1247089430689812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761735140,17276137036,1,1,"(0.17615263164043427, 0.11585606634616852)","(0.17730188369750977, 0.13977287709712982)",1,1,2.488433837890625,2.484466552734375,Fixation,POINT (0.176727257668972 0.1278144717216492),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761743473,17276145369,1,1,"(0.17913031578063965, 0.11353810131549835)","(0.17008142173290253, 0.14370819926261902)",1,1,2.4870758056640625,2.4782257080078125,Fixation,POINT (0.1746058687567711 0.1286231502890587),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761751807,17276153703,1,1,"(0.17568179965019226, 0.11345267295837402)","(0.1784452497959137, 0.13474823534488678)",1,1,2.5016021728515625,2.4644927978515625,Fixation,POINT (0.177063524723053 0.1241004541516304),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761760140,17276162036,1,1,"(0.1805204600095749, 0.11295419186353683)","(0.17471642792224884, 0.14708656072616577)",1,1,2.471588134765625,2.4458770751953125,Fixation,POINT (0.1776184439659119 0.1300203762948513),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761768473,17276170369,1,1,"(0.17399322986602783, 0.11512576043605804)","(0.17253878712654114, 0.14464013278484344)",1,1,2.495697021484375,2.4824371337890625,Fixation,POINT (0.1732660084962845 0.1298829466104507),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761776807,17276178703,1,1,"(0.18094755709171295, 0.10839742422103882)","(0.17927046120166779, 0.14971217513084412)",1,1,2.4685516357421875,2.46514892578125,Fixation,POINT (0.1801090091466904 0.1290547996759415),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761785140,17276187036,1,1,"(0.17980429530143738, 0.11985980719327927)","(0.1675025373697281, 0.14515535533428192)",1,1,2.5001373291015625,2.4867095947265625,Fixation,POINT (0.1736534163355827 0.1325075812637806),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761793473,17276195369,1,1,"(0.1793118566274643, 0.11582674086093903)","(0.17634792625904083, 0.14140751957893372)",1,1,2.47882080078125,2.4769744873046875,Fixation,POINT (0.1778298914432526 0.1286171302199364),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761801807,17276203703,1,1,"(0.18262185156345367, 0.11270137876272202)","(0.17467543482780457, 0.14919665455818176)",1,1,2.49139404296875,2.4728240966796875,Fixation,POINT (0.1786486431956291 0.1309490166604519),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761810140,17276212036,1,1,"(0.17763651907444, 0.11464127898216248)","(0.17076894640922546, 0.14524994790554047)",1,1,2.4759979248046875,2.502182006835937,Fixation,POINT (0.1742027327418327 0.1299456134438515),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761818473,17276220369,1,1,"(0.17624616622924805, 0.11143280565738678)","(0.18044649064540863, 0.1622074693441391)",1,1,2.475616455078125,2.4807281494140625,Fixation,POINT (0.1783463284373283 0.1368201375007629),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761826807,17276228703,1,1,"(0.18023274838924408, 0.10639587044715881)","(0.17152076959609985, 0.15829512476921082)",1,1,2.476104736328125,2.4803466796875,Fixation,POINT (0.175876758992672 0.1323454976081848),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761835140,17276237036,1,1,"(0.17736931145191193, 0.10913201421499252)","(0.1716870367527008, 0.15531116724014282)",1,1,2.4699249267578125,2.482650756835937,Fixation,POINT (0.1745281741023064 0.1322215907275677),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761843473,17276245369,1,1,"(0.17981378734111786, 0.10163457691669464)","(0.1759595274925232, 0.1529778242111206)",1,1,2.5226287841796875,2.4689178466796875,Fixation,POINT (0.1778866574168205 0.1273062005639076),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761851809,17276253705,1,1,"(0.17958258092403412, 0.11018229275941849)","(0.1732817143201828, 0.14577935636043549)",1,1,2.480697631835937,2.4598846435546875,Fixation,POINT (0.1764321476221085 0.127980824559927),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761860142,17276262038,1,1,"(0.17612619698047638, 0.10672502219676971)","(0.17075221240520477, 0.14284417033195496)",1,1,2.4965057373046875,2.4621734619140625,Fixation,POINT (0.1734392046928406 0.1247845962643623),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761868475,17276270371,1,1,"(0.18205296993255615, 0.10693620145320892)","(0.17959563434123993, 0.15468508005142212)",1,1,2.479843139648437,2.480575561523437,Fixation,POINT (0.180824302136898 0.1308106407523155),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761876808,17276278704,1,1,"(0.1779244989156723, 0.11207645386457443)","(0.1658763438463211, 0.1446077823638916)",1,1,2.477447509765625,2.4981842041015625,Fixation,POINT (0.1719004213809967 0.128342118114233),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761910143,17276312038,1,1,"(0.05567517876625061, 0.15598136186599731)","(0.05922676622867584, 0.18588295578956604)",1,1,2.48016357421875,2.4781646728515625,Fixation,POINT (0.0574509724974632 0.1709321588277817),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addLimit,34426334,1208761918476,17276320371,1,1,"(0.06327875703573227, 0.15485064685344696)","(0.08267667144536972, 0.1743832677602768)",1,1,2.4754791259765625,2.470672607421875,Fixation,POINT (0.072977714240551 0.1646169573068619),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761926810,17276328705,1,1,"(0.06288310140371323, 0.1520557552576065)","(0.07242666184902191, 0.17431114614009857)",1,1,2.48150634765625,2.4901275634765625,Fixation,POINT (0.0676548816263676 0.1631834506988525),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761935143,17276337038,1,1,"(0.060299258679151535, 0.15375499427318573)","(0.07166274636983871, 0.17982318997383118)",1,1,2.4713287353515625,2.4651641845703125,Fixation,POINT (0.0659810025244951 0.1667890921235084),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761943476,17276345371,1,1,"(0.060375817120075226, 0.1590324342250824)","(0.07614459842443466, 0.16592536866664886)",1,1,2.464950561523437,2.45660400390625,Fixation,POINT (0.0682602077722549 0.1624789014458656),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761951810,17276353705,1,1,"(0.06287024915218353, 0.152433380484581)","(0.07796138525009155, 0.17801056802272797)",1,1,2.467376708984375,2.458251953125,Fixation,POINT (0.0704158172011375 0.1652219742536545),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761960143,17276362038,1,1,"(0.05920704826712608, 0.15647350251674652)","(0.07572923600673676, 0.16875606775283813)",1,1,2.4709625244140625,2.4641571044921875,Fixation,POINT (0.0674681421369314 0.1626147851347923),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761968476,17276370371,1,1,"(0.06364555656909943, 0.15767571330070496)","(0.06747187674045563, 0.17490629851818085)",1,1,2.453338623046875,2.4793243408203125,Fixation,POINT (0.0655587166547775 0.1662910059094429),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761976810,17276378705,1,1,"(0.061700355261564255, 0.1577620953321457)","(0.07457096129655838, 0.1753438413143158)",1,1,2.451995849609375,2.4635009765625,Fixation,POINT (0.0681356582790613 0.1665529683232307),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761985149,17276387044,1,1,"(0.06658904999494553, 0.15891078114509583)","(0.07687093317508698, 0.1731262356042862)",1,1,2.45794677734375,2.474151611328125,Fixation,POINT (0.0717299915850162 0.166018508374691),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208761993482,17276395377,1,1,"(0.06240241974592209, 0.15630878508090973)","(0.07597793638706207, 0.17549888789653778)",1,1,2.464324951171875,2.448638916015625,Fixation,POINT (0.0691901780664921 0.1659038364887238),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208762001816,17276403711,1,1,"(0.05922244116663933, 0.15557922422885895)","(0.07037440687417984, 0.1816549450159073)",1,1,2.4703826904296875,2.4660797119140625,Fixation,POINT (0.0647984240204096 0.1686170846223831),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208762010149,17276412044,1,1,"(0.05783376842737198, 0.1609746217727661)","(0.06784893572330475, 0.17130494117736816)",1,1,2.455047607421875,2.462799072265625,Fixation,POINT (0.0628413520753384 0.1661397814750671),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208762018482,17276420377,1,1,"(0.06504148989915848, 0.1678539663553238)","(0.07163651287555695, 0.16532033681869507)",1,1,2.450790405273437,2.460433959960937,Fixation,POINT (0.0683390013873577 0.1665871515870094),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208762026815,17276428710,1,1,"(0.06356354802846909, 0.16313940286636353)","(0.0688677579164505, 0.17067508399486542)",1,1,2.447357177734375,2.48101806640625,Fixation,POINT (0.0662156529724598 0.1669072434306145),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208762035149,17276437044,1,1,"(0.0630398839712143, 0.1584528237581253)","(0.07481960207223892, 0.1858537495136261)",1,1,2.460433959960937,2.4619598388671875,Fixation,POINT (0.0689297430217266 0.1721532866358757),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208762043482,17276445377,1,1,"(0.061774466186761856, 0.1610080450773239)","(0.07550918310880661, 0.18656055629253387)",1,1,2.4343414306640625,2.4834136962890625,Fixation,POINT (0.0686418246477842 0.1737843006849289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208762051815,17276453710,1,1,"(0.06195064261555672, 0.1520581841468811)","(0.06997114419937134, 0.1835612952709198)",1,1,2.4395751953125,2.449859619140625,Fixation,POINT (0.065960893407464 0.1678097397089004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208762060149,17276462044,1,1,"(0.06313428282737732, 0.15041765570640564)","(0.07841309905052185, 0.17897866666316986)",1,1,2.445098876953125,2.47021484375,Fixation,POINT (0.0707736909389496 0.1646981611847878),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208762068482,17276470377,1,1,"(0.05932946875691414, 0.155597522854805)","(0.07273253053426743, 0.1688513457775116)",1,1,2.442626953125,2.4521026611328125,Fixation,POINT (0.0660309996455908 0.1622244343161583),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208762076815,17276478710,1,1,"(0.058922864496707916, 0.15699517726898193)","(0.067255400121212, 0.16278882324695587)",1,1,2.443450927734375,2.4613800048828125,Fixation,POINT (0.06308913230896 0.1598920002579689),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208762085149,17276487044,1,1,"(0.05911676958203316, 0.15792937576770782)","(0.06710784137248993, 0.16867764294147491)",1,1,2.4552764892578125,2.463623046875,Fixation,POINT (0.0631123054772615 0.1633035093545914),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,addLimit,34426334,1208762093482,17276495377,1,1,"(0.06213255971670151, 0.156459778547287)","(0.06652938574552536, 0.17167675495147705)",1,1,2.459991455078125,2.4661102294921875,Fixation,POINT (0.0643309727311134 0.164068266749382),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
