,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,Collection.0,getInstitutions.0,try.0,if.0,iInstitutions.0,==.0,nan.0,refreshInstitutions.0,logger.0,debug.0,"""Institutions were nan while getting them Attempting to refresh "".100",return.0,iInstitutions.1,catch.0,Exception.0,e.0,logger.1,warn.0,e.1,getMessage.0,e.2,return.1,Collections.0,EMPTY_LIST.0,prewritten,accurate,missing,unnecessary,readable,code
0,136,getInstitutions,19280843,1209672836677,18187235520,1,1,"(0.11658456176519394, 0.2067994773387909)","(0.12846586108207703, 0.19499965012073517)",1,1,2.43731689453125,2.415924072265625,Fixation,POINT (0.1225252114236355 0.200899563729763),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672845016,18187243859,1,1,"(0.11609217524528503, 0.2064688354730606)","(0.12923423945903778, 0.20162950456142426)",1,1,2.445831298828125,2.44256591796875,Fixation,POINT (0.1226632073521614 0.2040491700172424),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672853348,18187252191,1,1,"(0.1185440868139267, 0.2076890468597412)","(0.13111832737922668, 0.19652432203292847)",1,1,2.444061279296875,2.4401092529296875,Fixation,POINT (0.1248312070965767 0.2021066844463348),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672861682,18187260525,1,1,"(0.11815307289361954, 0.20400026440620422)","(0.13157007098197937, 0.19610139727592468)",1,1,2.4407196044921875,2.43487548828125,Fixation,POINT (0.1248615719377994 0.2000508308410644),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672870016,18187268859,1,1,"(0.1185198426246643, 0.20622727274894714)","(0.12962661683559418, 0.19621576368808746)",1,1,2.457015991210937,2.430526733398437,Fixation,POINT (0.1240732297301292 0.2012215182185173),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672878349,18187277192,1,1,"(0.1215122789144516, 0.20700371265411377)","(0.13258276879787445, 0.19536246359348297)",1,1,2.43853759765625,2.410125732421875,Fixation,POINT (0.127047523856163 0.2011830881237984),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672886682,18187285525,1,1,"(0.11923102289438248, 0.2046196162700653)","(0.13268299400806427, 0.20026837289333344)",1,1,2.43499755859375,2.424102783203125,Fixation,POINT (0.1259570084512234 0.2024439945816994),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672895015,18187293858,1,1,"(0.12110894918441772, 0.20863893628120422)","(0.13395269215106964, 0.19663353264331818)",1,1,2.4447174072265625,2.4182891845703125,Fixation,POINT (0.1275308206677437 0.2026362344622612),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672903349,18187302192,1,1,"(0.11819435656070709, 0.20812684297561646)","(0.13190793991088867, 0.19632527232170105)",1,1,2.4331512451171875,2.424468994140625,Fixation,POINT (0.1250511482357979 0.2022260576486588),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672911682,18187310525,1,1,"(0.11830520629882812, 0.2056296467781067)","(0.13332821428775787, 0.20264017581939697)",1,1,2.426986694335937,2.4182891845703125,Fixation,POINT (0.125816710293293 0.2041349112987518),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672920016,18187318859,1,1,"(0.11825669556856155, 0.20055043697357178)","(0.13099871575832367, 0.20011596381664276)",1,1,2.44451904296875,2.414901733398437,Fixation,POINT (0.1246277056634426 0.2003332003951073),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672928349,18187327192,1,1,"(0.11961264163255692, 0.20574571192264557)","(0.132027268409729, 0.20493417978286743)",1,1,2.436676025390625,2.4161834716796875,Fixation,POINT (0.125819955021143 0.2053399458527565),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672936682,18187335525,1,1,"(0.1164478063583374, 0.20515160262584686)","(0.13200300931930542, 0.2028065323829651)",1,1,2.4372711181640625,2.4256134033203125,Fixation,POINT (0.1242254078388214 0.203979067504406),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672945015,18187343858,1,1,"(0.1208798885345459, 0.20951439440250397)","(0.1329585611820221, 0.20169217884540558)",1,1,2.42987060546875,2.4202880859375,Fixation,POINT (0.126919224858284 0.2056032866239548),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672953350,18187352192,1,1,"(0.11779142171144485, 0.20658499002456665)","(0.133382186293602, 0.20434479415416718)",1,1,2.4192657470703125,2.4105682373046875,Fixation,POINT (0.1255868040025234 0.2054648920893669),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672961683,18187360525,1,1,"(0.11792650818824768, 0.2069673091173172)","(0.12922419607639313, 0.20630964636802673)",1,1,2.413177490234375,2.42254638671875,Fixation,POINT (0.1235753521323204 0.206638477742672),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672970019,18187368861,1,1,"(0.11628185957670212, 0.20103169977664948)","(0.12970028817653656, 0.20972171425819397)",1,1,2.417236328125,2.41192626953125,Fixation,POINT (0.1229910738766193 0.2053767070174217),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672978352,18187377194,1,1,"(0.11731386184692383, 0.20696158707141876)","(0.12903065979480743, 0.20796258747577667)",1,1,2.4267578125,2.420761108398437,Fixation,POINT (0.1231722608208656 0.2074620872735977),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672986686,18187385528,1,1,"(0.11705615371465683, 0.20996956527233124)","(0.1261337399482727, 0.20670413970947266)",1,1,2.442367553710937,2.4170684814453125,Fixation,POINT (0.1215949468314648 0.208336852490902),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209672995019,18187393861,1,1,"(0.13137272000312805, 0.20311012864112854)","(0.14152975380420685, 0.20691125094890594)",1,1,2.4078826904296875,2.405059814453125,Fixation,POINT (0.1364512369036674 0.2050106897950172),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673011686,18187410528,1,1,"(0.15379180014133453, 0.20182886719703674)","(0.16290009021759033, 0.21092146635055542)",1,1,2.42120361328125,2.424041748046875,Fixation,POINT (0.1583459451794624 0.2063751667737961),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673020019,18187418861,1,1,"(0.15819212794303894, 0.19661465287208557)","(0.16696682572364807, 0.21500824391841888)",1,1,2.42633056640625,2.3985748291015625,Fixation,POINT (0.1625794768333435 0.2058114483952522),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673028353,18187427195,1,1,"(0.15640313923358917, 0.20547257363796234)","(0.1629907190799713, 0.206497922539711)",1,1,2.3999786376953125,2.418304443359375,Fixation,POINT (0.1596969291567802 0.2059852480888367),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673036686,18187435528,1,1,"(0.157560333609581, 0.2048855572938919)","(0.16642890870571136, 0.21459780633449554)",1,1,2.4105377197265625,2.414459228515625,Fixation,POINT (0.1619946211576462 0.2097416818141937),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673045019,18187443861,1,1,"(0.15988430380821228, 0.20244039595127106)","(0.16356363892555237, 0.21183544397354126)",1,1,2.423553466796875,2.417266845703125,Fixation,POINT (0.1617239713668823 0.2071379199624062),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673053353,18187452195,1,1,"(0.15821097791194916, 0.20002880692481995)","(0.16191866993904114, 0.20924752950668335)",1,1,2.4233551025390625,2.40667724609375,Fixation,POINT (0.1600648239254952 0.2046381682157516),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673061686,18187460528,1,1,"(0.15849187970161438, 0.2026926428079605)","(0.16427171230316162, 0.20906884968280792)",1,1,2.4113006591796875,2.4111328125,Fixation,POINT (0.161381796002388 0.2058807462453842),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673070019,18187468861,1,1,"(0.15859541296958923, 0.20404675602912903)","(0.1658019721508026, 0.21269311010837555)",1,1,2.4107666015625,2.4168243408203125,Fixation,POINT (0.1621986925601959 0.2083699330687523),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673078353,18187477195,1,1,"(0.16110514104366302, 0.20226936042308807)","(0.16563960909843445, 0.20769840478897095)",1,1,2.4181365966796875,2.4005279541015625,Fixation,POINT (0.1633723750710487 0.2049838826060295),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673086686,18187485528,1,1,"(0.15865236520767212, 0.20714731514453888)","(0.16301724314689636, 0.20811209082603455)",1,1,2.421905517578125,2.416366577148437,Fixation,POINT (0.1608348041772842 0.2076297029852867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673095019,18187493861,1,1,"(0.15854735672473907, 0.2110387086868286)","(0.16736771166324615, 0.2122831642627716)",1,1,2.41986083984375,2.405181884765625,Fixation,POINT (0.1629575341939926 0.2116609364748001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673103359,18187502201,1,1,"(0.15848828852176666, 0.20157615840435028)","(0.16877028346061707, 0.2056487500667572)",1,1,2.420013427734375,2.4117431640625,Fixation,POINT (0.1636292859911919 0.2036124542355537),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673111692,18187510534,1,1,"(0.15674294531345367, 0.20189912617206573)","(0.1661103069782257, 0.20822539925575256)",1,1,2.417266845703125,2.40081787109375,Fixation,POINT (0.1614266261458397 0.2050622627139092),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673120025,18187518867,1,1,"(0.16174940764904022, 0.20997008681297302)","(0.1689266413450241, 0.21125715970993042)",1,1,2.4134521484375,2.404815673828125,Fixation,POINT (0.1653380244970322 0.2106136232614517),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673128359,18187527201,1,1,"(0.1621822714805603, 0.21653664112091064)","(0.16660615801811218, 0.21074990928173065)",1,1,2.43023681640625,2.40643310546875,Fixation,POINT (0.1643942147493362 0.2136432752013206),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673136692,18187535534,1,1,"(0.16143955290317535, 0.2107831835746765)","(0.16890668869018555, 0.2028084695339203)",1,1,2.4326171875,2.394927978515625,Fixation,POINT (0.1651731207966804 0.2067958265542984),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673145025,18187543867,1,1,"(0.1604478508234024, 0.205293670296669)","(0.16851668059825897, 0.21857136487960815)",1,1,2.420654296875,2.4005126953125,Fixation,POINT (0.1644822657108307 0.2119325175881386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673153359,18187552201,1,1,"(0.16451461613178253, 0.20872196555137634)","(0.1672888845205307, 0.2104971557855606)",1,1,2.4093017578125,2.391204833984375,Fixation,POINT (0.1659017503261566 0.2096095606684685),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673161692,18187560534,1,1,"(0.1607178896665573, 0.20597802102565765)","(0.1680319607257843, 0.20399148762226105)",1,1,2.4283905029296875,2.4005584716796875,Fixation,POINT (0.1643749251961708 0.2049847543239594),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673170025,18187568867,1,1,"(0.16000425815582275, 0.20921511948108673)","(0.16821980476379395, 0.21217532455921173)",1,1,2.423583984375,2.383880615234375,Fixation,POINT (0.1641120314598084 0.2106952220201492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673178358,18187577200,1,1,"(0.15980136394500732, 0.20514905452728271)","(0.16760163009166718, 0.20602265000343323)",1,1,2.42059326171875,2.3972625732421875,Fixation,POINT (0.1637014970183372 0.205585852265358),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673186692,18187585534,1,1,"(0.16015061736106873, 0.2108924686908722)","(0.16825760900974274, 0.20962804555892944)",1,1,2.428802490234375,2.381011962890625,Fixation,POINT (0.1642041131854057 0.2102602571249008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673195025,18187593867,1,1,"(0.15930168330669403, 0.2028464525938034)","(0.16975192725658417, 0.20345057547092438)",1,1,2.40545654296875,2.387847900390625,Fixation,POINT (0.1645268052816391 0.2031485140323639),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673203360,18187602201,1,1,"(0.16104452311992645, 0.20916453003883362)","(0.1697607785463333, 0.20558303594589233)",1,1,2.420745849609375,2.3919830322265625,Fixation,POINT (0.1654026508331299 0.207373782992363),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673228359,18187627200,1,1,"(0.2378670573234558, 0.22030258178710938)","(0.24528951942920685, 0.22766518592834473)",1,1,2.4436187744140625,2.40625,Fixation,POINT (0.2415782883763313 0.223983883857727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673236697,18187635538,1,1,"(0.23796877264976501, 0.21924839913845062)","(0.2464897334575653, 0.20984968543052673)",1,1,2.451629638671875,2.373687744140625,Fixation,POINT (0.2422292530536652 0.2145490422844887),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673245030,18187643871,1,1,"(0.24065865576267242, 0.21309994161128998)","(0.24545744061470032, 0.2170500010251999)",1,1,2.437896728515625,2.357940673828125,Fixation,POINT (0.2430580481886864 0.2150749713182449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673253363,18187652204,1,1,"(0.23997440934181213, 0.21781668066978455)","(0.24852080643177032, 0.22441236674785614)",1,1,2.4370269775390625,2.393341064453125,Fixation,POINT (0.2442476078867912 0.2211145237088203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673261697,18187660538,1,1,"(0.23979896306991577, 0.21653379499912262)","(0.24957957863807678, 0.21271944046020508)",1,1,2.4222412109375,2.373397827148437,Fixation,POINT (0.2446892708539963 0.2146266177296638),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673270030,18187668871,1,1,"(0.23900264501571655, 0.21882663667201996)","(0.24774909019470215, 0.22642095386981964)",1,1,2.430023193359375,2.3955078125,Fixation,POINT (0.2433758676052094 0.2226237952709198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673278364,18187677205,1,1,"(0.24187804758548737, 0.207951158285141)","(0.24645663797855377, 0.23115363717079163)",1,1,2.420166015625,2.3954620361328125,Fixation,POINT (0.2441673427820206 0.2195523977279663),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673286697,18187685538,1,1,"(0.2403920441865921, 0.20985694229602814)","(0.24600204825401306, 0.22109481692314148)",1,1,2.409454345703125,2.4029998779296875,Fixation,POINT (0.2431970462203026 0.2154758796095848),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673295028,18187693869,1,1,"(0.24053917825222015, 0.20231923460960388)","(0.24436131119728088, 0.22683629393577576)",1,1,2.4012603759765625,2.401214599609375,Fixation,POINT (0.2424502447247505 0.2145777642726898),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673303362,18187702203,1,1,"(0.24061819911003113, 0.21000048518180847)","(0.2474004179239273, 0.22446699440479279)",1,1,2.423309326171875,2.3967742919921875,Fixation,POINT (0.2440093085169792 0.2172337397933006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673311694,18187710535,1,1,"(0.24056051671504974, 0.20947016775608063)","(0.24453429877758026, 0.2261616736650467)",1,1,2.407440185546875,2.403182983398437,Fixation,POINT (0.242547407746315 0.2178159207105637),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673320028,18187718869,1,1,"(0.24004806578159332, 0.20672157406806946)","(0.24607041478157043, 0.2255050092935562)",1,1,2.411712646484375,2.3853759765625,Fixation,POINT (0.2430592402815819 0.2161132916808128),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673328362,18187727203,1,1,"(0.23920020461082458, 0.20815593004226685)","(0.24336980283260345, 0.22469152510166168)",1,1,2.4076080322265625,2.407562255859375,Fixation,POINT (0.241285003721714 0.2164237275719643),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673336695,18187735536,1,1,"(0.2375384122133255, 0.21041792631149292)","(0.247121199965477, 0.2227838635444641)",1,1,2.4077606201171875,2.404876708984375,Fixation,POINT (0.2423298060894012 0.2166008949279785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673345028,18187743869,1,1,"(0.23847630620002747, 0.21040695905685425)","(0.2481941133737564, 0.2210889458656311)",1,1,2.4140167236328125,2.4058837890625,Fixation,POINT (0.2433352097868919 0.2157479524612427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673353361,18187752202,1,1,"(0.23929347097873688, 0.20759931206703186)","(0.24341842532157898, 0.22215645015239716)",1,1,2.411865234375,2.3982086181640625,Fixation,POINT (0.2413559481501579 0.2148778811097145),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673361695,18187760536,1,1,"(0.23962536454200745, 0.21209299564361572)","(0.2434234470129013, 0.22940637171268463)",1,1,2.415618896484375,2.397003173828125,Fixation,POINT (0.2415244057774544 0.2207496836781502),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673370033,18187768874,1,1,"(0.23944883048534393, 0.20706121623516083)","(0.24789564311504364, 0.22409598529338837)",1,1,2.41094970703125,2.40362548828125,Fixation,POINT (0.2436722368001938 0.2155786007642746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673378367,18187777208,1,1,"(0.23816397786140442, 0.215193971991539)","(0.2467576116323471, 0.21828901767730713)",1,1,2.4272918701171875,2.3999481201171875,Fixation,POINT (0.2424607947468758 0.2167414948344231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673386700,18187785541,1,1,"(0.24063463509082794, 0.21319323778152466)","(0.24878805875778198, 0.2220374047756195)",1,1,2.4215850830078125,2.40118408203125,Fixation,POINT (0.244711346924305 0.2176153212785721),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673395033,18187793874,1,1,"(0.23878608644008636, 0.2097851186990738)","(0.25301194190979004, 0.22198686003684998)",1,1,2.419677734375,2.3983306884765625,Fixation,POINT (0.2458990141749382 0.2158859893679619),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673403367,18187802208,1,1,"(0.24108166992664337, 0.21670834720134735)","(0.2478134036064148, 0.22236131131649017)",1,1,2.404449462890625,2.4031524658203125,Fixation,POINT (0.2444475367665291 0.2195348292589188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673411700,18187810541,1,1,"(0.24125851690769196, 0.21626661717891693)","(0.2509763240814209, 0.2227770984172821)",1,1,2.426376342773437,2.4038543701171875,Fixation,POINT (0.2461174204945564 0.2195218577980995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673420033,18187818874,1,1,"(0.2421574741601944, 0.20641784369945526)","(0.24777385592460632, 0.22079704701900482)",1,1,2.4239501953125,2.40557861328125,Fixation,POINT (0.2449656650424004 0.21360744535923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673428367,18187827208,1,1,"(0.2432558834552765, 0.21412448585033417)","(0.2509762644767761, 0.22307680547237396)",1,1,2.41015625,2.3894805908203125,Fixation,POINT (0.2471160739660263 0.2186006456613541),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673436700,18187835541,1,1,"(0.24085430800914764, 0.21444456279277802)","(0.24692027270793915, 0.21890880167484283)",1,1,2.41845703125,2.410369873046875,Fixation,POINT (0.2438872903585434 0.2166766822338104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673445034,18187843874,1,1,"(0.24095678329467773, 0.2122647613286972)","(0.24499653279781342, 0.21641238033771515)",1,1,2.405731201171875,2.3969268798828125,Fixation,POINT (0.2429766580462456 0.2143385708332062),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673453367,18187852207,1,1,"(0.24119175970554352, 0.20869764685630798)","(0.242961585521698, 0.22153908014297485)",1,1,2.41204833984375,2.395980834960937,Fixation,POINT (0.2420766726136208 0.2151183634996414),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673461701,18187860541,1,1,"(0.23774206638336182, 0.20884306728839874)","(0.24809569120407104, 0.22437162697315216)",1,1,2.401641845703125,2.38946533203125,Fixation,POINT (0.2429188787937164 0.2166073471307754),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673470034,18187868874,1,1,"(0.23724880814552307, 0.20845016837120056)","(0.24791119992733002, 0.2150411456823349)",1,1,2.4096832275390625,2.3914947509765625,Fixation,POINT (0.2425800040364265 0.2117456570267677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673478368,18187877208,1,1,"(0.23729069530963898, 0.2091999650001526)","(0.24568794667720795, 0.22429165244102478)",1,1,2.40960693359375,2.3878326416015625,Fixation,POINT (0.2414893209934235 0.2167458087205887),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673486701,18187885541,1,1,"(0.2354656457901001, 0.21136097609996796)","(0.24517883360385895, 0.2249138057231903)",1,1,2.395843505859375,2.383331298828125,Fixation,POINT (0.2403222396969795 0.2181373909115791),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673495039,18187893879,1,1,"(0.23805615305900574, 0.21162159740924835)","(0.24614740908145905, 0.21983091533184052)",1,1,2.3912811279296875,2.380157470703125,Fixation,POINT (0.2421017810702324 0.2157262563705444),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673503372,18187902212,1,1,"(0.23921078443527222, 0.20708268880844116)","(0.24801921844482422, 0.22575367987155914)",1,1,2.38818359375,2.392852783203125,Fixation,POINT (0.2436150014400482 0.2164181843400002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673511706,18187910546,1,1,"(0.24032165110111237, 0.21109364926815033)","(0.24603934586048126, 0.226986825466156)",1,1,2.391082763671875,2.386016845703125,Fixation,POINT (0.2431804984807968 0.2190402373671532),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673520039,18187918879,1,1,"(0.23689782619476318, 0.20519617199897766)","(0.2481226772069931, 0.22855691611766815)",1,1,2.384002685546875,2.3820343017578125,Fixation,POINT (0.2425102517008781 0.2168765440583229),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673528372,18187927212,1,1,"(0.24179807305335999, 0.21034523844718933)","(0.24874591827392578, 0.23372289538383484)",1,1,2.3842926025390625,2.373397827148437,Fixation,POINT (0.2452719956636429 0.2220340669155121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673536705,18187935545,1,1,"(0.23898310959339142, 0.20692503452301025)","(0.24342527985572815, 0.22195197641849518)",1,1,2.3653564453125,2.374664306640625,Fixation,POINT (0.2412041947245598 0.2144385054707527),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673545039,18187943879,1,1,"(0.23963454365730286, 0.20251134037971497)","(0.24927972257137299, 0.22394447028636932)",1,1,2.364105224609375,2.365478515625,Fixation,POINT (0.2444571331143379 0.2132279053330421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673553372,18187952212,1,1,"(0.24059168994426727, 0.20274847745895386)","(0.245859757065773, 0.2227567583322525)",1,1,2.350250244140625,2.3671875,Fixation,POINT (0.2432257235050201 0.2127526178956032),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673561706,18187960546,1,1,"(0.24005566537380219, 0.2068099081516266)","(0.24635004997253418, 0.22572718560695648)",1,1,2.366317749023437,2.352996826171875,Fixation,POINT (0.2432028576731682 0.2162685468792915),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673570039,18187968879,1,1,"(0.2386574000120163, 0.20299459993839264)","(0.2470153272151947, 0.22390791773796082)",1,1,2.36541748046875,2.3574371337890625,Fixation,POINT (0.2428363636136055 0.2134512588381767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673578372,18187977212,1,1,"(0.23462243378162384, 0.20366594195365906)","(0.2431105226278305, 0.21216222643852234)",1,1,2.36431884765625,2.345199584960937,Fixation,POINT (0.2388664782047272 0.2079140841960907),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673586706,18187985546,1,1,"(0.23453310132026672, 0.20792096853256226)","(0.2424159198999405, 0.21038879454135895)",1,1,2.361312866210937,2.3441925048828125,Fixation,POINT (0.2384745106101036 0.2091548815369606),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getInstitutions,19280843,1209673595039,18187993879,1,1,"(0.23411248624324799, 0.2092083841562271)","(0.24708569049835205, 0.215876042842865)",1,1,2.3549041748046875,2.350555419921875,Fixation,POINT (0.2405990883708 0.212542213499546),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
