,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,List.0,getCollaborateCollection.0,String.1,userID.0,throws.0,AccessException.0,logger.0,debug.0,"""entering getCollaborateCollection()"".100",String.2,query.0,=.0,"""SELECT collection. PID PID collection. TITLE TITLE, "".101",+.0,""" collectionrole. ROLE ROLE FROM collectionrole collection WHERE "".102",+.1,""" collectionrole. USERID = "".103",+.2,userID.1,+.3,"""'"".0",+.4,""" AND collectionrole. COLLECTIONPID = collection. PID"".104",+.5,""" AND collection. ROOT = '1'"".105",List.1,list.0,=.1,buildResult.0,query.1,return.0,list.1,prewritten,accurate,missing,unnecessary,readable,code
0,136,getCollaborateCollection,250694,1209119206946,17633607832,1,1,"(0.3511330187320709, 0.22691598534584045)","(0.3413316309452057, 0.2605535387992859)",1,1,2.663726806640625,2.6454315185546875,Fixation,POINT (0.3462323248386383 0.2437347620725632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119215279,17633616165,1,1,"(0.3508599102497101, 0.22203394770622253)","(0.34358033537864685, 0.2567663788795471)",1,1,2.661285400390625,2.62744140625,Fixation,POINT (0.3472201228141785 0.2394001632928848),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119223612,17633624498,1,1,"(0.33588647842407227, 0.22322562336921692)","(0.3380034267902374, 0.2499752640724182)",1,1,2.6800689697265625,2.6593780517578125,Fixation,POINT (0.3369449526071548 0.2366004437208176),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119331951,17633732836,1,1,"(0.11226523667573929, 0.19302314519882202)","(0.11397821456193924, 0.28705477714538574)",1,1,2.6438140869140625,2.3946075439453125,,POINT (0.1131217256188393 0.2400389611721039),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119340282,17633741167,1,1,"(0.11377964168787003, 0.19915196299552917)","(0.13678333163261414, 0.24552135169506073)",1,1,2.64678955078125,2.6136627197265625,Fixation,POINT (0.1252814866602421 0.222336657345295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119348616,17633749501,1,1,"(0.11884678900241852, 0.1938963234424591)","(0.12738992273807526, 0.2397965043783188)",1,1,2.6377716064453125,2.656005859375,Fixation,POINT (0.1231183558702469 0.216846413910389),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119356942,17633757827,1,1,"(0.11759693920612335, 0.19753220677375793)","(0.11873570084571838, 0.23610103130340576)",1,1,2.639556884765625,2.6142730712890625,Fixation,POINT (0.1181663200259209 0.2168166190385818),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119365276,17633766161,1,1,"(0.11807719618082047, 0.20397628843784332)","(0.11268244683742523, 0.22972054779529572)",1,1,2.635345458984375,2.60552978515625,Fixation,POINT (0.1153798215091228 0.2168484181165695),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119373609,17633774494,1,1,"(0.11737100780010223, 0.18994218111038208)","(0.11425237357616425, 0.22678005695343018)",1,1,2.6598663330078125,2.6395263671875,Fixation,POINT (0.1158116906881332 0.2083611190319061),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119381942,17633782827,1,1,"(0.11419789493083954, 0.19242165982723236)","(0.11473104357719421, 0.22771431505680084)",1,1,2.65130615234375,2.6113433837890625,Fixation,POINT (0.1144644692540169 0.2100679874420166),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119390276,17633791161,1,1,"(0.11534196138381958, 0.1885197013616562)","(0.12070611864328384, 0.22507521510124207)",1,1,2.6353759765625,2.61492919921875,Fixation,POINT (0.1180240400135517 0.2067974582314491),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119398610,17633799495,1,1,"(0.12121234834194183, 0.2015700340270996)","(0.12169034779071808, 0.2181701362133026)",1,1,2.63262939453125,2.61767578125,Fixation,POINT (0.12145134806633 0.2098700851202011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119406943,17633807828,1,1,"(0.11935059726238251, 0.19481007754802704)","(0.120549775660038, 0.2229515016078949)",1,1,2.6611480712890625,2.6221923828125,Fixation,POINT (0.1199501864612102 0.208880789577961),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119415277,17633816162,1,1,"(0.11587271094322205, 0.19463901221752167)","(0.12178803980350494, 0.2184596061706543)",1,1,2.6685028076171875,2.6263885498046875,Fixation,POINT (0.1188303753733635 0.206549309194088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119423610,17633824495,1,1,"(0.11391431093215942, 0.1950114667415619)","(0.11710956692695618, 0.23094576597213745)",1,1,2.644775390625,2.6180572509765625,Fixation,POINT (0.1155119389295578 0.2129786163568497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119431948,17633832833,1,1,"(0.11570916324853897, 0.19783209264278412)","(0.11826648563146591, 0.22711050510406494)",1,1,2.65728759765625,2.59649658203125,Fixation,POINT (0.1169878244400024 0.2124712988734245),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119440282,17633841166,1,1,"(0.11526171118021011, 0.19519057869911194)","(0.11809757351875305, 0.227360799908638)",1,1,2.643402099609375,2.6134490966796875,Fixation,POINT (0.1166796423494816 0.211275689303875),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119448615,17633849499,1,1,"(0.11319417506456375, 0.18718527257442474)","(0.11840170621871948, 0.22957608103752136)",1,1,2.628173828125,2.6138916015625,Fixation,POINT (0.1157979406416416 0.208380676805973),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119456949,17633857833,1,1,"(0.11596956849098206, 0.19695186614990234)","(0.12062319368124008, 0.22971484065055847)",1,1,2.6197052001953125,2.616241455078125,Fixation,POINT (0.1182963810861111 0.2133333534002304),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119465283,17633866167,1,1,"(0.11679761856794357, 0.19728896021842957)","(0.12075679749250412, 0.2248387187719345)",1,1,2.6368865966796875,2.593292236328125,Fixation,POINT (0.1187772080302238 0.211063839495182),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119473616,17633874500,1,1,"(0.11634189635515213, 0.20470117032527924)","(0.12223180383443832, 0.22647546231746674)",1,1,2.62896728515625,2.630859375,Fixation,POINT (0.1192868500947952 0.215588316321373),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119481949,17633882833,1,1,"(0.11692208796739578, 0.1961558610200882)","(0.12017415463924408, 0.233003631234169)",1,1,2.663726806640625,2.599029541015625,Fixation,POINT (0.1185481213033199 0.2145797461271286),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119490283,17633891167,1,1,"(0.1196097582578659, 0.19756394624710083)","(0.11987175047397614, 0.227675199508667)",1,1,2.6441650390625,2.615570068359375,Fixation,POINT (0.119740754365921 0.2126195728778839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119498616,17633899500,1,1,"(0.11488326638936996, 0.18856871128082275)","(0.11727176606655121, 0.22904066741466522)",1,1,2.636962890625,2.596771240234375,Fixation,POINT (0.1160775162279606 0.208804689347744),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119506949,17633907833,1,1,"(0.11700775474309921, 0.19897477328777313)","(0.12203308194875717, 0.228820338845253)",1,1,2.6662139892578125,2.5970916748046875,Fixation,POINT (0.1195204183459282 0.2138975560665131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119515283,17633916167,1,1,"(0.11914712190628052, 0.18793173134326935)","(0.1184021383523941, 0.2188444286584854)",1,1,2.638412475585937,2.625946044921875,Fixation,POINT (0.1187746301293373 0.2033880800008774),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119523616,17633924500,1,1,"(0.11690874397754669, 0.1946578174829483)","(0.1156856119632721, 0.22688914835453033)",1,1,2.6630401611328125,2.6007537841796875,Fixation,POINT (0.1162971779704094 0.2107734829187393),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119531949,17633932833,1,1,"(0.11580082029104233, 0.197120800614357)","(0.12064080685377121, 0.2277812510728836)",1,1,2.6350250244140625,2.608154296875,Fixation,POINT (0.1182208135724068 0.2124510258436203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119540283,17633941167,1,1,"(0.11596224457025528, 0.19998763501644135)","(0.12547989189624786, 0.22507014870643616)",1,1,2.639678955078125,2.618316650390625,Fixation,POINT (0.1207210682332516 0.2125288918614388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119548616,17633949500,1,1,"(0.11804525554180145, 0.19114305078983307)","(0.12184058874845505, 0.2266264110803604)",1,1,2.6635284423828125,2.617660522460937,Fixation,POINT (0.1199429221451282 0.2088847309350967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119556949,17633957833,1,1,"(0.12055622786283493, 0.19780126214027405)","(0.12302526831626892, 0.233417347073555)",1,1,2.6298980712890625,2.594573974609375,Fixation,POINT (0.1217907480895519 0.2156093046069145),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119565287,17633966171,1,1,"(0.11866049468517303, 0.20071521401405334)","(0.12419469654560089, 0.23047566413879395)",1,1,2.640533447265625,2.607757568359375,Fixation,POINT (0.121427595615387 0.2155954390764236),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119573620,17633974504,1,1,"(0.11596769094467163, 0.19439801573753357)","(0.11876147240400314, 0.22736744582653046)",1,1,2.6405181884765625,2.600570678710937,Fixation,POINT (0.1173645816743374 0.210882730782032),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119581953,17633982837,1,1,"(0.1196180060505867, 0.19565434753894806)","(0.12107378244400024, 0.22421085834503174)",1,1,2.6136932373046875,2.596771240234375,Fixation,POINT (0.1203458942472935 0.2099326029419899),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119590286,17633991170,1,1,"(0.11890317499637604, 0.2049243450164795)","(0.1212019994854927, 0.23215599358081818)",1,1,2.629302978515625,2.597747802734375,Fixation,POINT (0.1200525872409344 0.2185401692986488),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119598620,17633999504,1,1,"(0.11006095260381699, 0.18834997713565826)","(0.11711844056844711, 0.23614297807216644)",1,1,2.6375732421875,2.598739624023437,Fixation,POINT (0.113589696586132 0.2122464776039124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119606953,17634007837,1,1,"(0.12392838299274445, 0.19843733310699463)","(0.1236642599105835, 0.2264457792043686)",1,1,2.6577606201171875,2.594711303710937,Fixation,POINT (0.123796321451664 0.2124415561556816),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119615287,17634016171,1,1,"(0.11595437675714493, 0.19230782985687256)","(0.11721685528755188, 0.23392434418201447)",1,1,2.6278228759765625,2.613372802734375,Fixation,POINT (0.1165856160223484 0.2131160870194435),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119623620,17634024504,1,1,"(0.12157320976257324, 0.19067582488059998)","(0.11992023885250092, 0.23288816213607788)",1,1,2.6342315673828125,2.60235595703125,Fixation,POINT (0.1207467243075371 0.2117819935083389),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119631953,17634032837,1,1,"(0.114220030605793, 0.19371725618839264)","(0.11951195448637009, 0.2279849350452423)",1,1,2.6246490478515625,2.592071533203125,Fixation,POINT (0.1168659925460815 0.2108510956168175),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119640286,17634041170,1,1,"(0.1209264025092125, 0.194739431142807)","(0.12114633619785309, 0.22782914340496063)",1,1,2.622055053710937,2.5848388671875,Fixation,POINT (0.1210363693535328 0.2112842872738838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119648620,17634049504,1,1,"(0.11471956968307495, 0.19331780076026917)","(0.12316103279590607, 0.2282022088766098)",1,1,2.624908447265625,2.5925445556640625,Fixation,POINT (0.1189403012394905 0.2107600048184395),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119656953,17634057837,1,1,"(0.11950530111789703, 0.19387391209602356)","(0.11635878682136536, 0.23030997812747955)",1,1,2.6175689697265625,2.596054077148437,Fixation,POINT (0.1179320439696312 0.2120919451117516),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119665286,17634066170,1,1,"(0.12183436006307602, 0.19506224989891052)","(0.12387200444936752, 0.22644548118114471)",1,1,2.6140289306640625,2.57867431640625,Fixation,POINT (0.1228531822562218 0.2107538655400276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119673620,17634074504,1,1,"(0.11077895760536194, 0.19451941549777985)","(0.11609812825918198, 0.23020009696483612)",1,1,2.624496459960937,2.583282470703125,Fixation,POINT (0.113438542932272 0.212359756231308),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119681953,17634082837,1,1,"(0.1170051321387291, 0.19335222244262695)","(0.122872494161129, 0.23011521995067596)",1,1,2.613800048828125,2.5667877197265625,Fixation,POINT (0.119938813149929 0.2117337211966515),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119690286,17634091170,1,1,"(0.1184166967868805, 0.20931030809879303)","(0.1212950125336647, 0.23571966588497162)",1,1,2.618408203125,2.570465087890625,Fixation,POINT (0.1198558546602726 0.2225149869918823),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119715291,17634116175,1,1,"(0.17297585308551788, 0.22491948306560516)","(0.17576928436756134, 0.2787087559700012)",1,1,2.617782592773437,2.6077423095703125,Fixation,POINT (0.1743725687265396 0.2518141195178032),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119723625,17634124509,1,1,"(0.17287608981132507, 0.21397709846496582)","(0.17697866261005402, 0.27783113718032837)",1,1,2.59490966796875,2.6331939697265625,Fixation,POINT (0.1749273762106895 0.2459041178226471),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119731958,17634132842,1,1,"(0.17225724458694458, 0.2235838770866394)","(0.17838236689567566, 0.278288871049881)",1,1,2.5709991455078125,2.617767333984375,Fixation,POINT (0.1753198057413101 0.2509363740682602),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119740291,17634141175,1,1,"(0.17376236617565155, 0.23108705878257751)","(0.17430821061134338, 0.27200937271118164)",1,1,2.594635009765625,2.5791015625,Fixation,POINT (0.1740352883934975 0.2515482157468796),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119748625,17634149509,1,1,"(0.16928431391716003, 0.21899671852588654)","(0.17500288784503937, 0.27072569727897644)",1,1,2.6066131591796875,2.5896453857421875,Fixation,POINT (0.1721436008810997 0.2448612079024315),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119756958,17634157842,1,1,"(0.1718255877494812, 0.21997027099132538)","(0.1782137006521225, 0.2754271626472473)",1,1,2.5810546875,2.579986572265625,Fixation,POINT (0.1750196442008018 0.2476987168192864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119765291,17634166175,1,1,"(0.17707274854183197, 0.23283497989177704)","(0.1728963851928711, 0.2792428433895111)",1,1,2.6186065673828125,2.604843139648437,Fixation,POINT (0.1749845668673515 0.2560389116406441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119773625,17634174509,1,1,"(0.17273283004760742, 0.219490185379982)","(0.17620791494846344, 0.2707013189792633)",1,1,2.605682373046875,2.5737762451171875,Fixation,POINT (0.1744703724980354 0.2450957521796226),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119781959,17634182842,1,1,"(0.17573855817317963, 0.22773778438568115)","(0.17774884402751923, 0.27522245049476624)",1,1,2.59136962890625,2.594268798828125,Fixation,POINT (0.1767437011003494 0.2514801174402237),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119790292,17634191175,1,1,"(0.1751939356327057, 0.2311062216758728)","(0.17835699021816254, 0.26459112763404846)",1,1,2.6086578369140625,2.5816650390625,Fixation,POINT (0.1767754629254341 0.2478486746549606),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119798626,17634199509,1,1,"(0.17027278244495392, 0.2262338548898697)","(0.17454473674297333, 0.26837852597236633)",1,1,2.5811004638671875,2.5869293212890625,Fixation,POINT (0.1724087595939636 0.247306190431118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119806958,17634207841,1,1,"(0.1768321841955185, 0.22699765861034393)","(0.17382143437862396, 0.279479444026947)",1,1,2.579864501953125,2.5910797119140625,Fixation,POINT (0.1753268092870712 0.2532385513186455),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119815292,17634216175,1,1,"(0.17631949484348297, 0.2239997386932373)","(0.1752278059720993, 0.2653755247592926)",1,1,2.5863800048828125,2.569183349609375,Fixation,POINT (0.1757736504077911 0.244687631726265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119823631,17634224514,1,1,"(0.1706208735704422, 0.22114752233028412)","(0.18031516671180725, 0.2680737376213074)",1,1,2.596282958984375,2.554718017578125,Fixation,POINT (0.1754680201411247 0.2446106299757958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119831964,17634232847,1,1,"(0.17605949938297272, 0.22217576205730438)","(0.1748684197664261, 0.2752809524536133)",1,1,2.6073760986328125,2.571151733398437,Fixation,POINT (0.1754639595746994 0.2487283572554588),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119840296,17634241179,1,1,"(0.1783951371908188, 0.21678198873996735)","(0.17631664872169495, 0.2680205702781677)",1,1,2.57489013671875,2.583602905273437,Fixation,POINT (0.1773558929562569 0.2424012795090675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119848630,17634249513,1,1,"(0.1775786578655243, 0.22272807359695435)","(0.17668655514717102, 0.270487517118454)",1,1,2.584579467773437,2.569091796875,Fixation,POINT (0.1771326065063477 0.2466077953577042),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119856963,17634257846,1,1,"(0.17351001501083374, 0.21784240007400513)","(0.17692334949970245, 0.27654263377189636)",1,1,2.5784912109375,2.5535888671875,Fixation,POINT (0.1752166822552681 0.2471925169229507),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119865297,17634266180,1,1,"(0.1744595617055893, 0.22295454144477844)","(0.17731693387031555, 0.269460529088974)",1,1,2.5843048095703125,2.5604400634765625,Fixation,POINT (0.1758882477879524 0.2462075352668762),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119873631,17634274514,1,1,"(0.16779129207134247, 0.2272413820028305)","(0.17568805813789368, 0.272905558347702)",1,1,2.565658569335937,2.570098876953125,Fixation,POINT (0.1717396751046181 0.2500734701752663),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119881964,17634282847,1,1,"(0.1719418466091156, 0.21567144989967346)","(0.1773461252450943, 0.2695677578449249)",1,1,2.5819854736328125,2.560455322265625,Fixation,POINT (0.174643985927105 0.2426196038722992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119890296,17634291179,1,1,"(0.17383982241153717, 0.2271496206521988)","(0.17264145612716675, 0.27337679266929626)",1,1,2.566375732421875,2.57049560546875,Fixation,POINT (0.173240639269352 0.2502632066607475),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119898630,17634299513,1,1,"(0.1721704602241516, 0.21934029459953308)","(0.17041005194187164, 0.26978686451911926)",1,1,2.556121826171875,2.5749969482421875,Fixation,POINT (0.1712902560830116 0.2445635795593262),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119906963,17634307846,1,1,"(0.16992425918579102, 0.22077840566635132)","(0.1772889941930771, 0.2741890251636505)",1,1,2.558090209960937,2.5625762939453125,Fixation,POINT (0.173606626689434 0.2474837154150009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119915297,17634316180,1,1,"(0.16867481172084808, 0.22203801572322845)","(0.1800415813922882, 0.2694825828075409)",1,1,2.565902709960937,2.5858306884765625,Fixation,POINT (0.1743581965565682 0.2457602992653847),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119923631,17634324514,1,1,"(0.171677827835083, 0.21808621287345886)","(0.1788964867591858, 0.26554083824157715)",1,1,2.5552520751953125,2.564422607421875,Fixation,POINT (0.1752871572971344 0.241813525557518),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119931964,17634332847,1,1,"(0.17526677250862122, 0.21524202823638916)","(0.17660120129585266, 0.27347099781036377)",1,1,2.550201416015625,2.541610717773437,Fixation,POINT (0.1759339869022369 0.2443565130233765),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119940297,17634341180,1,1,"(0.17163947224617004, 0.22247537970542908)","(0.180639386177063, 0.262225866317749)",1,1,2.5513916015625,2.541854858398437,Fixation,POINT (0.1761394292116165 0.242350623011589),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119948631,17634349514,1,1,"(0.17762301862239838, 0.232007697224617)","(0.17704951763153076, 0.2668985426425934)",1,1,2.575164794921875,2.542098999023437,Fixation,POINT (0.1773362681269646 0.2494531199336052),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119956968,17634357851,1,1,"(0.1710890531539917, 0.2186492383480072)","(0.17598611116409302, 0.2602200210094452)",1,1,2.5776519775390625,2.5318603515625,Fixation,POINT (0.1735375821590424 0.2394346296787262),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119965300,17634366183,1,1,"(0.1720382571220398, 0.22748364508152008)","(0.17603923380374908, 0.2693789303302765)",1,1,2.56964111328125,2.5302734375,Fixation,POINT (0.1740387454628944 0.2484312877058983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119973635,17634374518,1,1,"(0.16906297206878662, 0.21499226987361908)","(0.17439496517181396, 0.2570996880531311)",1,1,2.571685791015625,2.554351806640625,Fixation,POINT (0.1717289686203003 0.2360459789633751),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119981968,17634382851,1,1,"(0.17311504483222961, 0.22135014832019806)","(0.17891478538513184, 0.2717992961406708)",1,1,2.5692596435546875,2.550811767578125,Fixation,POINT (0.1760149151086807 0.2465747222304344),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119990301,17634391184,1,1,"(0.17354823648929596, 0.21616753935813904)","(0.1781751960515976, 0.2702009379863739)",1,1,2.565536499023437,2.538116455078125,Fixation,POINT (0.1758617162704468 0.2431842386722565),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209119998635,17634399518,1,1,"(0.17625375092029572, 0.22292129695415497)","(0.1818714290857315, 0.2629851698875427)",1,1,2.5638580322265625,2.558837890625,Fixation,POINT (0.1790625900030136 0.2429532334208488),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209120006968,17634407851,1,1,"(0.17543673515319824, 0.21688289940357208)","(0.17924310266971588, 0.27846410870552063)",1,1,2.572174072265625,2.552032470703125,Fixation,POINT (0.1773399189114571 0.2476735040545464),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getCollaborateCollection,250694,1209120015301,17634416184,1,1,"(0.17509731650352478, 0.2269504815340042)","(0.17287315428256989, 0.26954492926597595)",1,1,2.57232666015625,2.5414581298828125,Fixation,POINT (0.1739852353930473 0.2482477053999901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
