,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,testLogin.0,SessionManager.0,manager.0,=.0,new.0,SimpleSessionManager.0,String.0,sessionId.0,=.1,manager.1,createSession.0,nan.0,nan.1,Session.0,session.0,=.2,manager.2,getSession.0,sessionId.1,manager.3,login.0,session.1,"""user"".0","""password"".0",assertEquals.0,"""user"".1",session.2,getUserId.0,assertEquals.1,"""password"".1",session.3,getUserPassword.0,assertTrue.0,session.4,isLoggedIn.0,prewritten,accurate,missing,unnecessary,readable,code
0,136,testLogin,3456415,1210461100410,18975496251,1,1,"(0.18376047909259796, 0.19411715865135193)","(0.18760822713375092, 0.1975710242986679)",1,1,2.515411376953125,2.4853668212890625,Fixation,POINT (0.1856843531131744 0.1958440914750099),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461108743,18975504584,1,1,"(0.18470369279384613, 0.19598938524723053)","(0.1873054951429367, 0.19557970762252808)",1,1,2.508514404296875,2.4777984619140625,Fixation,POINT (0.1860045939683914 0.1957845464348793),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461117079,18975512920,1,1,"(0.1838662177324295, 0.19755670428276062)","(0.18876716494560242, 0.20000334084033966)",1,1,2.5074920654296875,2.4804840087890625,Fixation,POINT (0.186316691339016 0.1987800225615501),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461125411,18975521252,1,1,"(0.1830531656742096, 0.19672386348247528)","(0.1878904402256012, 0.1940184086561203)",1,1,2.5018310546875,2.498153686523437,Fixation,POINT (0.1854718029499054 0.1953711360692978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461133747,18975529588,1,1,"(0.18348358571529388, 0.1945834755897522)","(0.18900156021118164, 0.19528402388095856)",1,1,2.513290405273437,2.499496459960937,Fixation,POINT (0.1862425729632378 0.1949337497353554),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461142080,18975537921,1,1,"(0.19411776959896088, 0.19825467467308044)","(0.19118718802928925, 0.19611413776874542)",1,1,2.5224151611328125,2.495880126953125,Fixation,POINT (0.1926524788141251 0.1971844062209129),,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461158747,18975554588,1,1,"(0.2422534078359604, 0.20466341078281403)","(0.24601894617080688, 0.20966093242168427)",1,1,2.5384063720703125,2.533538818359375,Fixation,POINT (0.2441361770033836 0.2071621716022492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461167081,18975562922,1,1,"(0.2399633526802063, 0.2059495598077774)","(0.24326425790786743, 0.20685863494873047)",1,1,2.524810791015625,2.509979248046875,Fixation,POINT (0.2416138052940369 0.2064040973782539),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461175413,18975571254,1,1,"(0.2393021434545517, 0.19881996512413025)","(0.24378252029418945, 0.2084222286939621)",1,1,2.54541015625,2.5201873779296875,Fixation,POINT (0.2415423318743706 0.2036210969090462),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461183747,18975579588,1,1,"(0.24138228595256805, 0.20403243601322174)","(0.2442791908979416, 0.20658862590789795)",1,1,2.547348022460937,2.50689697265625,Fixation,POINT (0.2428307384252548 0.2053105309605598),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461192081,18975587922,1,1,"(0.24125030636787415, 0.20220887660980225)","(0.24667435884475708, 0.20933477580547333)",1,1,2.5305633544921875,2.52642822265625,Fixation,POINT (0.2439623326063156 0.2057718262076378),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461200414,18975596255,1,1,"(0.24240976572036743, 0.20964020490646362)","(0.24596309661865234, 0.20978081226348877)",1,1,2.547592163085937,2.52142333984375,Fixation,POINT (0.2441864311695099 0.2097105085849762),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461208747,18975604588,1,1,"(0.2412809431552887, 0.20577338337898254)","(0.24722810089588165, 0.20876771211624146)",1,1,2.5430450439453125,2.529281616210937,Fixation,POINT (0.2442545220255852 0.207270547747612),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461217081,18975612922,1,1,"(0.24000264704227448, 0.20524300634860992)","(0.24584433436393738, 0.2087326943874359)",1,1,2.557342529296875,2.535736083984375,Fixation,POINT (0.2429234907031059 0.2069878503680229),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461225413,18975621254,1,1,"(0.23714467883110046, 0.2037615180015564)","(0.24518805742263794, 0.20434464514255524)",1,1,2.55670166015625,2.54437255859375,Fixation,POINT (0.2411663681268692 0.2040530815720558),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461233745,18975629586,1,1,"(0.2379487305879593, 0.2039291113615036)","(0.24366611242294312, 0.20677995681762695)",1,1,2.5568084716796875,2.522857666015625,Fixation,POINT (0.2408074215054512 0.2053545340895653),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461242078,18975637919,1,1,"(0.24006108939647675, 0.20840294659137726)","(0.24376223981380463, 0.2074059247970581)",1,1,2.5535888671875,2.53875732421875,Fixation,POINT (0.2419116646051407 0.2079044356942177),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461250414,18975646255,1,1,"(0.2382199913263321, 0.21061505377292633)","(0.24501459300518036, 0.2083224207162857)",1,1,2.573089599609375,2.533660888671875,Fixation,POINT (0.2416172921657562 0.209468737244606),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461258747,18975654588,1,1,"(0.23642532527446747, 0.21146823465824127)","(0.24384459853172302, 0.20447279512882233)",1,1,2.5697174072265625,2.54888916015625,Fixation,POINT (0.2401349619030952 0.2079705148935318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461267087,18975662928,1,1,"(0.2379859983921051, 0.21233347058296204)","(0.24313586950302124, 0.2069532573223114)",1,1,2.5706939697265625,2.54852294921875,Fixation,POINT (0.2405609339475632 0.2096433639526367),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461275421,18975671262,1,1,"(0.23698966205120087, 0.21387101709842682)","(0.24432270228862762, 0.20349149405956268)",1,1,2.567779541015625,2.554290771484375,Fixation,POINT (0.2406561821699142 0.2086812555789948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461283754,18975679595,1,1,"(0.23891739547252655, 0.20930127799510956)","(0.2449956238269806, 0.20656630396842957)",1,1,2.578033447265625,2.5522918701171875,Fixation,POINT (0.2419565096497536 0.2079337909817696),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461292087,18975687928,1,1,"(0.23963794112205505, 0.20423534512519836)","(0.2434234768152237, 0.19972963631153107)",1,1,2.557647705078125,2.5516510009765625,Fixation,POINT (0.2415307089686394 0.2019824907183647),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461300421,18975696262,1,1,"(0.23952217400074005, 0.20599044859409332)","(0.2421511560678482, 0.19774000346660614)",1,1,2.56195068359375,2.539657592773437,Fixation,POINT (0.2408366650342941 0.2018652260303497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461308754,18975704595,1,1,"(0.2413649559020996, 0.2056109607219696)","(0.24633903801441193, 0.2018270641565323)",1,1,2.5733795166015625,2.5576934814453125,Fixation,POINT (0.2438519969582558 0.203719012439251),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461317088,18975712928,1,1,"(0.24203242361545563, 0.2068661004304886)","(0.24578207731246948, 0.20578087866306305)",1,1,2.5652008056640625,2.552841186523437,Fixation,POINT (0.2439072504639626 0.2063234895467758),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461325421,18975721261,1,1,"(0.23844796419143677, 0.20680619776248932)","(0.2452276349067688, 0.2050102800130844)",1,1,2.5540313720703125,2.5502471923828125,Fixation,POINT (0.2418377995491028 0.2059082388877869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461333753,18975729593,1,1,"(0.23947276175022125, 0.2044709473848343)","(0.24425870180130005, 0.2070796638727188)",1,1,2.57366943359375,2.564849853515625,Fixation,POINT (0.2418657317757606 0.2057753056287766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461342086,18975737926,1,1,"(0.2402164340019226, 0.20943143963813782)","(0.24588096141815186, 0.21011900901794434)",1,1,2.5630035400390625,2.5660858154296875,Fixation,POINT (0.2430486977100372 0.2097752243280411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461350420,18975746260,1,1,"(0.24014362692832947, 0.20750534534454346)","(0.24662713706493378, 0.20984281599521637)",1,1,2.5753173828125,2.560272216796875,Fixation,POINT (0.2433853819966316 0.2086740806698799),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461358753,18975754593,1,1,"(0.23852144181728363, 0.21160057187080383)","(0.2467825561761856, 0.20873773097991943)",1,1,2.5743865966796875,2.5708770751953125,Fixation,POINT (0.2426519989967346 0.2101691514253616),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461367086,18975762926,1,1,"(0.23796844482421875, 0.21009477972984314)","(0.24428752064704895, 0.20729604363441467)",1,1,2.58306884765625,2.548370361328125,Fixation,POINT (0.2411279827356338 0.2086954116821289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461408760,18975804600,1,1,"(0.07911146432161331, 0.20648863911628723)","(0.0954567939043045, 0.21099437773227692)",1,1,2.52777099609375,2.5451202392578125,Fixation,POINT (0.0872841291129589 0.2087415084242821),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461417093,18975812933,1,1,"(0.07258236408233643, 0.20581315457820892)","(0.08119121193885803, 0.20143666863441467)",1,1,2.55511474609375,2.556015014648437,Fixation,POINT (0.0768867880105972 0.2036249116063118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461425426,18975821266,1,1,"(0.0704750344157219, 0.2059209644794464)","(0.07508891075849533, 0.21101312339305878)",1,1,2.5404510498046875,2.539764404296875,Fixation,POINT (0.0727819725871086 0.2084670439362526),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461433760,18975829600,1,1,"(0.07144977152347565, 0.20813852548599243)","(0.07733865082263947, 0.21103182435035706)",1,1,2.554595947265625,2.5353546142578125,Fixation,POINT (0.0743942111730576 0.2095851749181747),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461442093,18975837933,1,1,"(0.0731300413608551, 0.2119533270597458)","(0.07838141918182373, 0.20545867085456848)",1,1,2.5262908935546875,2.5382232666015625,Fixation,POINT (0.0757557302713394 0.2087059989571571),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461450427,18975846267,1,1,"(0.0722154751420021, 0.20876085758209229)","(0.07881788909435272, 0.20778095722198486)",1,1,2.5320587158203125,2.5451812744140625,Fixation,POINT (0.0755166821181774 0.2082709074020386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461458760,18975854600,1,1,"(0.07160011678934097, 0.211334690451622)","(0.08131518959999084, 0.20501357316970825)",1,1,2.5298004150390625,2.528778076171875,Fixation,POINT (0.0764576531946659 0.2081741318106651),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461467091,18975862931,1,1,"(0.07518480718135834, 0.21146292984485626)","(0.08362456411123276, 0.2087121456861496)",1,1,2.525634765625,2.5254058837890625,Fixation,POINT (0.0794046856462956 0.2100875377655029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461475424,18975871264,1,1,"(0.07275975495576859, 0.213067889213562)","(0.08449054509401321, 0.20464089512825012)",1,1,2.5202789306640625,2.5169677734375,Fixation,POINT (0.0786251500248909 0.2088543921709061),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461483758,18975879598,1,1,"(0.07318013906478882, 0.20959557592868805)","(0.08149142563343048, 0.2070123255252838)",1,1,2.516448974609375,2.5198974609375,Fixation,POINT (0.0773357823491096 0.2083039507269859),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461492091,18975887931,1,1,"(0.07399003207683563, 0.21076537668704987)","(0.07892754673957825, 0.20445139706134796)",1,1,2.51898193359375,2.51812744140625,Fixation,POINT (0.0764587894082069 0.2076083868741989),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461500425,18975896265,1,1,"(0.07489092648029327, 0.20978344976902008)","(0.07953061908483505, 0.20566222071647644)",1,1,2.5153045654296875,2.519500732421875,Fixation,POINT (0.0772107727825642 0.2077228352427483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461508758,18975904598,1,1,"(0.07250317931175232, 0.2120952308177948)","(0.08305513858795166, 0.20575927197933197)",1,1,2.5228271484375,2.51116943359375,Fixation,POINT (0.077779158949852 0.2089272513985634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461517091,18975912931,1,1,"(0.07159391790628433, 0.2090478092432022)","(0.07974159717559814, 0.20188674330711365)",1,1,2.5074005126953125,2.504638671875,Fixation,POINT (0.0756677575409412 0.2054672762751579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461525425,18975921265,1,1,"(0.07148001343011856, 0.20889610052108765)","(0.07911638915538788, 0.20477084815502167)",1,1,2.500152587890625,2.5043182373046875,Fixation,POINT (0.0752982012927532 0.2068334743380547),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461533762,18975929602,1,1,"(0.07490943372249603, 0.21276836097240448)","(0.07800144702196121, 0.2059362232685089)",1,1,2.4990234375,2.5135955810546875,Fixation,POINT (0.0764554403722286 0.2093522921204567),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461542095,18975937935,1,1,"(0.07115834951400757, 0.21208126842975616)","(0.08024822175502777, 0.20429611206054688)",1,1,2.501129150390625,2.518585205078125,Fixation,POINT (0.0757032856345177 0.2081886902451515),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461550430,18975946269,1,1,"(0.07927099615335464, 0.214812770485878)","(0.08099308609962463, 0.2058815360069275)",1,1,2.512451171875,2.5127105712890625,Fixation,POINT (0.0801320411264896 0.2103471532464027),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461558763,18975954602,1,1,"(0.07349137961864471, 0.21333004534244537)","(0.08447197079658508, 0.20562316477298737)",1,1,2.5126190185546875,2.5028076171875,Fixation,POINT (0.0789816752076149 0.2094766050577164),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461567096,18975962935,1,1,"(0.07451073825359344, 0.21157212555408478)","(0.08296851068735123, 0.20723041892051697)",1,1,2.5077667236328125,2.5084686279296875,Fixation,POINT (0.0787396244704723 0.2094012722373009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461575429,18975971268,1,1,"(0.07497696578502655, 0.21141381561756134)","(0.0826491266489029, 0.20448057353496552)",1,1,2.497055053710937,2.503402709960937,Fixation,POINT (0.0788130462169647 0.2079471945762634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461583763,18975979602,1,1,"(0.0760158896446228, 0.21431607007980347)","(0.07788234204053879, 0.19852158427238464)",1,1,2.506927490234375,2.5113067626953125,Fixation,POINT (0.0769491158425808 0.2064188271760941),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461592096,18975987935,1,1,"(0.07429098337888718, 0.21321913599967957)","(0.07831457257270813, 0.2032000720500946)",1,1,2.507415771484375,2.495468139648437,Fixation,POINT (0.0763027779757976 0.2082096040248871),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461600430,18975996269,1,1,"(0.07292795926332474, 0.2127985805273056)","(0.08079826831817627, 0.20604541897773743)",1,1,2.52294921875,2.5164031982421875,Fixation,POINT (0.0768631137907505 0.2094219997525215),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461608763,18976004602,1,1,"(0.07414107024669647, 0.20942142605781555)","(0.08484166860580444, 0.20683369040489197)",1,1,2.5099029541015625,2.51153564453125,Fixation,POINT (0.0794913694262505 0.2081275582313538),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461617096,18976012935,1,1,"(0.07644367963075638, 0.21201196312904358)","(0.0831364318728447, 0.20249143242835999)",1,1,2.501693725585937,2.5124969482421875,Fixation,POINT (0.0797900557518005 0.2072516977787018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461625429,18976021268,1,1,"(0.07586823403835297, 0.21089127659797668)","(0.08032800257205963, 0.2016722708940506)",1,1,2.47857666015625,2.504745483398437,Fixation,POINT (0.0780981183052063 0.2062817737460136),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461633763,18976029602,1,1,"(0.07651028037071228, 0.21141184866428375)","(0.0793747827410698, 0.20664666593074799)",1,1,2.496856689453125,2.5185089111328125,Fixation,POINT (0.077942531555891 0.2090292572975159),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461642096,18976037935,1,1,"(0.07696667313575745, 0.2127399742603302)","(0.0807393491268158, 0.20415066182613373)",1,1,2.5143280029296875,2.499725341796875,Fixation,POINT (0.0788530111312866 0.208445318043232),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461650429,18976046268,1,1,"(0.07492345571517944, 0.2133171409368515)","(0.08182047307491302, 0.20565910637378693)",1,1,2.491241455078125,2.511077880859375,Fixation,POINT (0.0783719643950462 0.2094881236553192),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461658762,18976054601,1,1,"(0.0760171040892601, 0.21225693821907043)","(0.08224289864301682, 0.20576761662960052)",1,1,2.5156402587890625,2.497543334960937,Fixation,POINT (0.0791300013661385 0.2090122774243355),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461667100,18976062939,1,1,"(0.07461941242218018, 0.21503756940364838)","(0.07960757613182068, 0.2080143392086029)",1,1,2.5214080810546875,2.50177001953125,Fixation,POINT (0.0771134942770004 0.2115259543061256),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461675433,18976071272,1,1,"(0.0733216255903244, 0.2141404002904892)","(0.08314741402864456, 0.20862749218940735)",1,1,2.49920654296875,2.494720458984375,Fixation,POINT (0.0782345198094845 0.2113839462399483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461683767,18976079606,1,1,"(0.07447434961795807, 0.21592070162296295)","(0.0819881483912468, 0.21051281690597534)",1,1,2.49853515625,2.505355834960937,Fixation,POINT (0.0782312490046024 0.2132167592644692),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461692100,18976087939,1,1,"(0.07471346855163574, 0.2169179618358612)","(0.08329927176237106, 0.203115314245224)",1,1,2.501205444335937,2.5017852783203125,Fixation,POINT (0.0790063701570034 0.2100166380405426),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461700433,18976096272,1,1,"(0.07375655323266983, 0.2147715836763382)","(0.08150864392518997, 0.20473305881023407)",1,1,2.506744384765625,2.4891510009765625,Fixation,POINT (0.0776325985789299 0.2097523212432861),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461708766,18976104605,1,1,"(0.07625675946474075, 0.2160883992910385)","(0.08216270059347153, 0.20497870445251465)",1,1,2.507293701171875,2.504379272460937,Fixation,POINT (0.0792097300291061 0.2105335518717766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461717100,18976112939,1,1,"(0.07520351558923721, 0.21518927812576294)","(0.08216553926467896, 0.2040938138961792)",1,1,2.5183258056640625,2.506103515625,Fixation,POINT (0.0786845274269581 0.2096415460109711),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461725433,18976121272,1,1,"(0.07895012199878693, 0.20638012886047363)","(0.08218323439359665, 0.20438849925994873)",1,1,2.509872436523437,2.502838134765625,Fixation,POINT (0.0805666781961918 0.2053843140602112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461733766,18976129605,1,1,"(0.0748656615614891, 0.21226538717746735)","(0.08174768090248108, 0.20859591662883759)",1,1,2.4971923828125,2.511016845703125,Fixation,POINT (0.0783066712319851 0.2104306519031525),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461742100,18976137939,1,1,"(0.07716021686792374, 0.21145853400230408)","(0.0790812224149704, 0.21194230020046234)",1,1,2.5124969482421875,2.517120361328125,Fixation,POINT (0.0781207196414471 0.2117004171013832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461750434,18976146273,1,1,"(0.07778617739677429, 0.2181496024131775)","(0.08150087296962738, 0.21264931559562683)",1,1,2.51788330078125,2.500473022460937,Fixation,POINT (0.0796435251832008 0.2153994590044022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461758766,18976154605,1,1,"(0.07863874733448029, 0.21220684051513672)","(0.0818755105137825, 0.2087344080209732)",1,1,2.5189666748046875,2.5137939453125,Fixation,POINT (0.0802571289241314 0.210470624268055),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461767100,18976162939,1,1,"(0.07328710705041885, 0.21432170271873474)","(0.08094578236341476, 0.20862549543380737)",1,1,2.5261688232421875,2.516464233398437,Fixation,POINT (0.0771164447069168 0.2114735990762711),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461775433,18976171272,1,1,"(0.07623714953660965, 0.21371345221996307)","(0.08355096727609634, 0.2086760699748993)",1,1,2.517120361328125,2.5207061767578125,Fixation,POINT (0.079894058406353 0.2111947610974312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461783768,18976179606,1,1,"(0.07576192170381546, 0.2156875729560852)","(0.08089382201433182, 0.20794382691383362)",1,1,2.532577514648437,2.5105743408203125,Fixation,POINT (0.0783278718590736 0.2118156999349594),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461792108,18976187946,1,1,"(0.07585402578115463, 0.2146611511707306)","(0.08127635717391968, 0.2073974311351776)",1,1,2.5364990234375,2.521392822265625,Fixation,POINT (0.0785651914775372 0.2110292911529541),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461800441,18976196279,1,1,"(0.07907833158969879, 0.21825997531414032)","(0.08542077988386154, 0.20618411898612976)",1,1,2.527252197265625,2.5374298095703125,Fixation,POINT (0.0822495557367802 0.212222047150135),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461808774,18976204612,1,1,"(0.07725879549980164, 0.2184566706418991)","(0.0834159329533577, 0.2041381597518921)",1,1,2.542098999023437,2.520614624023437,Fixation,POINT (0.0803373642265797 0.2112974151968956),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testLogin,3456415,1210461833775,18976229613,1,1,"(0.12234192341566086, 0.21492047607898712)","(0.12799054384231567, 0.2094455063343048)",1,1,2.536346435546875,2.5406494140625,Fixation,POINT (0.1251662336289883 0.212182991206646),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461842116,18976237954,1,1,"(0.12197156995534897, 0.21670980751514435)","(0.13452059030532837, 0.21008899807929993)",1,1,2.5457916259765625,2.5255889892578125,Fixation,POINT (0.1282460801303387 0.2133994027972221),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testLogin,3456415,1210461850441,18976246279,1,1,"(0.12179090827703476, 0.21860596537590027)","(0.13516078889369965, 0.20448507368564606)",1,1,2.5536346435546875,2.539642333984375,Fixation,POINT (0.1284758485853672 0.2115455195307732),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
