,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,private.0,void.0,actionLoadNotes.0,enableUserActions.0,FALSE.0,"// set focus otherwise it gives focus to ""clear"" >> scary/not wanted.200",multiSubmitButton.0,requestFocusInWindow.0,resetSingleTextFields.0,multipleGUIList.0,clearSelection.0,multipleResources.0,=.0,loadNotesFile.0,updateMultiList.0,enableUserActions.1,TRUE.0,prewritten,accurate,missing,unnecessary,readable,code
0,136,actionLoadNotes,34425716,1209822342471,18336740719,1,1,"(0.06183565780520439, 0.2710406184196472)","(0.06752213090658188, 0.2684544622898102)",1,1,2.37957763671875,2.4243621826171875,Fixation,POINT (0.0646788943558931 0.2697475403547287),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822350804,18336749052,1,1,"(0.05587190389633179, 0.28530943393707275)","(0.07477524131536484, 0.2631644904613495)",1,1,2.394134521484375,2.4089508056640625,Fixation,POINT (0.0653235726058483 0.2742369621992111),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822359137,18336757385,1,1,"(0.05778008699417114, 0.2761668264865875)","(0.0716317668557167, 0.26187264919281006)",1,1,2.38189697265625,2.39404296875,Fixation,POINT (0.0647059269249439 0.2690197378396988),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822367471,18336765719,1,1,"(0.058690596371889114, 0.27677324414253235)","(0.07310942560434341, 0.26469701528549194)",1,1,2.3988189697265625,2.408676147460937,Fixation,POINT (0.0659000109881163 0.2707351297140122),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822375804,18336774052,1,1,"(0.05747566372156143, 0.2794460654258728)","(0.06756703555583954, 0.2729726731777191)",1,1,2.395614624023437,2.4013214111328125,Fixation,POINT (0.0625213496387005 0.276209369301796),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822384137,18336782385,1,1,"(0.06297587603330612, 0.2840978503227234)","(0.06342665106058121, 0.30067285895347595)",1,1,2.380950927734375,2.3811492919921875,Fixation,POINT (0.0632012635469437 0.2923853546380997),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822609149,18337007396,1,1,"(0.07581731677055359, 0.28959715366363525)","(0.07622672617435455, 0.2885696589946747)",1,1,2.34912109375,2.3095703125,,POINT (0.0760220214724541 0.289083406329155),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822617483,18337015730,1,1,"(0.07633902877569199, 0.2989973723888397)","(0.08371130377054214, 0.2816236615180969)",1,1,2.35845947265625,2.34600830078125,Fixation,POINT (0.0800251662731171 0.2903105169534683),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822625816,18337024063,1,1,"(0.07743165642023087, 0.2977588474750519)","(0.08784493058919907, 0.2757866382598877)",1,1,2.360107421875,2.3446502685546875,Fixation,POINT (0.082638293504715 0.2867727428674698),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822634149,18337032396,1,1,"(0.07608453184366226, 0.29305410385131836)","(0.09090776741504669, 0.28169015049934387)",1,1,2.381683349609375,2.358489990234375,Fixation,POINT (0.0834961496293545 0.2873721271753311),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822642482,18337040730,1,1,"(0.07691720128059387, 0.29590123891830444)","(0.09001057595014572, 0.27124786376953125)",1,1,2.369537353515625,2.3917388916015625,Fixation,POINT (0.0834638886153698 0.2835745513439178),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822650815,18337049063,1,1,"(0.07877165079116821, 0.29158130288124084)","(0.08984576165676117, 0.27760469913482666)",1,1,2.376449584960937,2.407806396484375,Fixation,POINT (0.0843087062239647 0.2845930010080338),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822659151,18337057399,1,1,"(0.07670895755290985, 0.29178813099861145)","(0.08803445100784302, 0.28448399901390076)",1,1,2.391098022460937,2.405242919921875,Fixation,POINT (0.0823717042803764 0.2881360650062561),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822667485,18337065732,1,1,"(0.07283835113048553, 0.29061567783355713)","(0.0866062343120575, 0.28437626361846924)",1,1,2.3980255126953125,2.38507080078125,Fixation,POINT (0.0797222927212715 0.2874959707260132),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822675819,18337074066,1,1,"(0.0727558434009552, 0.2839896082878113)","(0.08673902601003647, 0.28984683752059937)",1,1,2.431015014648437,2.3913726806640625,Fixation,POINT (0.0797474347054958 0.2869182229042053),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822684152,18337082399,1,1,"(0.06961756199598312, 0.28579211235046387)","(0.08462519943714142, 0.292064368724823)",1,1,2.4202423095703125,2.384246826171875,Fixation,POINT (0.0771213807165623 0.2889282405376434),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822692486,18337090733,1,1,"(0.07371066510677338, 0.2781027555465698)","(0.08537527173757553, 0.28673022985458374)",1,1,2.4142303466796875,2.3861083984375,Fixation,POINT (0.0795429684221744 0.2824164927005768),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822700819,18337099066,1,1,"(0.07470361143350601, 0.27935320138931274)","(0.08815599232912064, 0.2822725176811218)",1,1,2.4369354248046875,2.3990478515625,Fixation,POINT (0.0814298018813133 0.2808128595352173),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822709152,18337107399,1,1,"(0.07442613691091537, 0.2760688364505768)","(0.08671210706233978, 0.2788078486919403)",1,1,2.4210968017578125,2.413070678710937,Fixation,POINT (0.0805691219866276 0.2774383425712585),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822717486,18337115733,1,1,"(0.07648709416389465, 0.2742522060871124)","(0.08841582387685776, 0.28510725498199463)",1,1,2.4383087158203125,2.416366577148437,Fixation,POINT (0.0824514590203762 0.2796797305345535),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822725819,18337124066,1,1,"(0.07757445424795151, 0.2691625654697418)","(0.0873909518122673, 0.2809772789478302)",1,1,2.4400787353515625,2.418914794921875,Fixation,POINT (0.0824827030301094 0.275069922208786),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822734152,18337132399,1,1,"(0.07685413211584091, 0.27392059564590454)","(0.08569995313882828, 0.2806357443332672)",1,1,2.445037841796875,2.4388427734375,Fixation,POINT (0.0812770426273346 0.2772781699895859),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822742485,18337140732,1,1,"(0.07542458176612854, 0.2738485634326935)","(0.0850466936826706, 0.2784409821033478)",1,1,2.4422149658203125,2.432037353515625,Fixation,POINT (0.0802356377243996 0.2761447727680206),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822750818,18337149065,1,1,"(0.0802406296133995, 0.27413415908813477)","(0.08682598173618317, 0.276417076587677)",1,1,2.439727783203125,2.4511871337890625,Fixation,POINT (0.0835333056747913 0.2752756178379059),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822759152,18337157399,1,1,"(0.07538885623216629, 0.2763065695762634)","(0.0873790979385376, 0.2731007933616638)",1,1,2.452850341796875,2.456161499023437,Fixation,POINT (0.0813839770853519 0.2747036814689636),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822767485,18337165732,1,1,"(0.07814429700374603, 0.277039110660553)","(0.0839792788028717, 0.2698395550251007)",1,1,2.452667236328125,2.4423980712890625,Fixation,POINT (0.0810617879033089 0.2734393328428268),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822775818,18337174065,1,1,"(0.07475636154413223, 0.2777862548828125)","(0.08230679482221603, 0.26924368739128113)",1,1,2.4518585205078125,2.449127197265625,Fixation,POINT (0.0785315781831741 0.2735149711370468),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822784152,18337182399,1,1,"(0.07713679224252701, 0.27398520708084106)","(0.08405674248933792, 0.26915329694747925)",1,1,2.461700439453125,2.477691650390625,Fixation,POINT (0.0805967673659325 0.2715692520141602),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822792491,18337190738,1,1,"(0.07847800850868225, 0.2749188244342804)","(0.08390116691589355, 0.26666924357414246)",1,1,2.4576568603515625,2.4810028076171875,Fixation,POINT (0.0811895877122879 0.2707940340042114),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822800824,18337199071,1,1,"(0.0790158212184906, 0.2745988070964813)","(0.08447713404893875, 0.27043718099594116)",1,1,2.476165771484375,2.4844512939453125,Fixation,POINT (0.0817464776337147 0.2725179940462112),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822809157,18337207404,1,1,"(0.07240527868270874, 0.2745882570743561)","(0.08243720233440399, 0.26749762892723083)",1,1,2.4642486572265625,2.501129150390625,Fixation,POINT (0.0774212405085564 0.2710429430007935),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822817490,18337215737,1,1,"(0.07687477767467499, 0.27414438128471375)","(0.07956206053495407, 0.26500391960144043)",1,1,2.4668731689453125,2.5014190673828125,Fixation,POINT (0.0782184191048145 0.2695741504430771),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822825823,18337224070,1,1,"(0.07525622099637985, 0.276093065738678)","(0.08408532291650772, 0.2652871012687683)",1,1,2.4984588623046875,2.5056610107421875,Fixation,POINT (0.0796707719564438 0.2706900835037231),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822834157,18337232404,1,1,"(0.07304511964321136, 0.27782589197158813)","(0.08586648106575012, 0.26671531796455383)",1,1,2.472076416015625,2.5169677734375,Fixation,POINT (0.0794558003544807 0.272270604968071),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822842490,18337240737,1,1,"(0.07626945525407791, 0.27679523825645447)","(0.08281572163105011, 0.2638120651245117)",1,1,2.506576538085937,2.5112457275390625,Fixation,POINT (0.079542588442564 0.2703036516904831),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822850823,18337249070,1,1,"(0.07438404113054276, 0.27441295981407166)","(0.08064940571784973, 0.2659185826778412)",1,1,2.5012664794921875,2.52490234375,Fixation,POINT (0.0775167234241962 0.2701657712459564),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822859157,18337257404,1,1,"(0.07608594745397568, 0.2791920304298401)","(0.08588777482509613, 0.2658635675907135)",1,1,2.494110107421875,2.51751708984375,Fixation,POINT (0.0809868611395359 0.2725277990102768),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822867490,18337265737,1,1,"(0.0790754109621048, 0.2719437777996063)","(0.084287129342556, 0.26499566435813904)",1,1,2.511993408203125,2.523712158203125,Fixation,POINT (0.0816812701523304 0.2684697210788727),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822875824,18337274071,1,1,"(0.07902907580137253, 0.27726390957832336)","(0.08126160502433777, 0.2651022672653198)",1,1,2.5190582275390625,2.5397491455078125,Fixation,POINT (0.0801453404128552 0.2711830884218216),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822884157,18337282404,1,1,"(0.0777435302734375, 0.2746846675872803)","(0.08379518240690231, 0.2613449692726135)",1,1,2.5141143798828125,2.5389556884765625,Fixation,POINT (0.0807693563401699 0.2680148184299469),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822892490,18337290737,1,1,"(0.07552847266197205, 0.2799833416938782)","(0.08326401561498642, 0.261370450258255)",1,1,2.5255279541015625,2.53839111328125,Fixation,POINT (0.0793962441384792 0.2706768959760666),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822900824,18337299071,1,1,"(0.0770704597234726, 0.276009202003479)","(0.08317764103412628, 0.2699049413204193)",1,1,2.527618408203125,2.5391082763671875,Fixation,POINT (0.0801240503787994 0.2729570716619492),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822909158,18337307404,1,1,"(0.08070038259029388, 0.2785494327545166)","(0.08317244797945023, 0.2623227536678314)",1,1,2.526641845703125,2.532257080078125,Fixation,POINT (0.0819364152848721 0.270436093211174),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822917491,18337315737,1,1,"(0.07793378084897995, 0.27589818835258484)","(0.0830768346786499, 0.26376473903656006)",1,1,2.542388916015625,2.5491943359375,Fixation,POINT (0.0805053077638149 0.2698314636945724),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822925831,18337324077,1,1,"(0.07934325933456421, 0.281310111284256)","(0.08662980049848557, 0.26386070251464844)",1,1,2.520492553710937,2.56024169921875,Fixation,POINT (0.0829865299165249 0.2725854068994522),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822934164,18337332410,1,1,"(0.07916852086782455, 0.2777474820613861)","(0.08135616034269333, 0.26324427127838135)",1,1,2.53369140625,2.5602569580078125,Fixation,POINT (0.0802623406052589 0.2704958766698837),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822942497,18337340743,1,1,"(0.07728157192468643, 0.27420714497566223)","(0.0843186154961586, 0.26349908113479614)",1,1,2.5433349609375,2.5509796142578125,Fixation,POINT (0.0808000937104225 0.2688531130552292),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822950831,18337349077,1,1,"(0.07947461307048798, 0.2780543863773346)","(0.08621680736541748, 0.26277878880500793)",1,1,2.5551910400390625,2.561874389648437,Fixation,POINT (0.0828457102179527 0.2704165875911713),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822959164,18337357410,1,1,"(0.07971805334091187, 0.2786165475845337)","(0.0826486200094223, 0.2624336779117584)",1,1,2.549285888671875,2.5487518310546875,Fixation,POINT (0.0811833366751671 0.2705251127481461),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822967497,18337365743,1,1,"(0.08624985069036484, 0.27740898728370667)","(0.09575995802879333, 0.264009952545166)",1,1,2.53857421875,2.5553131103515625,Fixation,POINT (0.0910049043595791 0.2707094699144363),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209822992497,18337390743,1,1,"(0.1558840423822403, 0.28447550535202026)","(0.162641704082489, 0.2780647873878479)",1,1,2.549285888671875,2.56427001953125,Fixation,POINT (0.1592628732323646 0.2812701463699341),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823000831,18337399077,1,1,"(0.15226130187511444, 0.2789505422115326)","(0.16429193317890167, 0.2783258855342865)",1,1,2.5539093017578125,2.572418212890625,Fixation,POINT (0.1582766175270081 0.2786382138729096),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823009164,18337407410,1,1,"(0.15572784841060638, 0.2841015160083771)","(0.1634369045495987, 0.28162163496017456)",1,1,2.551666259765625,2.562164306640625,Fixation,POINT (0.1595823764801025 0.2828615754842758),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823017497,18337415743,1,1,"(0.15874534845352173, 0.2844908535480499)","(0.16368985176086426, 0.28087788820266724)",1,1,2.550643920898437,2.5695037841796875,Fixation,POINT (0.161217600107193 0.2826843708753586),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823025831,18337424077,1,1,"(0.15664613246917725, 0.27964910864830017)","(0.16530005633831024, 0.2776647210121155)",1,1,2.5385894775390625,2.5476531982421875,Fixation,POINT (0.1609730944037437 0.2786569148302078),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823034164,18337432410,1,1,"(0.15660730004310608, 0.2867388427257538)","(0.163834810256958, 0.27981579303741455)",1,1,2.548080444335937,2.5606231689453125,Fixation,POINT (0.160221055150032 0.2832773178815842),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823042497,18337440743,1,1,"(0.15752285718917847, 0.28370267152786255)","(0.16215378046035767, 0.2754455506801605)",1,1,2.542388916015625,2.530792236328125,Fixation,POINT (0.1598383188247681 0.2795741111040115),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823050830,18337449076,1,1,"(0.1592128723859787, 0.28657564520835876)","(0.16335344314575195, 0.28089645504951477)",1,1,2.5537872314453125,2.565887451171875,Fixation,POINT (0.1612831577658653 0.2837360501289368),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823059168,18337457414,1,1,"(0.15457628667354584, 0.2912052571773529)","(0.16186164319515228, 0.2781878411769867)",1,1,2.557113647460937,2.5641021728515625,Fixation,POINT (0.1582189649343491 0.2846965491771698),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823067501,18337465747,1,1,"(0.1577950417995453, 0.2832711935043335)","(0.16207119822502136, 0.2771493196487427)",1,1,2.545501708984375,2.5503692626953125,Fixation,POINT (0.1599331200122833 0.2802102565765381),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823075834,18337474080,1,1,"(0.15901947021484375, 0.29348504543304443)","(0.15960262715816498, 0.27684536576271057)",1,1,2.556869506835937,2.55145263671875,Fixation,POINT (0.1593110486865044 0.2851652055978775),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823084168,18337482414,1,1,"(0.16122283041477203, 0.2958987057209015)","(0.15726064145565033, 0.2840244472026825)",1,1,2.530548095703125,2.5641326904296875,Fixation,POINT (0.1592417359352112 0.289961576461792),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823092501,18337490747,1,1,"(0.15824690461158752, 0.2896328270435333)","(0.15875539183616638, 0.2865988314151764)",1,1,2.53985595703125,2.550521850585937,Fixation,POINT (0.158501148223877 0.2881158292293549),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823100834,18337499080,1,1,"(0.1570405811071396, 0.29006797075271606)","(0.160904660820961, 0.2836834490299225)",1,1,2.526153564453125,2.5623016357421875,Fixation,POINT (0.1589726209640503 0.2868757098913193),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823109168,18337507414,1,1,"(0.15591637790203094, 0.28686827421188354)","(0.1597452610731125, 0.27529391646385193)",1,1,2.5436553955078125,2.5467529296875,Fixation,POINT (0.1578308194875717 0.2810810953378677),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823117501,18337515747,1,1,"(0.158290833234787, 0.28958335518836975)","(0.1604531705379486, 0.28030669689178467)",1,1,2.53497314453125,2.53851318359375,Fixation,POINT (0.1593720018863678 0.2849450260400772),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823125834,18337524080,1,1,"(0.1528661996126175, 0.2887382209300995)","(0.15976457297801971, 0.2789250314235687)",1,1,2.525146484375,2.539154052734375,Fixation,POINT (0.1563153862953186 0.2838316261768341),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823134168,18337532414,1,1,"(0.15825504064559937, 0.29259976744651794)","(0.16021095216274261, 0.2736107409000397)",1,1,2.5311431884765625,2.538543701171875,Fixation,POINT (0.159232996404171 0.2831052541732788),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823142501,18337540747,1,1,"(0.1576702743768692, 0.2900219261646271)","(0.16043739020824432, 0.280839204788208)",1,1,2.5173797607421875,2.537872314453125,Fixation,POINT (0.1590538322925568 0.2854305654764175),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823150835,18337549080,1,1,"(0.15729163587093353, 0.2884608805179596)","(0.15984003245830536, 0.275265097618103)",1,1,2.527618408203125,2.533294677734375,Fixation,POINT (0.1585658341646194 0.2818629890680313),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823167502,18337565747,1,1,"(0.12666213512420654, 0.28347131609916687)","(0.13399918377399445, 0.2755107879638672)",1,1,2.510406494140625,2.54815673828125,Fixation,POINT (0.1303306594491005 0.279491052031517),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823175836,18337574081,1,1,"(0.13040398061275482, 0.2860567569732666)","(0.1392822116613388, 0.27440929412841797)",1,1,2.5070037841796875,2.541732788085937,Fixation,POINT (0.1348430961370468 0.2802330255508423),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823184173,18337582418,1,1,"(0.12957733869552612, 0.29036372900009155)","(0.13660995662212372, 0.2736215889453888)",1,1,2.5056304931640625,2.543670654296875,Fixation,POINT (0.1330936476588249 0.2819926589727402),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823192506,18337590751,1,1,"(0.1265251189470291, 0.28424695134162903)","(0.13430212438106537, 0.2809392213821411)",1,1,2.5078277587890625,2.525634765625,Fixation,POINT (0.1304136216640472 0.2825930863618851),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823200840,18337599085,1,1,"(0.13093315064907074, 0.28336209058761597)","(0.13505981862545013, 0.2771824896335602)",1,1,2.5230712890625,2.5236053466796875,Fixation,POINT (0.1329964846372604 0.2802722901105881),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823209172,18337607417,1,1,"(0.12757501006126404, 0.2836628258228302)","(0.1330985575914383, 0.27127355337142944)",1,1,2.510650634765625,2.5456085205078125,Fixation,POINT (0.1303367838263512 0.2774681895971298),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823217506,18337615751,1,1,"(0.13002271950244904, 0.28634336590766907)","(0.1372060328722, 0.2724339962005615)",1,1,2.520050048828125,2.523712158203125,Fixation,POINT (0.1336143761873245 0.2793886810541153),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823225840,18337624085,1,1,"(0.12986351549625397, 0.28509604930877686)","(0.1328098028898239, 0.2744254767894745)",1,1,2.4998016357421875,2.5335845947265625,Fixation,POINT (0.1313366591930389 0.2797607630491257),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823234172,18337632417,1,1,"(0.12926878035068512, 0.2847459614276886)","(0.13262127339839935, 0.27815279364585876)",1,1,2.507232666015625,2.519760131835937,Fixation,POINT (0.1309450268745422 0.2814493775367737),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823242506,18337640751,1,1,"(0.1322253942489624, 0.2879560887813568)","(0.13510902225971222, 0.27588069438934326)",1,1,2.495025634765625,2.5375213623046875,Fixation,POINT (0.1336672082543373 0.28191839158535),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823250840,18337649085,1,1,"(0.12510313093662262, 0.2781852185726166)","(0.13562212884426117, 0.27698814868927)",1,1,2.5068359375,2.531967163085937,Fixation,POINT (0.1303626298904419 0.2775866836309433),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823259173,18337657418,1,1,"(0.1252959668636322, 0.27611029148101807)","(0.1343599110841751, 0.2758762836456299)",1,1,2.490631103515625,2.5312652587890625,Fixation,POINT (0.1298279389739037 0.275993287563324),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823267506,18337665751,1,1,"(0.12609325349330902, 0.2850615978240967)","(0.13595569133758545, 0.2751654386520386)",1,1,2.5024566650390625,2.5294647216796875,Fixation,POINT (0.1310244724154472 0.2801135182380676),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823275839,18337674084,1,1,"(0.12918497622013092, 0.27821147441864014)","(0.13693833351135254, 0.27714502811431885)",1,1,2.4946441650390625,2.5353546142578125,Fixation,POINT (0.1330616548657417 0.2776782512664795),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823284173,18337682418,1,1,"(0.12949883937835693, 0.28010424971580505)","(0.132559671998024, 0.26867803931236267)",1,1,2.50860595703125,2.5194244384765625,Fixation,POINT (0.1310292556881905 0.2743911445140839),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823292506,18337690751,1,1,"(0.12691448628902435, 0.2773749530315399)","(0.1348809450864792, 0.27195191383361816)",1,1,2.5000457763671875,2.5348052978515625,Fixation,POINT (0.1308977156877518 0.274663433432579),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823300839,18337699084,1,1,"(0.1282094120979309, 0.27745863795280457)","(0.13665872812271118, 0.280355840921402)",1,1,2.485198974609375,2.521469116210937,Fixation,POINT (0.132434070110321 0.2789072394371033),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823309172,18337707417,1,1,"(0.12537150084972382, 0.2831306457519531)","(0.1343923658132553, 0.26824986934661865)",1,1,2.505966186523437,2.5229034423828125,Fixation,POINT (0.1298819333314896 0.2756902575492859),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823317509,18337715754,1,1,"(0.1273295134305954, 0.274601548910141)","(0.13218800723552704, 0.26880425214767456)",1,1,2.4822998046875,2.5183258056640625,Fixation,POINT (0.1297587603330612 0.2717029005289078),,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionLoadNotes,34425716,1209823325843,18337724088,1,1,"(0.13174554705619812, 0.28295305371284485)","(0.12621335685253143, 0.28633829951286316)",1,1,2.4918212890625,2.502197265625,Fixation,POINT (0.1289794519543648 0.284645676612854),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823334175,18337732420,1,1,"(0.1331893652677536, 0.29471585154533386)","(0.12144909054040909, 0.2965101897716522)",1,1,2.4674224853515625,2.5081024169921875,Fixation,POINT (0.1273192279040813 0.295613020658493),,,,,,,,,1,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823575844,18337974089,1,1,"(0.0652499869465828, 0.318666934967041)","(0.057761240750551224, 0.3149411082267761)",1,1,2.450057983398437,2.434295654296875,,POINT (0.061505613848567 0.3168040215969086),,,,,,,,,,1,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823584181,18337982426,1,1,"(0.06265962868928909, 0.32073116302490234)","(0.06994935125112534, 0.29755622148513794)",1,1,2.438339233398437,2.470489501953125,Fixation,POINT (0.0663044899702072 0.3091436922550201),,,,,,,,,,,,,,,,,,,,,,,
0,136,actionLoadNotes,34425716,1209823592515,18337990760,1,1,"(0.06727685034275055, 0.3174598813056946)","(0.0669279396533966, 0.3126094937324524)",1,1,2.4479217529296875,2.4407501220703125,Fixation,POINT (0.0671023949980736 0.3150346875190735),,,,,,,,,,1,,,,,,,,,,,,,
