,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,Command.0,getBackCommand12.0,if.0,backCommand12.0,==.0,nan.0,//GEN-END: |264-getter|0|264-preInit.200,// write pre-init user code here.201,backCommand12.1,=.0,new.0,Command.1,"""OK"".0",Command.2,BACK.0,0.0,//GEN-LINE: | 264-getter | 1 | 264-postInit.202,// write post-init user code here.203,//GEN-BEGIN: | 264-getter | 2 |.204,return.0,backCommand12.2,prewritten,accurate,missing,unnecessary,readable,code
0,136,getBackCommand12,40865383,1209540806557,18055205921,1,1,"(0.7063589692115784, 0.20100511610507965)","(0.7036422491073608, 0.22533129155635834)",1,1,2.702392578125,2.66595458984375,Fixation,POINT (0.7050006091594696 0.213168203830719),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209540814890,18055214254,1,1,"(0.7062698006629944, 0.206096813082695)","(0.704259991645813, 0.2155369520187378)",1,1,2.724395751953125,2.65576171875,Fixation,POINT (0.7052648961544037 0.2108168825507164),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209540823225,18055222588,1,1,"(0.7050694227218628, 0.2102731168270111)","(0.7023183703422546, 0.2178490310907364)",1,1,2.7140655517578125,2.676177978515625,Fixation,POINT (0.7036938965320587 0.2140610739588738),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209540831559,18055230922,1,1,"(0.7077367305755615, 0.2078300416469574)","(0.7054643630981445, 0.22188569605350494)",1,1,2.7351531982421875,2.658065795898437,Fixation,POINT (0.706600546836853 0.2148578688502312),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209540839892,18055239255,1,1,"(0.7051957845687866, 0.21362823247909546)","(0.7031711339950562, 0.21796970069408417)",1,1,2.7205963134765625,2.6585693359375,Fixation,POINT (0.7041834592819214 0.2157989665865898),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209540848229,18055247592,1,1,"(0.7046200633049011, 0.21033382415771484)","(0.7061635255813599, 0.21556687355041504)",1,1,2.7028350830078125,2.650360107421875,Fixation,POINT (0.7053917944431305 0.2129503488540649),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209540856562,18055255925,1,1,"(0.7040069699287415, 0.20929095149040222)","(0.7012221813201904, 0.21574002504348755)",1,1,2.697113037109375,2.6521453857421875,Fixation,POINT (0.7026145756244659 0.2125154882669449),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209540864896,18055264259,1,1,"(0.7037236094474792, 0.20216526091098785)","(0.7052040696144104, 0.21937619149684906)",1,1,2.69305419921875,2.649322509765625,Fixation,POINT (0.7044638395309448 0.2107707262039185),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209540873229,18055272592,1,1,"(0.7041405439376831, 0.2047782689332962)","(0.7036361694335938, 0.21736007928848267)",1,1,2.6988067626953125,2.6555328369140625,Fixation,POINT (0.7038883566856384 0.2110691741108894),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209540881563,18055280926,1,1,"(0.7039068937301636, 0.20507563650608063)","(0.702347993850708, 0.22352708876132965)",1,1,2.690673828125,2.67352294921875,Fixation,POINT (0.7031274437904358 0.2143013626337051),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209540889896,18055289259,1,1,"(0.7091524004936218, 0.21012380719184875)","(0.7048170566558838, 0.2263222485780716)",1,1,2.719268798828125,2.66363525390625,Fixation,POINT (0.7069847285747528 0.2182230278849602),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209540898229,18055297592,1,1,"(0.705414891242981, 0.20839297771453857)","(0.7018048167228699, 0.22428534924983978)",1,1,2.714508056640625,2.642318725585937,Fixation,POINT (0.7036098539829254 0.2163391634821892),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209540906563,18055305926,1,1,"(0.7045421600341797, 0.21599669754505157)","(0.7036148905754089, 0.22008566558361053)",1,1,2.717391967773437,2.653411865234375,Fixation,POINT (0.7040785253047943 0.218041181564331),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209540914896,18055314259,1,1,"(0.7076931595802307, 0.20875957608222961)","(0.7050459384918213, 0.22527171671390533)",1,1,2.7167205810546875,2.654296875,Fixation,POINT (0.706369549036026 0.2170156463980675),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209540923230,18055322592,1,1,"(0.7043507695198059, 0.20747211575508118)","(0.704584538936615, 0.22209559381008148)",1,1,2.71978759765625,2.6546783447265625,Fixation,POINT (0.7044676542282104 0.2147838547825813),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209540931563,18055330925,1,1,"(0.702392578125, 0.2234407216310501)","(0.7008048892021179, 0.22166194021701813)",1,1,2.7433319091796875,2.6512908935546875,Fixation,POINT (0.701598733663559 0.2225513309240341),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209540939897,18055339259,1,1,"(0.7030032277107239, 0.21834145486354828)","(0.7071874737739563, 0.21353065967559814)",1,1,2.712371826171875,2.6270751953125,Fixation,POINT (0.7050953507423401 0.2159360572695732),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209540948230,18055347592,1,1,"(0.7039458155632019, 0.2180429846048355)","(0.706193745136261, 0.21099963784217834)",1,1,2.719940185546875,2.64471435546875,Fixation,POINT (0.7050697803497314 0.2145213112235069),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209540956564,18055355926,1,1,"(0.7035883665084839, 0.22523199021816254)","(0.7054324746131897, 0.2089160531759262)",1,1,2.73785400390625,2.6257781982421875,Fixation,POINT (0.7045104205608368 0.2170740216970444),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209540964897,18055364259,1,1,"(0.7048853039741516, 0.2230996936559677)","(0.7057596445083618, 0.21859592199325562)",1,1,2.7260894775390625,2.645538330078125,Fixation,POINT (0.7053224742412567 0.2208478078246117),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209540973230,18055372592,1,1,"(0.705227792263031, 0.2204408198595047)","(0.6990231275558472, 0.2140534520149231)",1,1,2.7479705810546875,2.64288330078125,Fixation,POINT (0.7021254599094391 0.2172471359372139),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209540981569,18055380931,1,1,"(0.704658567905426, 0.22181282937526703)","(0.7016162276268005, 0.21120457351207733)",1,1,2.7388916015625,2.62457275390625,Fixation,POINT (0.7031373977661133 0.2165087014436722),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209540989903,18055389265,1,1,"(0.70345139503479, 0.2128947675228119)","(0.7034008502960205, 0.22338858246803284)",1,1,2.7172088623046875,2.6610260009765625,Fixation,POINT (0.7034261226654053 0.2181416749954224),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209540998236,18055397598,1,1,"(0.7053004503250122, 0.20960451662540436)","(0.6999503970146179, 0.2205784022808075)",1,1,2.705551147460937,2.66558837890625,Fixation,POINT (0.7026254236698151 0.2150914594531059),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541006570,18055405932,1,1,"(0.6966827511787415, 0.20104117691516876)","(0.6932365298271179, 0.21112725138664246)",1,1,2.72021484375,2.6509552001953125,Fixation,POINT (0.6949596405029297 0.2060842141509056),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541014902,18055414264,1,1,"(0.6961601972579956, 0.21639810502529144)","(0.6938756108283997, 0.21447491645812988)",1,1,2.73846435546875,2.663436889648437,Fixation,POINT (0.6950179040431976 0.2154365107417107),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541023237,18055422598,1,1,"(0.7001743316650391, 0.20851872861385345)","(0.6977729201316833, 0.2110806703567505)",1,1,2.729248046875,2.663925170898437,Fixation,POINT (0.6989736258983612 0.209799699485302),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541031571,18055430932,1,1,"(0.6982810497283936, 0.22063979506492615)","(0.6969515085220337, 0.2166518270969391)",1,1,2.7294464111328125,2.6713104248046875,Fixation,POINT (0.6976162791252136 0.2186458110809326),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541039904,18055439265,1,1,"(0.6983651518821716, 0.20709244906902313)","(0.6958221197128296, 0.2162562757730484)",1,1,2.7059478759765625,2.6630096435546875,Fixation,POINT (0.6970936357975006 0.2116743624210358),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541048237,18055447598,1,1,"(0.6963053345680237, 0.2044352889060974)","(0.6963767409324646, 0.22012725472450256)",1,1,2.7217254638671875,2.6733856201171875,Fixation,POINT (0.6963410377502441 0.2122812718153),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541056570,18055455931,1,1,"(0.6975363492965698, 0.20604728162288666)","(0.6989418268203735, 0.21140047907829285)",1,1,2.721527099609375,2.6619110107421875,Fixation,POINT (0.6982390880584717 0.2087238803505898),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541064903,18055464264,1,1,"(0.6949301958084106, 0.21384665369987488)","(0.6986954212188721, 0.20941708981990814)",1,1,2.7284698486328125,2.6599273681640625,Fixation,POINT (0.6968128085136414 0.2116318717598915),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541073237,18055472598,1,1,"(0.6976118087768555, 0.21114319562911987)","(0.697340190410614, 0.21473918855190277)",1,1,2.7318878173828125,2.680389404296875,Fixation,POINT (0.6974759995937347 0.2129411920905113),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541081571,18055480932,1,1,"(0.6968047618865967, 0.218637153506279)","(0.6974098682403564, 0.2193271368741989)",1,1,2.76043701171875,2.659423828125,Fixation,POINT (0.6971073150634766 0.218982145190239),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541089904,18055489265,1,1,"(0.6946707367897034, 0.21509714424610138)","(0.6971030831336975, 0.2088974565267563)",1,1,2.7440338134765625,2.663909912109375,Fixation,POINT (0.6958869099617004 0.2119973003864288),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541098237,18055497598,1,1,"(0.6976588368415833, 0.21334587037563324)","(0.7008118629455566, 0.21292166411876678)",1,1,2.7177276611328125,2.65655517578125,Fixation,POINT (0.69923534989357 0.2131337672472),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541106572,18055505933,1,1,"(0.6970012187957764, 0.20981106162071228)","(0.698665976524353, 0.22042612731456757)",1,1,2.7327117919921875,2.6663970947265625,Fixation,POINT (0.6978335976600647 0.2151185944676399),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541114907,18055514267,1,1,"(0.6968405246734619, 0.21453607082366943)","(0.6971944570541382, 0.21959514915943146)",1,1,2.7432098388671875,2.67205810546875,Fixation,POINT (0.6970174908638 0.2170656099915504),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541123240,18055522600,1,1,"(0.6989806294441223, 0.2100403606891632)","(0.7007738351821899, 0.21412751078605652)",1,1,2.73809814453125,2.6748809814453125,Fixation,POINT (0.6998772323131561 0.2120839357376099),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541131573,18055530933,1,1,"(0.6992390155792236, 0.21715368330478668)","(0.6972707509994507, 0.20579126477241516)",1,1,2.744247436523437,2.6555328369140625,Fixation,POINT (0.6982548832893372 0.2114724740386009),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541139906,18055539266,1,1,"(0.6976644396781921, 0.2122490406036377)","(0.6985735297203064, 0.2067859172821045)",1,1,2.7235870361328125,2.66180419921875,Fixation,POINT (0.6981189846992493 0.2095174789428711),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541148240,18055547600,1,1,"(0.6982837319374084, 0.21815259754657745)","(0.6968744993209839, 0.21354883909225464)",1,1,2.7379913330078125,2.675033569335937,Fixation,POINT (0.6975791156291962 0.215850718319416),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541156574,18055555934,1,1,"(0.6974344253540039, 0.21280327439308167)","(0.6972528100013733, 0.2087375968694687)",1,1,2.7469482421875,2.6644287109375,Fixation,POINT (0.6973436176776886 0.2107704356312752),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541164907,18055564267,1,1,"(0.6953238248825073, 0.21601109206676483)","(0.6964512467384338, 0.20594476163387299)",1,1,2.7419586181640625,2.655548095703125,Fixation,POINT (0.6958875358104706 0.2109779268503189),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541173240,18055572600,1,1,"(0.6961232423782349, 0.21783946454524994)","(0.6988775730133057, 0.21597141027450562)",1,1,2.73614501953125,2.678451538085937,Fixation,POINT (0.6975004076957703 0.2169054374098778),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541181573,18055580933,1,1,"(0.6989715099334717, 0.2138710469007492)","(0.6953209042549133, 0.21689651906490326)",1,1,2.7522430419921875,2.6570281982421875,Fixation,POINT (0.6971462070941925 0.2153837829828262),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541189906,18055589266,1,1,"(0.6981525421142578, 0.21555718779563904)","(0.6947846412658691, 0.21694546937942505)",1,1,2.743865966796875,2.677764892578125,Fixation,POINT (0.6964685916900635 0.216251328587532),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541198240,18055597600,1,1,"(0.6979112029075623, 0.2098209112882614)","(0.6985024213790894, 0.216265469789505)",1,1,2.73046875,2.66632080078125,Fixation,POINT (0.6982068121433258 0.2130431905388832),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541206573,18055605933,1,1,"(0.6974345445632935, 0.200703427195549)","(0.6984537243843079, 0.2125072032213211)",1,1,2.709213256835937,2.665618896484375,Fixation,POINT (0.6979441344738007 0.2066053152084351),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541214907,18055614266,1,1,"(0.695788562297821, 0.21884915232658386)","(0.696613609790802, 0.21880297362804413)",1,1,2.73028564453125,2.6815643310546875,Fixation,POINT (0.6962010860443115 0.218826062977314),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541223241,18055622600,1,1,"(0.7082520127296448, 0.21973122656345367)","(0.7048901319503784, 0.2234097719192505)",1,1,2.740234375,2.675628662109375,Fixation,POINT (0.7065710723400116 0.2215704992413521),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541231574,18055630933,1,1,"(0.7056829333305359, 0.22263024747371674)","(0.7030565738677979, 0.21764788031578064)",1,1,2.7468414306640625,2.675994873046875,Fixation,POINT (0.7043697535991669 0.2201390638947487),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541239915,18055639274,1,1,"(0.7061803340911865, 0.21149402856826782)","(0.7050657868385315, 0.21326614916324615)",1,1,2.73199462890625,2.6785430908203125,Fixation,POINT (0.705623060464859 0.212380088865757),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541248248,18055647607,1,1,"(0.7022937536239624, 0.2162894308567047)","(0.70462965965271, 0.21799196302890778)",1,1,2.7299041748046875,2.680450439453125,Fixation,POINT (0.7034617066383362 0.2171406969428062),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541256581,18055655940,1,1,"(0.7029855251312256, 0.20870158076286316)","(0.7055821418762207, 0.22083519399166107)",1,1,2.71661376953125,2.676727294921875,Fixation,POINT (0.7042838335037231 0.2147683873772621),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541264914,18055664273,1,1,"(0.7041436433792114, 0.2126297950744629)","(0.7074236869812012, 0.21943843364715576)",1,1,2.7288970947265625,2.6822509765625,Fixation,POINT (0.7057836651802063 0.2160341143608093),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541273248,18055672607,1,1,"(0.7045277953147888, 0.2090817540884018)","(0.700790524482727, 0.213100403547287)",1,1,2.7215118408203125,2.674057006835937,Fixation,POINT (0.7026591598987579 0.2110910788178444),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541281581,18055680940,1,1,"(0.7028172612190247, 0.22245104610919952)","(0.7042185664176941, 0.2082294076681137)",1,1,2.753082275390625,2.67877197265625,Fixation,POINT (0.7035179138183594 0.2153402268886566),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541289915,18055689274,1,1,"(0.7039794325828552, 0.22278033196926117)","(0.704008162021637, 0.21337676048278809)",1,1,2.762451171875,2.6699981689453125,Fixation,POINT (0.7039937973022461 0.2180785462260246),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541298248,18055697607,1,1,"(0.7044219374656677, 0.22123660147190094)","(0.7048147916793823, 0.21871203184127808)",1,1,2.745956420898437,2.674713134765625,Fixation,POINT (0.704618364572525 0.2199743166565895),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541306581,18055705940,1,1,"(0.7028365731239319, 0.21064691245555878)","(0.7034523487091064, 0.2246413677930832)",1,1,2.7124786376953125,2.6803436279296875,Fixation,POINT (0.7031444609165192 0.217644140124321),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541314915,18055714273,1,1,"(0.7047179937362671, 0.21838690340518951)","(0.7045987844467163, 0.22121426463127136)",1,1,2.7601776123046875,2.6689605712890625,Fixation,POINT (0.7046583890914917 0.2198005840182304),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541323249,18055722607,1,1,"(0.7059836983680725, 0.211619034409523)","(0.7037946581840515, 0.21826927363872528)",1,1,2.7459716796875,2.6851806640625,Fixation,POINT (0.704889178276062 0.2149441540241242),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541331582,18055730940,1,1,"(0.7040382027626038, 0.22743189334869385)","(0.7084740400314331, 0.20935094356536865)",1,1,2.76702880859375,2.6651611328125,Fixation,POINT (0.7062561213970184 0.2183914184570312),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541339916,18055739274,1,1,"(0.7015016078948975, 0.22288045287132263)","(0.7064786553382874, 0.2186359465122223)",1,1,2.772674560546875,2.6805572509765625,Fixation,POINT (0.7039901316165924 0.2207581996917725),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541348249,18055747607,1,1,"(0.703046441078186, 0.2240787297487259)","(0.7066804766654968, 0.22398163378238678)",1,1,2.769683837890625,2.706298828125,Fixation,POINT (0.7048634588718414 0.2240301817655563),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541356582,18055755940,1,1,"(0.7037374377250671, 0.22303839027881622)","(0.7037749886512756, 0.21482634544372559)",1,1,2.7587432861328125,2.6879425048828125,Fixation,POINT (0.7037562131881714 0.2189323678612709),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541364916,18055764274,1,1,"(0.7057892680168152, 0.21297447383403778)","(0.7036858797073364, 0.2146846354007721)",1,1,2.7417755126953125,2.679107666015625,Fixation,POINT (0.7047375738620758 0.2138295546174049),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541373253,18055772611,1,1,"(0.7047663331031799, 0.21239906549453735)","(0.7029821276664734, 0.2144828736782074)",1,1,2.733139038085937,2.696151733398437,Fixation,POINT (0.7038742303848267 0.2134409695863724),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541381587,18055780945,1,1,"(0.7014721632003784, 0.19881920516490936)","(0.7031542658805847, 0.21150235831737518)",1,1,2.72039794921875,2.677001953125,Fixation,POINT (0.7023132145404816 0.2051607817411423),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541389920,18055789278,1,1,"(0.7051064968109131, 0.20361600816249847)","(0.7023251056671143, 0.21694348752498627)",1,1,2.72137451171875,2.6846466064453125,Fixation,POINT (0.7037158012390137 0.2102797478437424),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541398253,18055797611,1,1,"(0.7022482752799988, 0.20296941697597504)","(0.7036261558532715, 0.21635675430297852)",1,1,2.7443084716796875,2.6926727294921875,Fixation,POINT (0.7029372155666351 0.2096630856394768),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541406587,18055805945,1,1,"(0.703725278377533, 0.21242733299732208)","(0.7037627100944519, 0.22029751539230347)",1,1,2.746185302734375,2.695175170898437,Fixation,POINT (0.7037439942359924 0.2163624241948128),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541414921,18055814278,1,1,"(0.7056427001953125, 0.20787692070007324)","(0.7054689526557922, 0.22381214797496796)",1,1,2.751312255859375,2.7004852294921875,Fixation,POINT (0.7055558264255524 0.2158445343375206),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541423255,18055822612,1,1,"(0.7004975080490112, 0.21934905648231506)","(0.7046926021575928, 0.22123406827449799)",1,1,2.76763916015625,2.70465087890625,Fixation,POINT (0.702595055103302 0.2202915623784065),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541431588,18055830945,1,1,"(0.7037313580513, 0.21536493301391602)","(0.7038052082061768, 0.22032320499420166)",1,1,2.7622833251953125,2.7222137451171875,Fixation,POINT (0.7037682831287384 0.2178440690040588),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541439921,18055839278,1,1,"(0.7030864357948303, 0.2207290679216385)","(0.7004117369651794, 0.21907830238342285)",1,1,2.76959228515625,2.6937408447265625,Fixation,POINT (0.7017490863800049 0.2199036851525307),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541448255,18055847612,1,1,"(0.7040160894393921, 0.22066734731197357)","(0.7002177834510803, 0.2151748389005661)",1,1,2.777328491210937,2.6936798095703125,Fixation,POINT (0.7021169364452362 0.2179210931062698),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541456588,18055855945,1,1,"(0.7019882202148438, 0.22207657992839813)","(0.7012767791748047, 0.21427181363105774)",1,1,2.780181884765625,2.695404052734375,Fixation,POINT (0.7016324996948242 0.2181741967797279),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541464922,18055864279,1,1,"(0.7038623094558716, 0.21362458169460297)","(0.7013229131698608, 0.2238883674144745)",1,1,2.76025390625,2.717636108398437,Fixation,POINT (0.7025926113128662 0.2187564745545387),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541473255,18055872612,1,1,"(0.7045270204544067, 0.20598705112934113)","(0.7010599970817566, 0.21439240872859955)",1,1,2.7400665283203125,2.7070770263671875,Fixation,POINT (0.7027935087680817 0.2101897299289703),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541481588,18055880945,1,1,"(0.7044991850852966, 0.2043970823287964)","(0.7028748393058777, 0.22185717523097992)",1,1,2.754135131835937,2.7262725830078125,Fixation,POINT (0.7036870121955872 0.2131271287798882),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541489922,18055889279,1,1,"(0.7059810161590576, 0.2088886946439743)","(0.7032800316810608, 0.2240384966135025)",1,1,2.7566680908203125,2.7155303955078125,Fixation,POINT (0.7046305239200592 0.2164635956287384),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541498255,18055897612,1,1,"(0.7042442560195923, 0.20957332849502563)","(0.7009079456329346, 0.22324073314666748)",1,1,2.73992919921875,2.713623046875,Fixation,POINT (0.7025761008262634 0.2164070308208466),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541506592,18055905949,1,1,"(0.7018463015556335, 0.19973395764827728)","(0.7030701041221619, 0.2182973474264145)",1,1,2.719146728515625,2.7112579345703125,Fixation,POINT (0.7024582028388977 0.2090156525373459),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541514927,18055914283,1,1,"(0.7021594047546387, 0.21975485980510712)","(0.7025964856147766, 0.22157269716262817)",1,1,2.7590789794921875,2.6954803466796875,Fixation,POINT (0.7023779451847076 0.2206637784838676),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541523259,18055922615,1,1,"(0.7020313143730164, 0.2193567305803299)","(0.7049604654312134, 0.21752505004405975)",1,1,2.767822265625,2.7108917236328125,Fixation,POINT (0.7034958899021149 0.2184408903121948),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541531593,18055930949,1,1,"(0.7029333710670471, 0.21495391428470612)","(0.7022746801376343, 0.21141812205314636)",1,1,2.7685699462890625,2.693572998046875,Fixation,POINT (0.7026040256023407 0.2131860181689262),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541539926,18055939282,1,1,"(0.7015491127967834, 0.21030692756175995)","(0.704105794429779, 0.21744316816329956)",1,1,2.734100341796875,2.703826904296875,Fixation,POINT (0.7028274536132812 0.2138750478625298),,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getBackCommand12,40865383,1209541548260,18055947616,1,1,"(0.7032189965248108, 0.21375226974487305)","(0.7037428617477417, 0.22254522144794464)",1,1,2.750518798828125,2.7174835205078125,Fixation,POINT (0.7034809291362762 0.2181487455964088),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getBackCommand12,40865383,1209541556593,18055955949,1,1,"(0.702643096446991, 0.21506492793560028)","(0.7010917067527771, 0.22284190356731415)",1,1,2.74969482421875,2.7003631591796875,Fixation,POINT (0.701867401599884 0.2189534157514572),,,,,,,,,,,,,,,,,,,,,,,,,,,,
