Participant,Quality,Method,YearsCoding,JavaExperience,AttentionSwitch_functiondeclaration,AttentionSwitch_parameter,AttentionSwitch_variabledeclaration,AttentionSwitch_externalclass,AttentionSwitch_exceptionhandling,AttentionSwitch_conditionalstatement,AttentionSwitch_loop,AttentionSwitch_return,AttentionSwitch_functioncall,AttentionSwitch_argument,AttentionSwitch_variable,AttentionSwitch_externallydefinedvariableorfunction,AttentionSwitch_assignment,AttentionSwitch_conditionalblock,AttentionSwitch_comment,AttentionSwitch_operator,AttentionSwitch_operation
155,0,addRotation_23014476,5,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0
155,0,appendDeclarations_36405409,5,2.0,28.0,9.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
155,0,evaluate_45130358,5,2.0,3.0,3.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0,getImageWithSource_1782360,5,2.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0,getUserNameFromCookie_1694531,5,2.0,9.0,0.0,17.0,0.0,0.0,14.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
155,0,removeService_38221424,5,2.0,16.0,8.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
155,0,swapItems_36634895,5,2.0,4.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
155,0,updateGain_26215341,5,2.0,6.0,0.0,8.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,1,add_4114383,5,2.0,5.0,2.0,9.0,0.0,0.0,113.0,94.0,29.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
155,1,testOneTwoThreeCreateCycle_19507735,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0,addPKColumn_51577053,6,4.0,0.0,0.0,2.0,0.0,7.0,6.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
166,0,messageSent_19413001,6,4.0,3.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
166,1,BFSdist_44521080,6,4.0,7.0,2.0,8.0,0.0,0.0,31.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
166,1,add_4114383,6,4.0,6.0,1.0,6.0,0.0,0.0,49.0,38.0,19.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
166,1,appendDeclarations_36405409,6,4.0,6.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0
166,1,compareTo_17121898,6,4.0,8.0,0.0,0.0,0.0,0.0,20.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,1,equals_10222579,6,4.0,2.0,1.0,17.0,0.0,0.0,9.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,1,getBackCommand2_29601536,6,4.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0
166,1,setPhoto_50994916,6,4.0,4.0,13.0,6.0,0.0,3.0,9.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
166,1,showLatestPlan_18418213,6,4.0,3.0,13.0,10.0,4.0,3.0,0.0,0.0,1.0,14.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0
166,1,testNegativeParseCases_31696447,6,4.0,3.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
166,1,testOneTwoThreeCreateCycle_19507735,6,4.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,1,updateSchema_4627680,6,4.0,1.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
168,0,BFSdist_44521080,4,2.0,24.0,5.0,41.0,0.0,0.0,47.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
168,0,add_4114383,4,2.0,4.0,4.0,13.0,0.0,0.0,90.0,67.0,31.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
168,0,clearFieldersFromField_45147874,4,2.0,6.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
168,0,getMenuAdministracion_28631042,4,2.0,29.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
168,0,setPhoto_50994916,4,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
168,0,swapItems_36634895,4,2.0,5.0,10.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
168,1,actionPerformed_12725774,4,2.0,4.0,2.0,8.0,0.0,0.0,59.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
168,1,appendDeclarations_36405409,4,2.0,20.0,14.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0
168,1,compareTo_17121898,4,2.0,23.0,15.0,0.0,0.0,0.0,41.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1,equals_10222579,4,2.0,6.0,9.0,119.0,0.0,0.0,22.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1,exportXVRL_45047585,4,2.0,7.0,17.0,134.0,0.0,8.0,18.0,0.0,0.0,25.0,65.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
168,1,getImageWithSource_1782360,4,2.0,24.0,8.0,32.0,0.0,0.0,35.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1,getUserNameFromCookie_1694531,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1,readFromFile_16777940,4,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0
168,1,setGenJarDir_31789275,4,2.0,1.0,12.0,6.0,0.0,0.0,29.0,28.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1,store_20787007,4,2.0,4.0,17.0,92.0,23.0,3.0,0.0,0.0,0.0,49.0,66.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0
168,1,testGetEmail_33718481,4,2.0,6.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1,testNegativeParseCases_31696447,4,2.0,3.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1,testOneTwoThreeCreateCycle_19507735,4,2.0,7.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1,test_10_bug2689872_19498280,4,2.0,30.0,0.0,199.0,0.0,13.0,0.0,0.0,0.0,196.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1,updateSchema_4627680,4,2.0,10.0,38.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,5.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
176,0,add_4114383,4,4.0,27.0,11.0,12.0,0.0,0.0,36.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0,equals_10222579,4,4.0,9.0,8.0,28.0,0.0,0.0,17.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0,getBackCommand22_40865212,4,4.0,14.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0
176,0,getImageWithSource_1782360,4,4.0,4.0,1.0,3.0,0.0,0.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0,invalidateSession_18354735,4,4.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
176,0,print_7957602,4,4.0,16.0,7.0,0.0,0.0,0.0,28.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0,selectBracketingEntries_40936756,4,4.0,16.0,18.0,0.0,29.0,2.0,0.0,0.0,17.0,0.0,8.0,0.0,46.0,8.0,0.0,15.0,0.0,0.0
176,0,setSecurityMode_38737384,4,4.0,10.0,5.0,0.0,3.0,4.0,11.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
176,0,swapItems_36634895,4,4.0,14.0,9.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
176,0,testGetEmail_33718481,4,4.0,25.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0,updateSchema_4627680,4,4.0,10.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
176,1,searchRecipe_18421665,4,4.0,26.0,4.0,22.0,0.0,0.0,74.0,66.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,1,setGenJarDir_31789275,4,4.0,18.0,18.0,37.0,0.0,0.0,27.0,32.0,0.0,49.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
176,1,store_20787007,4,4.0,2.0,10.0,15.0,4.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
182,0,addPKColumn_51577053,3,2.5,16.0,23.0,48.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
182,0,clearFieldersFromField_45147874,3,2.5,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
182,0,equals_10222579,3,2.5,10.0,7.0,9.0,0.0,0.0,23.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0,getRodinDBStatus_19505695,3,2.5,52.0,0.0,66.0,0.0,0.0,35.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
182,0,go_14477536,3,2.5,7.0,4.0,0.0,6.0,5.0,5.0,0.0,0.0,9.0,4.0,0.0,10.0,0.0,5.0,0.0,2.0,0.0
182,0,messageSent_19413001,3,2.5,25.0,1.0,28.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
182,0,testNegativeParseCases_31696447,3,2.5,9.0,0.0,0.0,0.0,0.0,18.0,17.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
182,0,updateSchema_4627680,3,2.5,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
182,1,BFSdist_44521080,3,2.5,7.0,7.0,24.0,0.0,0.0,29.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
182,1,appendDeclarations_36405409,3,2.5,29.0,10.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
182,1,getImageWithSource_1782360,3,2.5,12.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,1,getUserNameFromCookie_1694531,3,2.5,10.0,0.0,14.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
182,1,invalidateSession_18354735,3,2.5,22.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
182,1,setGenJarDir_31789275,3,2.5,14.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,1,updateGain_26215341,3,2.5,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0,BFSdist_44521080,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0,actionPerformed_12725774,4,3.0,10.0,1.0,15.0,0.0,0.0,37.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
186,0,addPKColumn_51577053,4,3.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0,evaluate_45130358,4,3.0,0.0,0.0,5.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0,getImageWithSource_1782360,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0,getRodinDBStatus_19505695,4,3.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
186,0,go_14477536,4,3.0,0.0,6.0,0.0,3.0,2.0,11.0,0.0,0.0,41.0,9.0,0.0,38.0,0.0,13.0,5.0,0.0,0.0
186,0,messageSent_19413001,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0,setGenJarDir_31789275,4,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0,setSecurityMode_38737384,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0,updateSchema_4627680,4,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
186,1,add_4114383,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,1,appendDeclarations_36405409,4,3.0,50.0,6.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
186,1,testNegativeParseCases_31696447,4,3.0,1.0,0.0,0.0,0.0,0.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,1,testValidateSeparationCount_26285656,4,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,1,updateGain_26215341,4,3.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,0,BFSdist_44521080,8,3.0,19.0,2.0,37.0,0.0,0.0,52.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
189,0,addRotation_23014476,8,3.0,11.0,13.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,16.0,3.0,0.0,0.0,0.0,0.0
189,0,createChecklistItem_49866815,8,3.0,52.0,9.0,87.0,0.0,0.0,0.0,0.0,9.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,0,handleHalt_19682824,8,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
189,0,readFromFile_16777940,8,3.0,1.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0,30.0,5.0,0.0,0.0,0.0,0.0
189,0,swapItems_36634895,8,3.0,13.0,47.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0
189,1,abstractMatrix3D_12723449,8,3.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,10.0,4.0,0.0,4.0,0.0,0.0
189,1,actionPerformed_12725774,8,3.0,131.0,44.0,175.0,0.0,0.0,56.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
189,1,getNAGString_43137003,8,3.0,57.0,10.0,9.0,0.0,0.0,119.0,71.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,1,go_14477536,8,3.0,4.0,30.0,0.0,13.0,6.0,34.0,0.0,0.0,58.0,30.0,0.0,55.0,0.0,38.0,31.0,0.0,0.0
189,1,isInvalidEmailLink_49250848,8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,1,testNegativeParseCases_31696447,8,3.0,7.0,0.0,0.0,0.0,0.0,20.0,21.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
191,0,BFSdist_44521080,4,1.0,8.0,1.0,17.0,0.0,0.0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
191,0,addPKColumn_51577053,4,1.0,19.0,34.0,51.0,0.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
191,0,addRotation_23014476,4,1.0,55.0,27.0,81.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0
191,0,clearFieldersFromField_45147874,4,1.0,12.0,0.0,0.0,0.0,0.0,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
191,0,getClassNameForLookAndFeel_19218425,4,1.0,62.0,8.0,0.0,0.0,0.0,89.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0
191,0,readFromFile_16777940,4,1.0,10.0,10.0,49.0,0.0,8.0,0.0,0.0,0.0,24.0,0.0,17.0,49.0,2.0,0.0,0.0,0.0,0.0
191,0,selectBracketingEntries_40936756,4,1.0,6.0,12.0,0.0,16.0,14.0,0.0,0.0,36.0,0.0,9.0,0.0,55.0,7.0,0.0,12.0,0.0,0.0
191,0,setGenJarDir_31789275,4,1.0,55.0,35.0,54.0,0.0,0.0,18.0,20.0,0.0,103.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0,swapItems_36634895,4,1.0,19.0,11.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0
191,0,testNegativeParseCases_31696447,4,1.0,11.0,0.0,0.0,0.0,0.0,34.0,31.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
191,1,appendDeclarations_36405409,4,1.0,36.0,8.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
191,1,getUserNameFromCookie_1694531,4,1.0,37.0,0.0,48.0,0.0,0.0,53.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
191,1,setPhoto_50994916,4,1.0,21.0,68.0,29.0,0.0,34.0,113.0,0.0,0.0,28.0,6.0,0.0,14.0,0.0,198.0,0.0,0.0,0.0
191,1,setSecurityMode_38737384,4,1.0,53.0,23.0,0.0,32.0,49.0,95.0,0.0,6.0,10.0,0.0,2.0,39.0,2.0,0.0,0.0,0.0,0.0
191,1,updateGain_26215341,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,0,appendDeclarations_36405409,10,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
310,0,handleHalt_19682824,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,0,messageSent_19413001,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,1,BFSdist_44521080,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,1,actionPerformed_12725774,10,1.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
310,1,addPKColumn_51577053,10,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,1,equals_10222579,10,1.0,7.0,7.0,10.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,1,getImageWithSource_1782360,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,1,testMoveRFWithNullContainer_19507414,10,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,1,testNegativeParseCases_31696447,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,1,updateGain_26215341,10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0,addPKColumn_51577053,9,5.0,13.0,8.0,22.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311,0,getImageWithSource_1782360,9,5.0,15.0,0.0,14.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0,getUserNameFromCookie_1694531,9,5.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
311,0,swapItems_36634895,9,5.0,6.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
311,1,BFSdist_44521080,9,5.0,8.0,8.0,14.0,0.0,0.0,16.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
311,1,actionPerformed_12725774,9,5.0,4.0,4.0,10.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
311,1,addRotation_23014476,9,5.0,9.0,7.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0
311,1,add_4114383,9,5.0,21.0,5.0,4.0,0.0,0.0,31.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
311,1,appendDeclarations_36405409,9,5.0,26.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
311,1,clearFieldersFromField_45147874,9,5.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,1,go_14477536,9,5.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,1.0,5.0,1.0,0.0
311,1,liesBetween_39299426,9,5.0,9.0,8.0,0.0,0.0,0.0,23.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,1,setGenJarDir_31789275,9,5.0,7.0,8.0,15.0,0.0,0.0,23.0,22.0,0.0,25.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
311,1,testSetExample_50891793,9,5.0,3.0,0.0,24.0,17.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
311,1,testSetWelcomeMsg_33719869,9,5.0,7.0,0.0,23.0,4.0,0.0,0.0,0.0,0.0,17.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
311,1,updateGain_26215341,9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,BFSdist_44521080,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,addPKColumn_51577053,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,addRotation_23014476,8,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
312,0,appendDeclarations_36405409,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,clearFieldersFromField_45147874,8,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
312,0,getClassNameForLookAndFeel_19218425,8,1.0,13.0,2.0,0.0,0.0,0.0,31.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
312,0,getImageWithSource_1782360,8,1.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,getRodinDBStatus_19505695,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,go_14477536,8,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,6.0,0.0,8.0,0.0,3.0,1.0,0.0,0.0
312,0,liesBetween_39299426,8,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,listen_29572299,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
