Method Name,Original Column,Mapped Category
getClassNameForLookAndFeel,public.0,function declaration
getClassNameForLookAndFeel,String.0,function declaration
getClassNameForLookAndFeel,getClassNameForLookAndFeel.0,function declaration
getClassNameForLookAndFeel,String.1,parameter
getClassNameForLookAndFeel,name.0,parameter
getClassNameForLookAndFeel,if.0,conditional statement
getClassNameForLookAndFeel,lfNameToLookAndFeel.0,conditional statement
getClassNameForLookAndFeel,containsKey.0,conditional statement
getClassNameForLookAndFeel,name.1,conditional statement
getClassNameForLookAndFeel,UIManager.0,conditional block
getClassNameForLookAndFeel,LookAndFeelInfo.0,conditional block
getClassNameForLookAndFeel,lookAndFeelInfo.0,conditional block
getClassNameForLookAndFeel,=.0,conditional block
getClassNameForLookAndFeel,UIManager.1,conditional block
getClassNameForLookAndFeel,LookAndFeelInfo.1,conditional block
getClassNameForLookAndFeel,lfNameToLookAndFeel.1,conditional block
getClassNameForLookAndFeel,get.0,conditional block
getClassNameForLookAndFeel,name.2,conditional block
getClassNameForLookAndFeel,return.0,return
getClassNameForLookAndFeel,lookAndFeelInfo.1,return
getClassNameForLookAndFeel,getClassName.0,return
getClassNameForLookAndFeel,else.0,conditional statement
getClassNameForLookAndFeel,return.1,return
getClassNameForLookAndFeel,nan.0,return
testSetWelcomeMsg,public.0,function declaration
testSetWelcomeMsg,void.0,function declaration
testSetWelcomeMsg,testSetWelcomeMsg.0,function declaration
testSetWelcomeMsg,System.0,external class
testSetWelcomeMsg,out.0,function call
testSetWelcomeMsg,println.0,function call
testSetWelcomeMsg,"""""""setWelcomeMsg"""".0""","""""""setWelcomeMsg"""".0"""
testSetWelcomeMsg,String.0,variable declaration
testSetWelcomeMsg,welcomeMsg.0,variable declaration
testSetWelcomeMsg,=.0,variable declaration
testSetWelcomeMsg,""""""""""".0""",""""""""""".0"""
testSetWelcomeMsg,SystemClient_DBImpl.0,variable declaration
testSetWelcomeMsg,instance.0,variable declaration
testSetWelcomeMsg,=.1,variable declaration
testSetWelcomeMsg,new.0,variable declaration
testSetWelcomeMsg,SystemClient_DBImpl.1,variable declaration
testSetWelcomeMsg,instance.1,variable
testSetWelcomeMsg,setWelcomeMsg.0,function call
testSetWelcomeMsg,welcomeMsg.1,argument
testSetWelcomeMsg,// TODO review the generated test code and remove the default call to fail..200,comment
testSetWelcomeMsg,fail.0,function call
testSetWelcomeMsg,"""""""The test case is a prototype. """".100""","""""""The test case is a prototype. """".100"""
liesBetween,private.0,function declaration
liesBetween,boolean.0,function declaration
liesBetween,liesBetween.0,function declaration
liesBetween,double.0,parameter
liesBetween,x1.0,parameter
liesBetween,double.1,parameter
liesBetween,x2.0,parameter
liesBetween,double.2,parameter
liesBetween,x3.0,parameter
liesBetween,if.0,conditional statement
liesBetween,x1.1,conditional statement
liesBetween,<=.0,conditional statement
liesBetween,x2.1,conditional statement
liesBetween,&&.0,conditional statement
liesBetween,x3.1,conditional statement
liesBetween,>=.0,conditional statement
liesBetween,x1.2,conditional statement
liesBetween,-.0,conditional statement
liesBetween,ACCURACY.0,conditional statement
liesBetween,&&.1,conditional statement
liesBetween,x3.2,conditional statement
liesBetween,<=.1,conditional statement
liesBetween,x2.2,conditional statement
liesBetween,+.0,conditional statement
liesBetween,ACCURACY.1,conditional statement
liesBetween,return.0,return
liesBetween,TRUE.0,return
liesBetween,if.1,conditional statement
liesBetween,x1.3,conditional statement
liesBetween,>=.1,conditional statement
liesBetween,x2.3,conditional statement
liesBetween,&&.2,conditional statement
liesBetween,x3.3,conditional statement
liesBetween,>=.2,conditional statement
liesBetween,x2.4,conditional statement
liesBetween,-.1,conditional statement
liesBetween,ACCURACY.2,conditional statement
liesBetween,&&.3,conditional statement
liesBetween,x3.4,conditional statement
liesBetween,<=.2,conditional statement
liesBetween,x1.4,conditional statement
liesBetween,+.1,conditional statement
liesBetween,ACCURACY.3,conditional statement
liesBetween,return.1,return
liesBetween,TRUE.1,return
liesBetween,return.2,return
liesBetween,FALSE.0,return
liesBetween,private.0,function declaration
liesBetween,boolean.0,function declaration
liesBetween,liesBetween.0,function declaration
liesBetween,double.0,parameter
liesBetween,x1.0,parameter
liesBetween,double.1,parameter
liesBetween,x2.0,parameter
liesBetween,double.2,parameter
liesBetween,x3.0,parameter
liesBetween,if.0,conditional statement
liesBetween,x1.1,conditional statement
liesBetween,<=.0,conditional statement
liesBetween,x2.1,conditional statement
liesBetween,&&.0,conditional statement
liesBetween,x3.1,conditional statement
liesBetween,>=.0,conditional statement
liesBetween,x1.2,conditional statement
liesBetween,-.0,conditional statement
liesBetween,ACCURACY.0,conditional statement
liesBetween,&&.1,conditional statement
liesBetween,x3.2,conditional statement
liesBetween,<=.1,conditional statement
liesBetween,x2.2,conditional statement
liesBetween,+.0,conditional statement
liesBetween,ACCURACY.1,conditional statement
liesBetween,return.0,return
liesBetween,TRUE.0,return
liesBetween,if.1,conditional statement
liesBetween,x1.3,conditional statement
liesBetween,>=.1,conditional statement
liesBetween,x2.3,conditional statement
liesBetween,&&.2,conditional statement
liesBetween,x3.3,conditional statement
liesBetween,>=.2,conditional statement
liesBetween,x2.4,conditional statement
liesBetween,-.1,conditional statement
liesBetween,ACCURACY.2,conditional statement
liesBetween,&&.3,conditional statement
liesBetween,x3.4,conditional statement
liesBetween,<=.2,conditional statement
liesBetween,x1.4,conditional statement
liesBetween,+.1,conditional statement
liesBetween,ACCURACY.3,conditional statement
liesBetween,return.1,return
liesBetween,TRUE.1,return
liesBetween,return.2,return
liesBetween,FALSE.0,return
swapItems,public.0,function declaration
swapItems,void.0,function declaration
swapItems,swapItems.0,function declaration
swapItems,int.0,parameter
swapItems,index.0,parameter
swapItems,int.1,parameter
swapItems,change.0,parameter
swapItems,if.0,conditional statement
swapItems,index.1,conditional statement
swapItems,>=.0,conditional statement
swapItems,0.0,conditional statement
swapItems,&&.0,conditional statement
swapItems,index.2,conditional statement
swapItems,<.0,conditional statement
swapItems,allItems.0,conditional statement
swapItems,length.0,conditional statement
swapItems,&&.1,conditional statement
swapItems,change.1,conditional statement
swapItems,>=.1,conditional statement
swapItems,0.1,conditional statement
swapItems,&&.2,conditional statement
swapItems,change.2,conditional statement
swapItems,<.1,conditional statement
swapItems,allItems.1,conditional statement
swapItems,length.1,conditional statement
swapItems,MenuItem.0,conditional block
swapItems,temp.0,conditional block
swapItems,=.0,conditional block
swapItems,allItems.2,conditional block
swapItems,index.3,conditional block
swapItems,allItems.3,conditional block
swapItems,index.4,conditional block
swapItems,=.1,conditional block
swapItems,allItems.4,conditional block
swapItems,change.3,conditional block
swapItems,allItems.5,conditional block
swapItems,change.4,conditional block
swapItems,=.2,conditional block
swapItems,temp.1,conditional block
listen,public.0,function declaration
listen,void.0,function declaration
listen,listen.0,function declaration
listen,throws.0,exception handling
listen,IOException.0,exception handling
listen,logMessage.0,externally defined variable or function
listen,"""""""Server started at """".100""","""""""Server started at """".100"""
listen,+.0,argument
listen,this.0,argument
listen,getHostname.0,argument
listen,+.1,argument
listen,""""""":"""".0""",""""""":"""".0"""
listen,+.2,argument
listen,this.1,argument
listen,getPort.0,argument
listen,while.0,loop
listen,TRUE.0,conditional statement
listen,Socket.0,loop
listen,socket.0,loop
listen,=.0,loop
listen,serverSocket.0,loop
listen,accept.0,loop
listen,logMessage.1,loop
listen,socket.1,loop
listen,getInetAddress.0,loop
listen,getCanonicalHostName.0,loop
listen,+.3,loop
listen,"""""""has made a connection !"""".101""","""""""has made a connection !"""".101"""
listen,logMessage.2,loop
listen,"""""""Creating new listener"""".102""","""""""Creating new listener"""".102"""
listen,ListenThread.0,loop
listen,task.0,loop
listen,=.1,loop
listen,new.0,loop
listen,ListenThread.1,loop
listen,socket.2,loop
listen,this.2,loop
listen,logMessage.3,loop
listen,"""""""Adding new totemcontrolcomhandler"""".103""","""""""Adding new totemcontrolcomhandler"""".103"""
listen,addHandlers.0,loop
listen,task.1,loop
listen,Thread.0,loop
listen,listener.0,loop
listen,=.2,loop
listen,new.1,loop
listen,Thread.1,loop
listen,task.2,loop
listen,logMessage.4,loop
listen,"""""""Starting new thread"""".104""","""""""Starting new thread"""".104"""
listen,listener.1,loop
listen,run.0,loop
BFSdist,public.0,function declaration
BFSdist,void.0,function declaration
BFSdist,BFSdist.0,function declaration
BFSdist,Node.0,parameter
BFSdist,n.0,parameter
BFSdist,Vector.0,parameter
BFSdist,ToDo.0,parameter
BFSdist,int.0,parameter
BFSdist,indirConn.0,parameter
BFSdist,Node.1,variable declaration
BFSdist,n2.0,variable declaration
BFSdist,=.0,variable declaration
BFSdist,nan.0,variable declaration
BFSdist,for.0,loop
BFSdist,Enumeration.0,loop
BFSdist,es.0,loop
BFSdist,=.1,loop
BFSdist,n.1,loop
BFSdist,adjEdges.0,loop
BFSdist,elements.0,loop
BFSdist,es.1,conditional statement
BFSdist,hasMoreElements.0,conditional statement
BFSdist,n2.1,loop
BFSdist,=.2,loop
BFSdist,n.2,loop
BFSdist,adjNode.0,loop
BFSdist,Edge.0,loop
BFSdist,es.2,loop
BFSdist,nextElement.0,loop
BFSdist,if.0,conditional statement
BFSdist,n2.2,conditional statement
BFSdist,dist.0,conditional statement
BFSdist,<.0,conditional statement
BFSdist,0.0,conditional statement
BFSdist,n2.3,loop
BFSdist,dist.1,loop
BFSdist,=.3,loop
BFSdist,n.3,loop
BFSdist,dist.2,loop
BFSdist,+.0,loop
BFSdist,1.0,loop
BFSdist,indirConn.1,loop
BFSdist,n2.4,loop
BFSdist,dist.3,loop
BFSdist,++.0,loop
BFSdist,// important add adds to the end of the list.200,comment
BFSdist,ToDo.1,loop
BFSdist,add.0,loop
BFSdist,n2.5,loop
BFSdist,if.1,conditional statement
BFSdist,ToDo.2,conditional statement
BFSdist,isEmpty.0,conditional statement
BFSdist,n2.6,conditional block
BFSdist,=.4,conditional block
BFSdist,Node.2,conditional block
BFSdist,ToDo.3,conditional block
BFSdist,remove.0,conditional block
BFSdist,0.1,conditional block
BFSdist,BFSdist.1,conditional block
BFSdist,n2.7,conditional block
BFSdist,ToDo.4,conditional block
BFSdist,indirConn.2,conditional block
getImageWithSource,public.0,function declaration
getImageWithSource,WebImage.0,function declaration
getImageWithSource,getImageWithSource.0,function declaration
getImageWithSource,String.0,parameter
getImageWithSource,source.0,parameter
getImageWithSource,WebImage.1,variable declaration
getImageWithSource,images.0,variable declaration
getImageWithSource,=.0,variable declaration
getImageWithSource,getImages.0,variable declaration
getImageWithSource,for.0,loop
getImageWithSource,int.0,loop
getImageWithSource,i.0,loop
getImageWithSource,=.1,loop
getImageWithSource,0.0,loop
getImageWithSource,i.1,conditional statement
getImageWithSource,<.0,conditional statement
getImageWithSource,images.1,conditional statement
getImageWithSource,length.0,conditional statement
getImageWithSource,i.2,loop
getImageWithSource,if.0,conditional statement
getImageWithSource,HttpUnitUtils.0,conditional statement
getImageWithSource,matches.0,conditional statement
getImageWithSource,source.1,conditional statement
getImageWithSource,images.2,conditional statement
getImageWithSource,i.3,conditional statement
getImageWithSource,].0,].0
getImageWithSource,getSource.0,conditional statement
getImageWithSource,return.0,return
getImageWithSource,images.3,return
getImageWithSource,i.4,return
getImageWithSource,return.1,return
getImageWithSource,nan.0,return
updateSchema,public.0,function declaration
updateSchema,void.0,function declaration
updateSchema,updateSchema.0,function declaration
updateSchema,String.0,parameter
updateSchema,kind.0,parameter
updateSchema,SchemaTO.0,parameter
updateSchema,schemaTO.0,parameter
updateSchema,try.0,exception handling
updateSchema,restTemplate.0,externally defined variable or function
updateSchema,postForObject.0,externally defined variable or function
updateSchema,baseURL.0,argument
updateSchema,+.0,argument
updateSchema,"""""""schema/"""".0""","""""""schema/"""".0"""
updateSchema,+.1,argument
updateSchema,kind.1,argument
updateSchema,+.2,argument
updateSchema,"""""""/update"""".0""","""""""/update"""".0"""
updateSchema,schemaTO.1,argument
updateSchema,SchemaTO.1,argument
updateSchema,class.0,argument
updateSchema,catch.0,exception handling
updateSchema,SyncopeClientCompositeErrorException.0,parameter
updateSchema,e.0,parameter
updateSchema,LOG.0,external class
updateSchema,error.0,function call
updateSchema,"""""""While updating a user schema"""".100""","""""""While updating a user schema"""".100"""
updateSchema,e.1,argument
messageSent,public.0,function declaration
messageSent,void.0,function declaration
messageSent,messageSent.0,function declaration
messageSent,MessageEvent.0,parameter
messageSent,e.0,parameter
messageSent,String.0,variable declaration
messageSent,str.0,variable declaration
messageSent,=.0,variable declaration
messageSent,e.1,variable declaration
messageSent,getMessage.0,variable declaration
messageSent,if.0,conditional statement
messageSent,str.1,conditional statement
messageSent,endsWith.0,conditional statement
messageSent,DIR_ADDED.0,conditional statement
messageSent,str.2,conditional block
messageSent,=.1,conditional block
messageSent,str.3,conditional block
messageSent,substring.0,conditional block
messageSent,DIRECTORY.0,conditional block
messageSent,length.0,conditional block
messageSent,str.4,conditional block
messageSent,indexOf.0,conditional block
messageSent,DIR_ADDED.1,conditional block
messageSent,)).0,)).0
messageSent,trim.0,conditional block
messageSent,createCvsFiles.0,conditional block
messageSent,str.5,conditional block
messageSent,super.0,externally defined variable or function
messageSent,messageSent.1,externally defined variable or function
messageSent,e.2,argument
updateGain,private.0,function declaration
updateGain,void.0,function declaration
updateGain,updateGain.0,function declaration
updateGain,int.0,variable declaration
updateGain,pos.0,variable declaration
updateGain,=.0,variable declaration
updateGain,getValue.0,variable declaration
updateGain,int.1,variable declaration
updateGain,value.0,variable declaration
updateGain,=.1,variable declaration
updateGain,int.2,variable declaration
updateGain,127.0,variable declaration
updateGain,*.0,variable declaration
updateGain,double.0,variable declaration
updateGain,pos.1,variable declaration
updateGain,/.0,variable declaration
updateGain,100.0,variable declaration
updateGain,MidiChannel.0,variable declaration
updateGain,cs.0,variable declaration
updateGain,=.2,variable declaration
updateGain,synthesizer.0,variable declaration
updateGain,getChannels.0,variable declaration
updateGain,for.0,loop
updateGain,int.3,loop
updateGain,I.0,loop
updateGain,=.3,loop
updateGain,0.0,loop
updateGain,I.1,conditional statement
updateGain,<.0,conditional statement
updateGain,cs.1,conditional statement
updateGain,length.0,conditional statement
updateGain,i.0,loop
updateGain,cs.2,loop
updateGain,i.1,loop
updateGain,controlChange.0,loop
updateGain,7.0,loop
updateGain,value.1,loop
store,public.0,function declaration
store,void.0,function declaration
store,store.0,function declaration
store,String.0,parameter
store,path.0,parameter
store,InputStream.0,parameter
store,stream.0,parameter
store,throws.0,exception handling
store,IOException.0,exception handling
store,toIgnore.0,function call
store,add.0,function call
store,normalizePath.0,argument
store,path.1,argument
store,ZipEntry.0,variable declaration
store,entry.0,variable declaration
store,=.0,variable declaration
store,new.0,variable declaration
store,ZipEntry.1,variable declaration
store,path.2,variable declaration
store,zipOutput.0,externally defined variable or function
store,putNextEntry.0,function call
store,entry.1,argument
store,IOUtils.0,external class
store,copy.0,externally defined variable or function
store,stream.1,argument
store,zipOutput.1,argument
store,zipOutput.2,externally defined variable or function
store,closeEntry.0,function call
createChecklistItem,public.0,function declaration
createChecklistItem,long.0,function declaration
createChecklistItem,createChecklistItem.0,function declaration
createChecklistItem,long.1,parameter
createChecklistItem,listId.0,parameter
createChecklistItem,String.0,parameter
createChecklistItem,item.0,parameter
createChecklistItem,boolean.0,parameter
createChecklistItem,isDone.0,parameter
createChecklistItem,ContentValues.0,variable declaration
createChecklistItem,values.0,variable declaration
createChecklistItem,=.0,variable declaration
createChecklistItem,new.0,variable declaration
createChecklistItem,ContentValues.1,variable declaration
createChecklistItem,values.1,variable
createChecklistItem,put.0,function call
createChecklistItem,KEY_LIST_ID.0,argument
createChecklistItem,listId.1,argument
createChecklistItem,values.2,variable
createChecklistItem,put.1,function call
createChecklistItem,KEY_IS_DONE.0,argument
createChecklistItem,isDone.1,argument
createChecklistItem,values.3,variable
createChecklistItem,put.2,function call
createChecklistItem,KEY_ITEM.0,argument
createChecklistItem,item.1,argument
createChecklistItem,return.0,return
createChecklistItem,mDb.0,return
createChecklistItem,insert.0,return
createChecklistItem,CHECKLIST_ITEM_TBL.0,return
createChecklistItem,nan.0,return
createChecklistItem,values.4,return
actionPerformed,public.0,function declaration
actionPerformed,void.0,function declaration
actionPerformed,actionPerformed.0,function declaration
actionPerformed,ActionEvent.0,parameter
actionPerformed,e.0,parameter
actionPerformed,int.0,variable declaration
actionPerformed,selectedRows.0,variable declaration
actionPerformed,=.0,variable declaration
actionPerformed,features.0,variable declaration
actionPerformed,getSelectedRows.0,variable declaration
actionPerformed,if.0,conditional statement
actionPerformed,selectedRows.1,conditional statement
actionPerformed,length.0,conditional statement
actionPerformed,>.0,conditional statement
actionPerformed,0.0,conditional statement
actionPerformed,boolean.0,conditional block
actionPerformed,valueToBeSet.0,conditional block
actionPerformed,=.1,conditional block
actionPerformed,Boolean.0,conditional block
actionPerformed,features.1,conditional block
actionPerformed,getValueAt.0,conditional block
actionPerformed,selectedRows.2,conditional block
actionPerformed,0.1,conditional block
actionPerformed,].0,].0
actionPerformed,0.2,conditional block
actionPerformed,)).0,)).0
actionPerformed,booleanValue.0,conditional block
actionPerformed,for.0,loop
actionPerformed,int.1,loop
actionPerformed,i.0,loop
actionPerformed,=.2,loop
actionPerformed,0.3,loop
actionPerformed,i.1,conditional statement
actionPerformed,<.0,conditional statement
actionPerformed,selectedRows.3,conditional statement
actionPerformed,length.1,conditional statement
actionPerformed,i.2,loop
actionPerformed,features.2,loop
actionPerformed,setValueAt.0,loop
actionPerformed,new.0,loop
actionPerformed,Boolean.1,loop
actionPerformed,valueToBeSet.1,loop
actionPerformed,selectedRows.4,loop
actionPerformed,i.3,loop
actionPerformed,].1,].1
actionPerformed,0.4,loop
addPKColumn,public.0,function declaration
addPKColumn,void.0,function declaration
addPKColumn,addPKColumn.0,function declaration
addPKColumn,String.0,parameter
addPKColumn,aPKColName.0,parameter
addPKColumn,throws.0,exception handling
addPKColumn,IllegalArgumentException.0,exception handling
addPKColumn,Column.0,variable declaration
addPKColumn,col.0,variable declaration
addPKColumn,=.0,variable declaration
addPKColumn,Column.1,variable declaration
addPKColumn,colMap.0,variable declaration
addPKColumn,get.0,variable declaration
addPKColumn,aPKColName.1,variable declaration
addPKColumn,if.0,conditional statement
addPKColumn,col.1,conditional statement
addPKColumn,==.0,conditional statement
addPKColumn,nan.0,conditional statement
addPKColumn,throw.0,exception handling
addPKColumn,new.0,exception handling
addPKColumn,IllegalArgumentException.1,exception handling
addPKColumn,"""""""The column |"""".100""","""""""The column |"""".100"""
addPKColumn,+.0,exception handling
addPKColumn,aPKColName.2,exception handling
addPKColumn,+.1,exception handling
addPKColumn,"""""""| does not belong to the table |"""".101""","""""""| does not belong to the table |"""".101"""
addPKColumn,+.2,exception handling
addPKColumn,name.0,exception handling
addPKColumn,+.3,exception handling
addPKColumn,"""""""|"""".0""","""""""|"""".0"""
addPKColumn,pkColumns.0,externally defined variable or function
addPKColumn,add.0,function call
addPKColumn,col.2,argument
addRotation,public.0,function declaration
addRotation,void.0,function declaration
addRotation,addRotation.0,function declaration
addRotation,Vector3f.0,parameter
addRotation,axis.0,parameter
addRotation,Angle.0,parameter
addRotation,rotation.0,parameter
addRotation,Quaternion.0,variable declaration
addRotation,q.0,variable declaration
addRotation,=.0,variable declaration
addRotation,new.0,variable declaration
addRotation,Quaternion.1,variable declaration
addRotation,rotation.1,variable declaration
addRotation,axis.1,variable declaration
addRotation,Matrix.0,variable declaration
addRotation,result.0,variable declaration
addRotation,=.1,variable declaration
addRotation,new.1,variable declaration
addRotation,Matrix.1,variable declaration
addRotation,4.0,variable declaration
addRotation,4.1,variable declaration
addRotation,Matrix.2,variable declaration
addRotation,quaternion.0,variable declaration
addRotation,=.2,variable declaration
addRotation,q.1,variable declaration
addRotation,getRotationMatrix.0,variable declaration
addRotation,Matrix.3,external class
addRotation,multiply.0,externally defined variable or function
addRotation,matrix.0,argument
addRotation,q.2,argument
addRotation,getRotationMatrix.1,argument
addRotation,result.1,argument
addRotation,matrix.1,externally defined variable or function
addRotation,=.3,assignment
addRotation,result.2,variable
swapItems,public.0,function declaration
swapItems,void.0,function declaration
swapItems,swapItems.0,function declaration
swapItems,int.0,parameter
swapItems,index.0,parameter
swapItems,int.1,parameter
swapItems,change.0,parameter
swapItems,if.0,conditional statement
swapItems,index.1,conditional statement
swapItems,>=.0,conditional statement
swapItems,0.0,conditional statement
swapItems,&&.0,conditional statement
swapItems,index.2,conditional statement
swapItems,<.0,conditional statement
swapItems,allItems.0,conditional statement
swapItems,length.0,conditional statement
swapItems,&&.1,conditional statement
swapItems,change.1,conditional statement
swapItems,>=.1,conditional statement
swapItems,0.1,conditional statement
swapItems,&&.2,conditional statement
swapItems,change.2,conditional statement
swapItems,<.1,conditional statement
swapItems,allItems.1,conditional statement
swapItems,length.1,conditional statement
swapItems,MenuItem.0,conditional block
swapItems,temp.0,conditional block
swapItems,=.0,conditional block
swapItems,allItems.2,conditional block
swapItems,index.3,conditional block
swapItems,allItems.3,conditional block
swapItems,index.4,conditional block
swapItems,=.1,conditional block
swapItems,allItems.4,conditional block
swapItems,change.3,conditional block
swapItems,allItems.5,conditional block
swapItems,change.4,conditional block
swapItems,=.2,conditional block
swapItems,temp.1,conditional block
readFromFile,private.0,function declaration
readFromFile,void.0,function declaration
readFromFile,readFromFile.0,function declaration
readFromFile,try.0,exception handling
readFromFile,FileReader.0,variable declaration
readFromFile,fr.0,variable declaration
readFromFile,=.0,variable declaration
readFromFile,new.0,variable declaration
readFromFile,FileReader.1,variable declaration
readFromFile,this.0,variable declaration
readFromFile,credentials.0,variable declaration
readFromFile,BufferedReader.0,variable declaration
readFromFile,br.0,variable declaration
readFromFile,=.1,variable declaration
readFromFile,new.1,variable declaration
readFromFile,BufferedReader.1,variable declaration
readFromFile,fr.1,variable declaration
readFromFile,this.1,externally defined variable or function
readFromFile,username.0,externally defined variable or function
readFromFile,=.2,assignment
readFromFile,br.1,variable
readFromFile,readLine.0,function call
readFromFile,this.2,externally defined variable or function
readFromFile,password.0,externally defined variable or function
readFromFile,=.3,assignment
readFromFile,br.2,variable
readFromFile,readLine.1,function call
readFromFile,br.3,variable
readFromFile,close.0,function call
readFromFile,fr.2,variable
readFromFile,close.1,function call
readFromFile,catch.0,exception handling
readFromFile,Exception.0,parameter
readFromFile,e.0,parameter
readFromFile,this.3,externally defined variable or function
readFromFile,username.1,externally defined variable or function
readFromFile,=.4,assignment
readFromFile,""""""""""".0""",""""""""""".0"""
readFromFile,this.4,externally defined variable or function
readFromFile,password.1,externally defined variable or function
readFromFile,=.5,assignment
readFromFile,""""""""""".1""",""""""""""".1"""
setGenJarDir,public.0,function declaration
setGenJarDir,void.0,function declaration
setGenJarDir,setGenJarDir.0,function declaration
setGenJarDir,File.0,parameter
setGenJarDir,genJarDir.0,parameter
setGenJarDir,SandProject.0,parameter
setGenJarDir,proj.0,parameter
setGenJarDir,proj.1,variable
setGenJarDir,getAntProject.0,function call
setGenJarDir,setProperty.0,function call
setGenJarDir,"""""""genJarDir"""".0""","""""""genJarDir"""".0"""
setGenJarDir,genJarDir.1,argument
setGenJarDir,toString.0,argument
setGenJarDir,SandProject.1,variable declaration
setGenJarDir,downstream.0,variable declaration
setGenJarDir,=.0,variable declaration
setGenJarDir,proj.2,variable declaration
setGenJarDir,getRequiredBy.0,variable declaration
setGenJarDir,for.0,loop
setGenJarDir,int.0,loop
setGenJarDir,i.0,loop
setGenJarDir,=.1,loop
setGenJarDir,0.0,loop
setGenJarDir,i.1,conditional statement
setGenJarDir,<.0,conditional statement
setGenJarDir,downstream.1,conditional statement
setGenJarDir,length.0,conditional statement
setGenJarDir,i.2,loop
setGenJarDir,setGenJarDir.1,loop
setGenJarDir,genJarDir.2,loop
setGenJarDir,downstream.2,loop
setGenJarDir,i.3,loop
setGenJarDir,].0,].0
addPKColumn,public.0,function declaration
addPKColumn,void.0,function declaration
addPKColumn,addPKColumn.0,function declaration
addPKColumn,String.0,parameter
addPKColumn,aPKColName.0,parameter
addPKColumn,throws.0,exception handling
addPKColumn,IllegalArgumentException.0,exception handling
addPKColumn,Column.0,variable declaration
addPKColumn,col.0,variable declaration
addPKColumn,=.0,variable declaration
addPKColumn,Column.1,variable declaration
addPKColumn,colMap.0,variable declaration
addPKColumn,get.0,variable declaration
addPKColumn,aPKColName.1,variable declaration
addPKColumn,if.0,conditional statement
addPKColumn,col.1,conditional statement
addPKColumn,==.0,conditional statement
addPKColumn,nan.0,conditional statement
addPKColumn,throw.0,exception handling
addPKColumn,new.0,exception handling
addPKColumn,IllegalArgumentException.1,exception handling
addPKColumn,"""""""The column |"""".100""","""""""The column |"""".100"""
addPKColumn,+.0,exception handling
addPKColumn,aPKColName.2,exception handling
addPKColumn,+.1,exception handling
addPKColumn,"""""""| does not belong to the table |"""".101""","""""""| does not belong to the table |"""".101"""
addPKColumn,+.2,exception handling
addPKColumn,name.0,exception handling
addPKColumn,+.3,exception handling
addPKColumn,"""""""|"""".0""","""""""|"""".0"""
addPKColumn,pkColumns.0,externally defined variable or function
addPKColumn,add.0,function call
addPKColumn,col.2,argument
BFSdist,public.0,function declaration
BFSdist,void.0,function declaration
BFSdist,BFSdist.0,function declaration
BFSdist,Node.0,parameter
BFSdist,n.0,parameter
BFSdist,Vector.0,parameter
BFSdist,ToDo.0,parameter
BFSdist,int.0,parameter
BFSdist,indirConn.0,parameter
BFSdist,Node.1,variable declaration
BFSdist,n2.0,variable declaration
BFSdist,=.0,variable declaration
BFSdist,nan.0,variable declaration
BFSdist,for.0,loop
BFSdist,Enumeration.0,loop
BFSdist,es.0,loop
BFSdist,=.1,loop
BFSdist,n.1,loop
BFSdist,adjEdges.0,loop
BFSdist,elements.0,loop
BFSdist,es.1,conditional statement
BFSdist,hasMoreElements.0,conditional statement
BFSdist,n2.1,loop
BFSdist,=.2,loop
BFSdist,n.2,loop
BFSdist,adjNode.0,loop
BFSdist,Edge.0,loop
BFSdist,es.2,loop
BFSdist,nextElement.0,loop
BFSdist,if.0,conditional statement
BFSdist,n2.2,conditional statement
BFSdist,dist.0,conditional statement
BFSdist,<.0,conditional statement
BFSdist,0.0,conditional statement
BFSdist,n2.3,loop
BFSdist,dist.1,loop
BFSdist,=.3,loop
BFSdist,n.3,loop
BFSdist,dist.2,loop
BFSdist,+.0,loop
BFSdist,1.0,loop
BFSdist,indirConn.1,loop
BFSdist,n2.4,loop
BFSdist,dist.3,loop
BFSdist,++.0,loop
BFSdist,// important add adds to the end of the list.200,comment
BFSdist,ToDo.1,loop
BFSdist,add.0,loop
BFSdist,n2.5,loop
BFSdist,if.1,conditional statement
BFSdist,ToDo.2,conditional statement
BFSdist,isEmpty.0,conditional statement
BFSdist,n2.6,conditional block
BFSdist,=.4,conditional block
BFSdist,Node.2,conditional block
BFSdist,ToDo.3,conditional block
BFSdist,remove.0,conditional block
BFSdist,0.1,conditional block
BFSdist,BFSdist.1,conditional block
BFSdist,n2.7,conditional block
BFSdist,ToDo.4,conditional block
BFSdist,indirConn.2,conditional block
clearFieldersFromField,public.0,function declaration
clearFieldersFromField,void.0,function declaration
clearFieldersFromField,clearFieldersFromField.0,function declaration
clearFieldersFromField,// clear all fielders from field.200,comment
clearFieldersFromField,for.0,loop
clearFieldersFromField,int.0,loop
clearFieldersFromField,i.0,loop
clearFieldersFromField,=.0,loop
clearFieldersFromField,0.0,loop
clearFieldersFromField,i.1,conditional statement
clearFieldersFromField,<.0,conditional statement
clearFieldersFromField,boardXDimension.0,conditional statement
clearFieldersFromField,i.2,loop
clearFieldersFromField,for.1,loop
clearFieldersFromField,int.1,loop
clearFieldersFromField,j.0,loop
clearFieldersFromField,=.1,loop
clearFieldersFromField,0.1,loop
clearFieldersFromField,j.1,conditional statement
clearFieldersFromField,<.1,conditional statement
clearFieldersFromField,boardYDimension.0,conditional statement
clearFieldersFromField,j.2,loop
clearFieldersFromField,for.2,loop
