Participant,Quality,Method,Fixation_Duration
168.0,2,addPKColumn,0.4997438065334549
319.0,0,addPKColumn,0.0333347500127274
186.0,0,addPKColumn,0.0444511666719336
182.0,0,addPKColumn,0.7445720849112445
310.0,1,addPKColumn,0.033332500024698605
129.0,0,addPKColumn,0.6310731795553661
111.0,2,addPKColumn,0.4680716333382099
313.0,0,addPKColumn,0.7864594999879898
315.0,0,addPKColumn,0.4900930080932857
133.0,0,addPKColumn,0.7504627219336291
143.0,2,addPKColumn,0.3004653952600955
311.0,0,addPKColumn,0.5543340794664742
314.0,2,addPKColumn,0.3246769254351572
106.0,0,addPKColumn,0.3043996118510246
318.0,1,addPKColumn,0.0638891667476854
147.0,1,addPKColumn,0.6055262735348816
191.0,0,addPKColumn,0.4339426228243458
189.0,2,addPKColumn,0.5076764563966367
316.0,0,addPKColumn,0.21742959857744887
139.0,0,addPKColumn,0.9013529532441189
136.0,2,testSetExample,0.4999269784158255
311.0,1,testSetExample,0.7620985133281803
312.0,0,testSetExample,0.441934595598171
